Investor_Id,co_investors_status_power_raw,year
51747-13,0,1994
52369-93,0,1994
54334-18,0,1994
55893-43,0,1994
56386-27,0,1994
63967-15,0,1994
83336-23,0,1994
95663-89,0,1994
98783-56,0,1994
10052-20,5.212350405408593,1995
10070-83,6.515438006760741,1995
10139-41,6.515438006760741,1995
10181-17,0,1995
10241-02,0,1995
10271-98,0,1995
10335-25,0,1995
10367-47,0,1995
10639-63,1.3030876013521482,1995
11111-68,0,1995
11111-86,0,1995
11114-11,0,1995
11115-19,0,1995
11115-28,0,1995
11120-59,0,1995
11121-85,0,1995
11122-12,0,1995
11122-48,0,1995
11124-28,0,1995
11127-25,0,1995
11127-88,0,1995
11129-59,0,1995
11132-20,0,1995
11135-62,0,1995
11135-71,0,1995
11137-87,0,1995
11138-68,0,1995
11139-04,0,1995
11151-91,0,1995
11153-98,0,1995
11161-36,0,1995
11162-08,0,1995
11166-58,0,1995
11168-92,0,1995
11169-91,0,1995
11172-43,0,1995
11173-42,0,1995
11173-60,0,1995
11177-11,0,1995
11177-20,0,1995
11179-99,0,1995
11181-43,0,1995
11184-40,0,1995
11184-49,0,1995
11184-67,0,1995
11190-70,0,1995
11191-96,0,1995
11192-41,0,1995
11192-68,0,1995
11193-13,0,1995
11194-12,0,1995
11207-89,0,1995
11208-79,0,1995
11211-40,0,1995
11219-23,0,1995
11223-37,0,1995
11228-50,0.32577190033803705,1995
11228-95,0,1995
11237-50,0,1995
11237-95,0,1995
11248-21,0,1995
11251-81,0,1995
11258-83,0,1995
11261-71,0,1995
11262-52,0,1995
11262-88,0,1995
11263-42,0,1995
11263-51,0,1995
11265-13,0,1995
11275-75,0,1995
11277-37,0,1995
11281-06,0,1995
11283-94,0,1995
11291-32,0,1995
11295-73,0,1995
11295-91,0,1995
11300-14,0,1995
11303-56,0,1995
11304-28,2.8505041279578243,1995
11308-51,0,1995
11317-42,0,1995
11318-77,0,1995
11322-28,-0,1995
11325-43,0,1995
11326-33,0,1995
11327-41,0,1995
11333-26,0,1995
11335-42,0,1995
11338-12,0,1995
11340-01,0,1995
179240-41,0,1995
25197-58,0,1995
40668-76,0,1995
40849-84,0,1995
41699-53,0,1995
42205-24,0,1995
42205-42,0,1995
42259-87,0,1995
42349-87,0,1995
42767-20,0,1995
42871-51,0,1995
44459-02,0,1995
51050-17,0,1995
51077-44,0,1995
51090-58,0,1995
51131-71,0,1995
51410-17,0,1995
51516-10,0,1995
51638-05,0,1995
51702-67,0,1995
51747-13,0,1995
52369-93,0,1995
53402-68,0,1995
54334-18,0,1995
55430-29,0,1995
55893-43,0,1995
56386-27,0,1995
63967-15,0,1995
64689-67,0,1995
83336-23,0,1995
95663-89,0,1995
98783-56,0,1995
10020-07,0,1996
10052-20,6.4875302221399025,1996
10070-83,8.40489745378449,1996
10134-73,0,1996
10135-81,0,1996
10139-41,8.40489745378449,1996
10146-16,0,1996
10181-17,0,1996
10241-02,0,1996
10271-98,0,1996
10335-25,0,1996
10367-47,0,1996
10521-46,0,1996
10639-63,0.7354285272061429,1996
11108-89,0,1996
11110-15,0,1996
11111-68,0,1996
11111-86,0,1996
11114-11,0,1996
11115-19,0,1996
11115-28,0,1996
11120-59,0,1996
11121-85,0,1996
11122-12,0,1996
11122-48,0,1996
11124-28,0,1996
11127-25,0,1996
11127-88,0,1996
11129-59,0,1996
11131-03,0,1996
11132-20,0,1996
11132-38,0,1996
11133-01,0,1996
11133-37,0,1996
11135-62,0,1996
11135-71,0,1996
11136-61,0,1996
11137-87,0,1996
11138-68,0,1996
11139-04,0,1996
11141-65,0,1996
11142-19,0,1996
11142-73,0,1996
11148-04,0,1996
11151-91,0,1996
11153-98,0,1996
11159-74,0,1996
11160-10,0,1996
11161-36,0,1996
11162-08,0,1996
11165-50,0,1996
11165-68,0,1996
11166-58,0.36771426360307147,1996
11168-92,0,1996
11169-91,0,1996
11170-81,0,1996
11172-43,0,1996
11173-42,0,1996
11173-60,0,1996
11174-77,0,1996
11177-11,0,1996
11177-20,0,1996
11179-99,0,1996
11181-43,0,1996
11184-40,0,1996
11184-49,0,1996
11184-67,0,1996
11190-70,0,1996
11191-96,0,1996
11192-41,0,1996
11192-68,0,1996
11193-13,0,1996
11194-12,0,1996
11196-10,0,1996
11197-81,0,1996
11201-59,0,1996
11201-77,0,1996
11207-44,0,1996
11207-89,0,1996
11208-79,0,1996
11210-32,0,1996
11211-40,0,1996
11213-92,0,1996
11217-25,0,1996
11219-23,0,1996
11223-37,0,1996
11224-18,0,1996
11226-16,0,1996
11228-32,0,1996
11228-50,2.285081495247658,1996
11228-95,0,1996
11229-85,0,1996
11237-50,0,1996
11237-95,0,1996
11241-82,0,1996
11248-21,0,1996
11251-45,0,1996
11251-81,1.5759182725845917,1996
11252-44,0,1996
11252-80,0,1996
11258-83,0.18385713180153573,1996
11261-71,0,1996
11261-98,0,1996
11262-52,0,1996
11262-88,1.3657958362399794,1996
11263-42,0,1996
11263-51,0,1996
11265-13,0,1996
11267-47,0,1996
11268-55,0,1996
11274-22,0,1996
11275-75,0,1996
11277-37,0,1996
11280-70,0,1996
11281-06,0,1996
11281-24,0,1996
11283-94,0,1996
11291-32,0,1996
11293-84,0,1996
11295-73,0,1996
11295-91,0,1996
11296-45,0,1996
11297-98,0,1996
11300-05,0,1996
11300-14,0,1996
11303-56,0,1996
11304-28,3.368525307649565,1996
11308-51,0,1996
11308-69,0,1996
11312-29,0,1996
11313-01,0,1996
11316-79,0,1996
11317-42,0,1996
11318-77,0,1996
11320-66,0,1996
11322-28,-0,1996
11322-46,0,1996
11325-43,0,1996
11326-33,0,1996
11327-41,0,1996
11333-26,0,1996
11335-42,0,1996
11338-12,0,1996
11340-01,0,1996
11851-57,0,1996
11867-23,0,1996
12075-22,0,1996
12749-50,0,1996
179240-41,0,1996
25197-58,0,1996
40668-76,0,1996
40849-84,0,1996
40998-97,0,1996
41003-11,0,1996
41012-11,0,1996
41020-03,0,1996
41699-53,0,1996
42205-24,0,1996
42205-42,0,1996
42259-87,0,1996
42349-87,0,1996
42767-20,0,1996
42775-48,0,1996
42852-25,0,1996
42871-51,0,1996
42944-05,0,1996
43064-47,0,1996
43140-61,0,1996
44459-02,0,1996
50993-92,0,1996
51016-78,0,1996
51050-17,0,1996
51077-44,0,1996
51090-58,0,1996
51095-26,0,1996
51131-71,0,1996
51410-17,0,1996
51478-39,0,1996
51491-98,0,1996
51516-10,0,1996
51638-05,0,1996
51702-67,0,1996
51747-13,0,1996
52369-93,0,1996
52385-59,0,1996
52593-04,0,1996
52744-87,0,1996
52745-05,0,1996
52758-10,0,1996
52765-57,0,1996
52833-25,0,1996
52833-34,0,1996
53402-68,0,1996
54334-18,0,1996
54345-25,0,1996
55430-29,0,1996
55893-43,0,1996
56386-27,0,1996
56660-77,0,1996
58804-66,0,1996
63967-15,0,1996
64689-67,0,1996
83336-23,0,1996
95663-89,0,1996
98783-56,0,1996
10020-07,0,1997
10052-20,7.4481682044966,1997
10068-04,0,1997
10070-83,9.6494486859875,1997
10133-20,0,1997
10134-73,0,1997
10135-81,0,1997
10139-41,9.6494486859875,1997
10146-16,0,1997
10181-17,0,1997
10241-02,0,1997
10271-98,0,1997
10335-25,0,1997
10411-93,0,1997
10446-40,0,1997
10521-46,0,1997
10639-63,0.8443267600239063,1997
110861-11,0,1997
11106-82,0,1997
11108-89,0,1997
11109-61,0,1997
11110-15,0,1997
11110-69,0,1997
11111-23,0,1997
11111-68,0,1997
11111-86,0,1997
11114-11,0,1997
11115-19,0,1997
11115-28,0,1997
11120-59,0,1997
11121-85,0,1997
11122-12,0,1997
11122-48,0,1997
11124-28,0,1997
11127-25,0,1997
11127-88,0,1997
11128-69,0,1997
11129-23,0,1997
11129-41,0,1997
11129-59,0,1997
11131-03,0,1997
11132-20,0,1997
11132-38,0,1997
11133-01,0,1997
11133-37,0,1997
11134-81,0,1997
11135-62,0,1997
11135-71,0,1997
11136-61,0,1997
11137-87,0,1997
11138-68,0,1997
11139-04,0,1997
11141-65,0,1997
11142-19,0,1997
11142-28,0,1997
11142-73,0,1997
11143-54,0,1997
11148-04,0,1997
11151-91,0,1997
11153-98,0,1997
11157-04,0,1997
11159-74,0,1997
11160-10,0,1997
11161-36,0,1997
11162-08,0,1997
11165-50,0,1997
11165-68,0,1997
11166-58,0.42216338001195314,1997
11168-92,0,1997
11169-91,0,1997
11170-81,0,1997
11171-44,0,1997
11172-43,0,1997
11173-42,0,1997
11173-60,0,1997
11173-78,0,1997
11174-77,0,1997
11175-13,0,1997
11177-11,0,1997
11177-20,0,1997
11179-99,0,1997
11181-43,0,1997
11184-40,0,1997
11184-49,0,1997
11184-67,0,1997
11190-70,0,1997
11191-96,0.8443267600239063,1997
11192-41,0,1997
11192-68,0,1997
11193-13,0,1997
11194-12,0,1997
11196-10,0,1997
11197-81,0,1997
11201-59,0.21108169000597657,1997
11201-77,0,1997
11203-21,0,1997
11205-64,0,1997
11206-54,0,1997
11207-44,0,1997
11207-89,1.779117101478945,1997
11208-07,0,1997
11208-79,0,1997
11210-32,0,1997
11211-40,0,1997
11213-92,0,1997
11214-82,0,1997
11217-25,0,1997
11219-23,0,1997
11220-04,0,1997
11220-22,0,1997
11220-31,0,1997
11222-83,0,1997
11223-37,0,1997
11224-18,0,1997
11226-16,0,1997
11228-32,0,1997
11228-50,2.6234438615028512,1997
11228-95,0,1997
11229-85,0,1997
11230-93,0,1997
11234-17,0,1997
11237-50,0,1997
11237-68,0,1997
11237-95,0,1997
11239-12,0,1997
11239-48,0,1997
11240-47,0,1997
11241-82,0,1997
11242-18,0,1997
11243-89,0,1997
11246-68,0,1997
11247-13,0,1997
11248-21,0,1997
11248-93,0,1997
11251-45,0,1997
11251-81,1.8092716286226558,1997
11252-44,0,1997
11252-80,0,1997
11258-38,0,1997
11258-83,0.21108169000597657,1997
11261-71,0,1997
11261-80,0,1997
11261-98,0,1997
11262-52,0,1997
11262-88,1.5680354114729684,1997
11263-42,0,1997
11263-51,0,1997
11265-13,0,1997
11265-94,0,1997
11267-47,0,1997
11268-55,0,1997
11268-82,0.42216338001195314,1997
11271-79,0,1997
11272-78,0,1997
11274-22,0,1997
11277-37,0,1997
11280-70,0,1997
11281-06,0,1997
11281-24,0,1997
11282-32,0,1997
11283-94,0,1997
11287-27,0,1997
11290-51,0,1997
11291-32,0,1997
11293-30,0,1997
11293-84,0,1997
11295-73,0,1997
11295-91,0,1997
11296-45,0,1997
11297-98,0,1997
11298-61,0,1997
11300-05,0,1997
11300-14,0,1997
11300-41,0,1997
11303-38,3.955897029665578,1997
11303-56,0,1997
11303-83,0,1997
11304-28,3.8673181061809276,1997
11308-51,0,1997
11308-69,0,1997
11312-29,0,1997
11313-01,0,1997
11316-79,0,1997
11317-42,0,1997
11318-77,0,1997
11318-86,0,1997
11320-66,0,1997
11322-28,-0,1997
11322-46,0,1997
11322-91,0,1997
11325-43,0,1997
11326-24,0,1997
11326-33,0,1997
11327-41,0,1997
11328-13,0,1997
11328-49,0,1997
11328-67,0,1997
11328-76,0,1997
11331-37,0,1997
11331-91,0,1997
11333-26,0,1997
11335-42,0,1997
11336-77,0,1997
11337-76,0,1997
11338-03,0.21108169000597657,1997
11338-12,0,1997
11340-01,0,1997
11851-57,0,1997
11867-23,0,1997
12075-22,0,1997
123123-88,0,1997
12604-06,0,1997
12749-50,0,1997
151294-06,0,1997
179240-41,0,1997
25197-58,0,1997
40668-76,0,1997
40849-84,0,1997
40995-55,0,1997
40998-97,0,1997
41003-11,0,1997
41009-95,0,1997
41012-11,0,1997
41020-03,0,1997
41699-53,0,1997
42202-18,0,1997
42205-24,0,1997
42205-42,0,1997
42259-24,0,1997
42259-87,0,1997
42348-97,0,1997
42349-87,0,1997
42767-02,0,1997
42767-20,0,1997
42775-48,0,1997
42852-25,0,1997
42871-51,0,1997
42944-05,0,1997
43064-47,0,1997
43140-61,0,1997
44459-02,0,1997
49310-02,0,1997
50993-92,0,1997
51016-78,0,1997
51050-17,0,1997
51077-44,0,1997
51090-58,0,1997
51095-26,0,1997
51106-96,0,1997
51131-71,0,1997
51191-65,0,1997
51288-22,0,1997
51410-17,0,1997
51478-39,0,1997
51490-72,0,1997
51491-98,0,1997
51516-10,0,1997
51567-58,0,1997
51638-05,0,1997
51702-67,0,1997
51721-12,0,1997
51747-13,0,1997
52244-38,0,1997
52369-93,0,1997
52385-59,0,1997
52593-04,0,1997
52705-81,0,1997
52744-87,0,1997
52745-05,0,1997
52758-10,0,1997
52765-57,0,1997
52833-25,0,1997
52833-34,0,1997
53402-68,0,1997
53455-15,0,1997
53928-19,0,1997
54084-97,0,1997
54334-18,0,1997
54345-25,0,1997
55430-29,0,1997
55893-43,0,1997
56142-55,0,1997
56386-27,0,1997
56660-77,0,1997
58804-66,0,1997
63967-15,0,1997
64689-67,0,1997
83336-23,0,1997
95663-89,0,1997
98783-56,0,1997
10020-07,0,1998
10022-14,0.4433080141052367,1998
10052-20,7.821219963142392,1998
10068-04,0,1998
10070-83,10.132754608119697,1998
100761-31,0,1998
10109-26,0,1998
10133-20,0,1998
10134-73,0,1998
10135-81,0,1998
10139-41,10.132754608119697,1998
10146-16,0,1998
10181-17,0,1998
10215-64,0,1998
10228-51,0,1998
10241-02,0.22165400705261834,1998
10242-91,0,1998
10271-98,0,1998
10335-25,0,1998
10346-14,0,1998
10411-93,0,1998
10446-40,0,1998
10458-73,0,1998
10521-46,0,1998
10639-63,0.8866160282104734,1998
110861-11,0,1998
11106-82,0,1998
11108-89,0,1998
11109-61,0,1998
11110-15,0,1998
11110-69,0,1998
11111-23,0,1998
11111-68,0,1998
11111-86,0,1998
11112-67,0,1998
11114-11,0,1998
11114-38,0,1998
11114-47,0,1998
11115-19,0,1998
11115-28,0,1998
11120-59,0,1998
11121-85,0,1998
11122-12,0,1998
11122-48,0,1998
11123-38,0,1998
11124-19,0,1998
11124-28,0,1998
11126-89,0,1998
11127-16,0,1998
11127-25,0,1998
11127-79,0,1998
11127-88,0,1998
11128-69,0,1998
11129-23,0,1998
11129-41,0,1998
11129-59,0,1998
11131-03,0,1998
11132-20,0,1998
11132-38,0,1998
11133-01,0,1998
11133-37,0,1998
11134-81,0,1998
11135-62,0,1998
11135-71,0,1998
11136-61,0,1998
11137-87,0,1998
11138-68,0,1998
11139-04,0,1998
11141-65,0,1998
11142-19,0,1998
11142-28,0,1998
11142-73,1.7732320564209467,1998
11143-54,0,1998
11146-42,0,1998
11148-04,0,1998
11148-67,0,1998
11151-91,0,1998
11153-98,0,1998
11157-04,0,1998
11157-58,0,1998
11159-74,0,1998
11159-83,0,1998
11160-10,0,1998
11161-36,0,1998
11162-08,0,1998
11165-50,0,1998
11165-68,0,1998
11166-58,0.4433080141052367,1998
11168-02,0,1998
11168-92,0,1998
11169-91,0,1998
11170-81,0,1998
11171-44,0,1998
11172-43,0,1998
11173-42,0,1998
11173-60,0,1998
11173-78,0,1998
11174-14,0,1998
11174-77,0,1998
11175-13,0,1998
11176-39,0.22165400705261834,1998
11177-11,0,1998
11177-20,0,1998
11179-99,0.22165400705261834,1998
11181-43,0,1998
11184-40,0,1998
11184-49,0,1998
11184-67,0,1998
11186-92,0,1998
11190-70,0,1998
11191-96,0.8866160282104734,1998
11192-41,0,1998
11192-68,0,1998
11193-13,9.26197100898441,1998
11193-76,0,1998
11194-12,0,1998
11196-10,0,1998
11197-00,0,1998
11197-81,0,1998
11197-90,0,1998
11199-79,0,1998
11201-59,0.22165400705261834,1998
11201-77,0,1998
11203-21,0,1998
11205-64,0.22165400705261834,1998
11206-54,0,1998
11207-44,0,1998
11207-89,2.0898806379246877,1998
11208-07,0,1998
11208-16,0,1998
11208-79,0,1998
11210-32,0,1998
11211-40,0,1998
11211-94,0,1998
11213-92,0,1998
11214-82,1.678237481969825,1998
11217-25,0,1998
11218-78,0,1998
11219-14,0,1998
11219-23,0,1998
11219-77,0.22165400705261834,1998
11220-04,0,1998
11220-22,0,1998
11220-31,0,1998
11221-93,0,1998
11222-83,0,1998
11223-37,0,1998
11224-18,0,1998
11224-45,0,1998
11224-99,0,1998
11226-16,0,1998
11227-33,0,1998
11228-14,0,1998
11228-32,0,1998
11228-50,2.7548426590825428,1998
11228-95,0,1998
11229-85,0,1998
11230-93,0,1998
11233-72,0,1998
11234-17,0,1998
11237-14,0,1998
11237-23,0,1998
11237-50,0,1998
11237-68,0,1998
11237-95,0,1998
11239-12,0,1998
11239-48,0,1998
11240-38,0,1998
11240-47,0,1998
11241-82,0,1998
11241-91,0,1998
11242-18,0,1998
11242-54,0,1998
11243-89,0,1998
11246-68,0,1998
11247-13,0,1998
11247-85,0,1998
11248-21,0,1998
11248-93,0,1998
11251-45,0,1998
11251-81,1.8998914890224436,1998
11252-44,0,1998
11252-80,0,1998
11256-40,0.22165400705261834,1998
11258-38,0,1998
11258-83,0.22165400705261834,1998
11259-28,0,1998
11259-64,0,1998
11261-71,0,1998
11261-80,0,1998
11261-98,0,1998
11262-52,0,1998
11262-88,1.646572623819451,1998
11263-42,0,1998
11263-51,0,1998
11265-13,0,1998
11265-31,0.8866160282104734,1998
11265-94,0,1998
11267-47,0,1998
11268-55,0.8866160282104734,1998
11268-82,0.4433080141052367,1998
11271-79,0,1998
11272-78,0,1998
11274-04,0,1998
11274-22,0.8866160282104734,1998
11276-65,0,1998
11277-37,0,1998
11277-55,0,1998
11278-36,0,1998
11280-70,0,1998
11281-06,0,1998
11281-24,0,1998
11282-32,0,1998
11283-94,0,1998
11287-27,0,1998
11288-17,0,1998
11290-51,0,1998
11290-78,0,1998
11291-32,0,1998
11292-85,0,1998
11293-30,0,1998
11293-66,0,1998
11293-84,0,1998
11295-73,0,1998
11295-82,0,1998
11295-91,0,1998
11296-45,0,1998
11297-98,0,1998
11298-61,0,1998
11300-05,0,1998
11300-14,0,1998
11300-41,1.7732320564209467,1998
11300-59,0,1998
11303-11,0,1998
11303-38,4.320274083891659,1998
11303-56,0,1998
11303-83,0,1998
11304-28,4.28267206483809,1998
11306-62,0,1998
11308-51,0,1998
11308-69,0,1998
11312-29,0,1998
11312-92,0,1998
11313-01,0,1998
11313-46,0.4433080141052367,1998
11314-99,0,1998
11316-79,0,1998
11317-42,0,1998
11318-77,0,1998
11318-86,0,1998
11319-67,0,1998
11320-66,0,1998
11322-28,-0,1998
11322-46,0,1998
11322-91,0,1998
11324-26,0,1998
11324-80,0,1998
11325-43,0,1998
11325-61,0,1998
11325-79,0,1998
11326-24,0,1998
11326-33,0,1998
11327-32,0,1998
11327-41,0,1998
11328-13,0,1998
11328-49,0,1998
11328-67,0,1998
11328-76,0,1998
11331-28,0,1998
11331-37,0,1998
11331-91,0,1998
11333-26,0,1998
11335-42,0,1998
11336-32,0,1998
11336-77,0,1998
11337-76,0,1998
11338-03,0.22165400705261834,1998
11338-12,0,1998
11338-93,0,1998
11340-01,0,1998
11410-66,0,1998
11605-96,0,1998
11851-57,0,1998
11851-66,0,1998
11867-23,0,1998
12075-22,0,1998
123123-88,0,1998
12604-06,0,1998
12604-33,0,1998
12749-50,0,1998
151294-06,0,1998
179240-41,0,1998
25163-83,0,1998
25197-58,0,1998
39894-31,0,1998
40425-49,0,1998
40443-13,0,1998
40445-56,0,1998
40668-76,0,1998
40849-84,0,1998
40995-55,0,1998
40998-97,0,1998
41001-49,0,1998
41003-11,0,1998
41009-95,0,1998
41012-11,0,1998
41014-54,0,1998
41017-06,0,1998
41020-03,0,1998
41699-53,0,1998
42134-05,0,1998
42202-18,0,1998
42205-24,0,1998
42205-42,0,1998
42246-73,0,1998
42259-24,0,1998
42259-87,0,1998
42344-47,0,1998
42348-97,0,1998
42349-87,0,1998
42739-75,0,1998
42767-02,0,1998
42767-20,0,1998
42775-48,0,1998
42841-27,0,1998
42852-25,0,1998
42871-51,0,1998
42944-05,0,1998
42955-30,0,1998
43064-47,0,1998
43133-95,0,1998
43140-61,0,1998
44459-02,0,1998
49310-02,0,1998
50987-98,0,1998
50993-92,0,1998
51016-78,0,1998
51041-26,0,1998
51050-17,0,1998
51063-31,0,1998
51077-44,0,1998
51090-58,0,1998
51095-17,0,1998
51095-26,0,1998
51106-96,0,1998
51131-71,0,1998
51187-33,0,1998
51191-65,0,1998
51216-04,0.8866160282104734,1998
51219-01,0,1998
51257-26,0,1998
51288-13,0.7757890246841642,1998
51288-22,0,1998
51410-17,0,1998
51438-79,0,1998
51464-98,0,1998
51478-39,0,1998
51490-72,0,1998
51491-98,0,1998
51516-10,0,1998
51518-53,0,1998
51567-58,0,1998
51634-00,0,1998
51638-05,0.8866160282104734,1998
51702-67,0,1998
51721-12,0,1998
51747-13,0,1998
52225-66,0,1998
52244-38,0,1998
52272-28,0,1998
52282-99,0,1998
52291-90,0,1998
52364-53,0,1998
52369-93,0,1998
52372-18,0,1998
52385-59,0,1998
52589-98,0,1998
52593-04,0,1998
52705-81,0,1998
52744-87,0,1998
52745-05,0,1998
52758-10,0,1998
52765-57,0,1998
52794-10,0,1998
52833-25,0,1998
52833-34,0,1998
53279-74,0,1998
53402-68,0,1998
53404-57,0,1998
53455-15,0,1998
53460-37,0,1998
53468-29,0,1998
53593-03,0,1998
53822-89,0,1998
53928-19,0,1998
54084-97,0,1998
54096-49,0,1998
54183-52,0,1998
54334-18,0,1998
54345-25,0,1998
55138-96,0,1998
55430-29,0,1998
55681-57,0,1998
55699-12,0,1998
55858-33,1.480332118529987,1998
55893-43,0,1998
55943-38,0,1998
56040-94,0,1998
56142-55,0,1998
56386-27,0,1998
56599-57,0,1998
56660-77,0,1998
56682-64,0,1998
57103-39,0,1998
57697-12,0,1998
58578-13,0,1998
58804-66,0,1998
59193-73,0.8866160282104734,1998
59902-84,0,1998
60708-61,0,1998
61317-19,0,1998
62483-86,0,1998
63967-15,0,1998
64689-67,0,1998
83336-23,0,1998
95663-89,0,1998
98783-56,0,1998
10020-07,0,1999
10022-14,0.965704139713635,1999
10052-20,1.2006464220761448,1999
10068-04,0,1999
10070-83,1.5649704530459674,1999
100761-31,0,1999
10077-85,0,1999
10109-26,0,1999
10133-20,-12.954567727865836,1999
10134-73,-4.569429344010858,1999
10135-81,0,1999
10139-41,1.349621794712613,1999
10146-16,0.37686015208336976,1999
10181-17,0,1999
10195-75,-12.954567727865836,1999
10215-64,0,1999
10228-51,0,1999
10230-94,0,1999
10241-02,1.9745556629616363,1999
10242-91,0,1999
10271-98,0.5287964606171711,1999
10335-25,0,1999
10346-14,0,1999
10357-03,0,1999
10381-24,0,1999
10411-93,0,1999
10446-40,0,1999
10458-73,0,1999
10521-46,0,1999
10602-46,0,1999
10639-63,0.37686015208336976,1999
10836-19,0,1999
10905-04,0,1999
110861-11,0,1999
11105-29,0,1999
11106-82,0,1999
11108-80,0,1999
11108-89,0,1999
11108-98,0,1999
11109-61,0,1999
11110-15,0,1999
11110-69,0,1999
11111-23,0,1999
11111-68,2.166945874479376,1999
11112-31,-1.2624038576115932,1999
11112-67,0,1999
11114-11,0,1999
11114-38,0,1999
11114-47,0,1999
11114-92,0,1999
11115-19,0,1999
11115-28,0,1999
11117-62,0.09421503802084244,1999
11118-79,0,1999
11119-42,0,1999
11120-32,0,1999
11120-59,0,1999
11120-77,0,1999
11121-85,0,1999
11122-12,0,1999
11122-30,0.09421503802084244,1999
11122-48,0,1999
11123-20,0,1999
11123-38,0.37686015208336976,1999
11124-19,0,1999
11124-28,0,1999
11124-46,0,1999
11125-00,0,1999
11125-45,0,1999
11125-99,0,1999
111257-20,0,1999
11126-53,0,1999
11126-89,0.28264511406252735,1999
11127-16,0,1999
11127-25,0,1999
11127-34,0,1999
11127-79,0,1999
11127-88,0,1999
11128-06,0,1999
11128-42,2.0462069753462817,1999
11128-69,0,1999
11129-23,0,1999
11129-41,0,1999
11129-59,0,1999
11131-03,0,1999
11132-20,0,1999
11132-38,0.09421503802084244,1999
11133-01,1.3614376575789837,1999
11133-37,0,1999
11134-81,0.09421503802084244,1999
11135-08,0,1999
11135-62,0,1999
11135-71,0.18843007604168488,1999
11136-61,0,1999
11137-69,0,1999
11137-87,0,1999
11138-68,0,1999
11139-04,0,1999
11141-65,0,1999
11142-19,0,1999
11142-28,0,1999
11142-73,1.8843007604168487,1999
11143-54,0,1999
11145-52,0,1999
11146-42,0,1999
11147-95,0,1999
11148-04,0,1999
11148-67,0,1999
11148-94,0,1999
11149-21,0,1999
11149-93,0,1999
11151-91,0,1999
11153-98,0,1999
11157-04,0,1999
11157-58,0,1999
11159-29,0,1999
11159-74,0,1999
11159-83,0,1999
11160-10,0,1999
11160-28,0,1999
11160-55,0,1999
11161-36,0,1999
11162-08,0.5652902281250547,1999
11165-05,0,1999
11165-50,0.541736468619844,1999
11165-59,0,1999
11165-68,0.49462894960942283,1999
11166-31,0,1999
11166-49,0,1999
11166-58,-4.6748827459321385,1999
11168-02,0.18843007604168488,1999
11168-38,0,1999
11168-92,0,1999
11169-91,0,1999
11170-72,0,1999
11170-81,0,1999
11171-44,0,1999
11172-43,0.18843007604168488,1999
11173-42,0,1999
11173-51,0,1999
11173-60,0,1999
11173-78,0,1999
11174-14,0,1999
11174-77,0.28264511406252735,1999
11175-13,0,1999
11176-39,0.09421503802084244,1999
11177-02,0,1999
