Investor_Id,co_investors_status_power_raw,year
11250-91,0,2004
11251-09,0,2004
11251-18,0,2004
11251-27,1.19145327660123,2004
11251-45,0.6507145519694576,2004
11251-81,0.28602953193991953,2004
11252-08,0,2004
11252-17,0,2004
11252-26,-3.201372496470813e-15,2004
11252-44,-2.7536112608578556,2004
11252-80,-8.039291850457921,2004
11252-98,0.17822863750050924,2004
11253-16,0,2004
11253-25,2.8899074694464414e-15,2004
11253-34,-0.4808368414441398,2004
11253-52,-0.4012031544742696,2004
11253-70,0,2004
11253-79,0,2004
11253-88,-0.00987881029269806,2004
11254-15,0,2004
11254-24,0,2004
11254-96,1.6975244494050074e-15,2004
11255-50,0,2004
11255-59,-0.675054393031707,2004
11255-77,0.04455715937512636,2004
11256-04,0.04455715937512636,2004
11256-40,0.3341786953134438,2004
11256-76,0,2004
11257-57,-0.017285258095147686,2004
11258-29,0,2004
11258-38,-0.8092448391889564,2004
11258-56,5.740684189605796,2004
11258-74,0.04455715937512636,2004
11258-83,-2.053304162552762,2004
11259-28,1.3249358587192792,2004
11259-64,5.374097251679918e-15,2004
11259-73,0,2004
11259-82,0,2004
11259-91,-1.7638351440168254,2004
11260-18,0,2004
11260-27,0,2004
11260-45,0,2004
11260-63,-0.8678106231520902,2004
11261-35,0,2004
11261-44,0.35645727500103186,2004
11261-71,-1.079890639301042,2004
11261-89,1.070391553572903,2004
11261-98,-0.482236636422046,2004
11262-52,1.5351346346421597,2004
11262-79,0,2004
11262-88,2.0643999808314417,2004
11263-15,0,2004
11263-24,-0.06485570705610161,2004
11263-42,0,2004
11263-51,-0.014998028797181115,2004
11263-60,0,2004
11263-87,0,2004
11264-05,0,2004
11264-59,0,2004
11264-68,-2.6463685332699236,2004
11264-86,0,2004
11265-13,0.06146109251695078,2004
11265-22,0,2004
11265-31,0,2004
11265-49,0,2004
11265-58,0,2004
11265-94,0,2004
11266-03,-1.3898949136762393e-14,2004
11266-30,0,2004
11266-39,-1.309028535073642,2004
11266-84,-0.016895568692553257,2004
11267-11,-0.5608457281899389,2004
11267-29,-0.5187711108103434,2004
11267-47,-1.2025725324079553,2004
11267-74,0,2004
11268-19,8.864734457628303e-16,2004
11268-55,1.5064227398103813,2004
11268-64,-1.2735453752041566,2004
11268-82,0.9765898903271933,2004
11269-09,1.495907845224443,2004
11269-99,0.19141090667656432,2004
11270-08,0.17822863750054593,2004
11270-26,-1.0303764915475082,2004
11270-53,0.34543694834993693,2004
11270-71,2.395149936395513,2004
11271-16,0,2004
11271-79,0,2004
11272-15,-1.692037265583368,2004
11272-42,-8.819661341109705e-15,2004
11272-78,-0.5670676305000449,2004
11272-96,0,2004
11273-59,0,2004
11273-86,-0.27346465541066917,2004
11273-95,-1.2054631195990114e-15,2004
11274-04,-0.14959169347558313,2004
11274-22,1.385157981597195,2004
11274-40,0.7122877324934294,2004
11274-58,0,2004
11274-67,0,2004
11274-76,0.3564572750010767,2004
11274-85,0,2004
11275-03,0,2004
11275-12,9.298064681236576e-15,2004
11275-75,0,2004
112751-92,0,2004
11276-29,1.0700156884805846e-14,2004
11276-38,0,2004
11276-65,-0.4266236790802686,2004
11277-37,0.22399480604258773,2004
11277-46,0.6184588889706023,2004
11277-55,0,2004
11278-00,-4.260830711019102,2004
11278-09,0,2004
11278-18,0,2004
11278-36,4.494142515194353,2004
11278-45,-0.15787899705350097,2004
11279-53,0,2004
11279-71,-1.1175003873041498,2004
11279-80,-1.1728167208063667,2004
11280-25,0,2004
11280-70,0,2004
11281-06,0.7411588691134028,2004
11281-15,0,2004
11281-24,1.0025651323059686,2004
11281-33,-2.831169577058157,2004
11282-32,0,2004
11282-68,0,2004
11282-77,7.302475394997841e-15,2004
11283-94,6.539909619180271,2004
11284-48,0,2004
11284-93,0,2004
11285-02,0,2004
11285-11,-2.430024612482965,2004
11285-20,5.82805488439969,2004
11286-01,0.40227200205898955,2004
11286-73,0.28255253851825396,2004
11287-27,0,2004
11287-45,0,2004
11287-63,0,2004
11288-17,2.1239560144339755,2004
11288-71,4.442955474356781,2004
11288-89,0,2004
11288-98,-1.8057601883532626,2004
11289-07,-0.21897989283729166,2004
11289-25,0.08911431875025272,2004
11289-79,0.8760640310093635,2004
11290-51,0.5766155019783774,2004
11290-78,-5.642084721880413e-15,2004
11290-87,3.421330924517836,2004
11290-96,0,2004
11291-32,0.3007608257821076,2004
11291-68,0,2004
11292-04,0,2004
11292-13,1.7766040503289808,2004
11292-85,0,2004
11293-30,4.791966204825783,2004
11293-57,0,2004
11293-66,0,2004
11293-75,0,2004
11293-84,0,2004
11294-20,0,2004
11294-83,-2.037713876647584,2004
11294-92,0,2004
11295-10,0,2004
11295-73,0.07021554663541572,2004
11295-82,1.4084422020725993,2004
11295-91,-1.4400856843600716,2004
11296-45,0,2004
11296-90,2.5319751917929603,2004
11296-99,0.08911431875025805,2004
11297-08,1.7746930172509177,2004
11297-17,1.1959081353567462,2004
11297-44,2.894607169837813e-15,2004
11297-53,1.6524248622836497,2004
11298-25,0,2004
11298-43,0.1389371572559188,2004
11298-61,1.1833007621025875,2004
11298-70,-6.05368039150656e-16,2004
11298-97,0.17822863750050877,2004
11299-06,1.7213245410123261,2004
11300-05,-1.4675101870045544,2004
11300-14,0.47695312357848424,2004
11300-32,0.08911431875025272,2004
11300-41,-1.6480430718505084,2004
11300-59,0.3230394054696753,2004
11300-68,0,2004
11300-95,1.3503239753355218e-14,2004
11301-31,0,2004
11301-49,0,2004
11301-94,-0.37545476520413384,2004
11302-48,0.08911431875025272,2004
11302-57,-2.497028457915522,2004
11302-84,-3.980084858526993e-15,2004
11302-93,0.8004449691362994,2004
11303-11,-1.0603514819238133,2004
11303-38,0,2004
11303-56,2.3093958546051394,2004
11303-65,0.748605024041641,2004
11303-83,0,2004
11303-92,0.8042502079270544,2004
11304-01,0,2004
11304-19,0,2004
11304-28,-2.0078637522816245,2004
11304-73,-8.258536941705984e-15,2004
11305-27,0.04455715937512636,2004
11305-45,-0.3310520136337629,2004
11305-54,0,2004
11305-63,1.2035608913824387,2004
11306-17,0.7200943155527839,2004
11306-35,0,2004
11306-44,0,2004
11306-62,0,2004
11306-71,0,2004
11307-07,0,2004
11307-34,0.17902437316926287,2004
11307-52,0,2004
11307-61,0,2004
11308-51,1.5808752069292886,2004
11308-69,0.0011424640611386737,2004
11309-86,-1.0196096014399008,2004
11309-95,7.38748437001639e-15,2004
11310-22,0,2004
11310-85,-0.9900930964739468,2004
11311-48,0,2004
11311-66,0.04455715937512636,2004
11311-75,2.564330414613914,2004
11311-93,0.9818150298686235,2004
11312-02,0,2004
11312-11,-0.9691618597223449,2004
11312-29,-1.3502382427882467,2004
11312-38,9.849704952920336e-15,2004
11312-47,0,2004
11312-56,1.1674796288375064,2004
11312-65,0,2004
11312-74,0.25461233928643634,2004
11312-92,7.535426494474054,2004
11313-01,0,2004
11313-10,0,2004
11313-28,-2.1956513608056496,2004
11313-46,0.8975045006248848,2004
11313-82,0,2004
11314-00,0.04455715937513001,2004
11314-63,0,2004
11314-99,0,2004
11315-08,0,2004
11315-62,0,2004
11315-71,-1.4497008249484233,2004
11315-80,0,2004
11315-89,0.10901098103526344,2004
11316-25,0,2004
11316-34,0,2004
11316-79,-1.7824370205291864,2004
11317-15,0,2004
11317-33,0.6787253748482664,2004
11317-42,-1.4439684987326429,2004
11317-60,4.154920575021815,2004
11318-05,0,2004
11318-32,0,2004
11318-77,-0.5648981311502248,2004
11318-86,2.045522657649102,2004
11319-04,0,2004
11319-67,0,2004
11319-85,-1.0733734412417806,2004
11319-94,0,2004
11320-03,-1.4429377527736438,2004
11320-48,-2.4017361790366403,2004
11320-66,2.9351038530592826,2004
11320-93,0,2004
11322-28,0.257917626357335,2004
11322-46,2.2458850491695883,2004
11322-55,0,2004
11322-91,0,2004
11323-00,0,2004
11323-72,0,2004
11323-90,0,2004
11324-08,0,2004
11324-26,0.04455715937513185,2004
11324-44,0.1336714781253774,2004
11324-80,1.2071452800656488,2004
11325-43,0.5085932239552448,2004
11325-61,0,2004
11325-70,0,2004
11325-79,0,2004
11326-15,0,2004
11326-24,-1.7753949825573938,2004
11326-33,0.1480023345624238,2004
11326-69,-1.0269824940377141,2004
11327-32,0.08911431875025272,2004
11327-41,0.13367147812537908,2004
11327-68,0.04455715937512636,2004
11327-95,1.4531771067686294,2004
11328-13,-6.559188569239696e-16,2004
11328-22,-2.4705992836894377,2004
11328-40,-1.4179535344372955,2004
11328-49,-1.0765257227100675,2004
11328-58,-0.8515655033664935,2004
11328-67,0.04498535240243111,2004
11328-76,1.0354814168517232,2004
11329-21,6.2717131132415254e-15,2004
11329-30,-0.4296567920600828,2004
11329-84,0,2004
11330-02,0.17822863750050685,2004
11330-11,1.298517278330434,2004
11330-38,-1.7574700461057104,2004
11330-65,0,2004
11330-83,1.9396703231905499,2004
11331-01,0.0066195667239402935,2004
11331-28,-1.809349513243158e-15,2004
11331-37,1.3974783719740689,2004
11331-46,6.358084497753829,2004
11331-91,0.29142140188467447,2004
11332-63,0,2004
11333-26,0.9435816404761181,2004
11333-44,0,2004
11334-25,0,2004
11334-61,0,2004
11335-42,0,2004
11335-51,-1.3044299469065428,2004
11335-69,0,2004
11336-32,-0.4945158088493112,2004
11336-68,0,2004
11336-77,1.0199911777948725,2004
11336-95,0,2004
11337-31,2.5681991476176504,2004
11337-58,0,2004
11337-76,-0.46208380528933557,2004
11338-03,-0.3924935741077934,2004
11338-12,-1.0451484965702835,2004
11338-48,0,2004
11338-84,0.15016190188559414,2004
11338-93,0,2004
11339-11,0,2004
11339-20,0,2004
11339-29,-1.63984900617902e-14,2004
11339-74,0.04455715937512636,2004
11340-01,-0.8271118391237724,2004
11340-19,0,2004
11340-28,2.540351369973283,2004
11373-85,-0.5285212324464384,2004
113780-71,0,2004
11381-41,0,2004
11392-75,0,2004
11409-76,0,2004
114297-40,0,2004
114297-58,0,2004
11435-05,0,2004
114460-39,0,2004
114461-02,0,2004
11456-83,0,2004
11456-92,0,2004
114817-33,0,2004
11513-26,0,2004
11542-60,0.4560053835810483,2004
11550-52,0,2004
11605-96,0,2004
11665-72,-1.7352613367242264,2004
11763-55,0,2004
11820-97,0,2004
11851-57,1.2050830751835577,2004
11851-66,-1.8447430706479426,2004
11852-02,0,2004
11852-47,-0.6598966529776156,2004
11859-67,0,2004
11867-23,0.026528883046680947,2004
118768-15,0,2004
11877-94,0,2004
119661-13,0,2004
11984-32,-1.2663906368040432e-14,2004
12062-44,0,2004
12075-22,-1.8542402166025205,2004
121784-59,0,2004
121872-88,0,2004
121873-15,0,2004
121873-24,0,2004
122249-80,0,2004
12276-73,0.04455715937512636,2004
123178-15,0,2004
124115-32,0,2004
12429-28,0,2004
12468-43,0,2004
124929-64,0,2004
125953-48,0,2004
12604-06,-3.7140569715375746,2004
12604-33,0,2004
12621-34,0,2004
12643-03,0,2004
12646-00,0.6111701206704522,2004
12669-31,0,2004
12685-51,0,2004
12697-75,0,2004
12747-97,0,2004
12749-50,0.08911431875025261,2004
12768-94,-1.6984011775882084,2004
13149-82,0,2004
13174-21,0,2004
13174-75,0,2004
13259-17,0,2004
13473-10,0,2004
135925-48,0,2004
140170-96,0,2004
14138-74,0,2004
14139-82,0,2004
14143-15,0,2004
14144-86,0,2004
14146-57,0,2004
14149-90,0,2004
14160-25,0.35645727500102903,2004
14163-58,0,2004
14187-97,0,2004
14632-93,0,2004
14777-02,0,2004
14777-20,0.767883965891791,2004
14777-29,0,2004
14778-91,0,2004
14783-59,0,2004
148140-46,0,2004
148770-82,0,2004
149516-20,0,2004
149992-48,0,2004
150696-19,0,2004
151294-06,4.2532517023074985e-15,2004
152132-41,0,2004
152840-17,0,2004
152980-03,0,2004
159450-85,0,2004
159905-98,0,2004
159946-66,0,2004
161348-68,0,2004
161779-69,0,2004
161783-74,0,2004
161815-69,0,2004
162203-95,0,2004
163184-68,0,2004
163274-95,0,2004
165952-81,0,2004
166560-67,0,2004
166649-77,0,2004
166709-71,0,2004
167041-63,0,2004
167753-98,0.04455715937512636,2004
168365-44,0,2004
168966-73,0,2004
169062-49,0,2004
170053-39,0.04455715937512636,2004
170583-31,0,2004
179240-41,0,2004
180867-34,0,2004
181619-56,0,2004
181916-83,0.17822863750050544,2004
181918-00,0.17822863750050544,2004
183414-16,0,2004
183414-97,0,2004
183847-87,0,2004
184229-92,0,2004
186006-97,0,2004
222273-55,0,2004
222412-87,0,2004
224381-26,0,2004
224492-59,0,2004
224498-17,0,2004
226161-01,0,2004
226559-44,0,2004
226680-58,0,2004
227071-99,0,2004
228319-66,0,2004
228561-49,0,2004
25121-17,0,2004
25163-83,0.7804765822686546,2004
25164-64,0.14042221553380962,2004
25164-82,0,2004
25197-58,0,2004
25257-16,1.5005578789432166,2004
25257-43,0,2004
25264-09,0,2004
25267-78,0,2004
25270-66,0,2004
25310-62,0,2004
25311-70,0,2004
25332-67,0,2004
25344-37,0,2004
25383-79,0,2004
25915-87,0,2004
26033-86,0,2004
27099-91,0,2004
29407-24,0,2004
39055-24,0,2004
39276-28,0,2004
39277-27,0,2004
39709-18,0,2004
39717-73,0,2004
39760-30,0,2004
39894-31,-0.4926269434275625,2004
39895-03,0,2004
40376-26,0,2004
40380-31,0,2004
40389-49,0,2004
40402-09,0,2004
40425-49,0,2004
40433-32,0,2004
40443-13,0,2004
40445-56,0,2004
40610-89,0,2004
40683-79,1.2542644658557766e-14,2004
40683-88,0,2004
40732-48,0,2004
40744-00,0,2004
40764-07,2.6790801798318937,2004
40780-45,0.11139289843781582,2004
40784-32,0,2004
40829-14,0,2004
40849-39,0,2004
40849-84,0,2004
40850-20,0.04455715937512636,2004
40993-12,0,2004
40995-55,0,2004
40997-80,0,2004
40998-88,0,2004
40998-97,0,2004
41001-49,0,2004
41002-75,0.14481076796916476,2004
41003-11,0,2004
41009-95,0,2004
41012-11,0,2004
41013-28,0,2004
41014-54,0,2004
41016-79,0,2004
41017-06,0,2004
41017-15,0,2004
41017-24,0,2004
41020-03,0,2004
41020-84,0,2004
41021-92,0,2004
41680-18,1.0415914528879519e-15,2004
41693-68,-0.40000516770171235,2004
41695-39,0,2004
41699-53,-1.3461230030767641,2004
41706-10,0,2004
41747-05,10.085121666851137,2004
41771-53,0,2004
41895-55,0,2004
42114-25,0,2004
42134-05,0,2004
42155-83,0,2004
42202-18,-0.343828642712814,2004
42202-81,0,2004
42205-24,0,2004
42242-14,0,2004
42246-64,0,2004
42246-73,0,2004
42247-63,0,2004
42248-71,0,2004
42252-85,0,2004
42255-82,0,2004
42256-63,0,2004
42258-16,0,2004
42259-24,4.584161755931724,2004
42259-87,0,2004
42264-91,0,2004
42270-13,0,2004
42278-77,0,2004
42278-86,0,2004
42282-37,0,2004
42297-04,0,2004
42297-58,0,2004
42297-94,0,2004
42300-10,0,2004
42304-60,0,2004
42305-95,0,2004
42308-83,0,2004
42309-91,0,2004
42336-37,-0.4356677453473939,2004
42340-15,0,2004
42348-43,0,2004
42348-97,0,2004
42360-22,0,2004
42360-31,0.08911431875025125,2004
42365-62,-1.1090735732134378,2004
42384-25,0,2004
42465-43,0,2004
42488-47,0,2004
42520-24,0,2004
42711-76,0,2004
42728-77,0,2004
42739-75,1.335550565134371,2004
42741-91,0,2004
42757-93,0,2004
42767-20,0,2004
42775-48,0,2004
42784-39,0.08911431875025272,2004
42788-26,0,2004
42833-98,0,2004
42837-67,0,2004
42839-74,3.8592719014673738,2004
42839-92,0,2004
42840-55,0,2004
42840-73,-0.9454926709935857,2004
42840-82,0,2004
42841-27,0,2004
42846-31,0,2004
42849-46,0,2004
42850-00,0,2004
42852-25,0,2004
42858-91,0,2004
42871-51,-0.5940886860401735,2004
42876-55,2.4121726415315107e-16,2004
42878-80,0,2004
42889-96,0,2004
42890-05,0,2004
42906-61,0,2004
42909-13,0,2004
42925-33,0,2004
42926-23,1.4330804724748736,2004
42944-05,0,2004
42955-30,0,2004
43039-27,0.38206677789362875,2004
43044-13,0,2004
43058-08,0,2004
43064-47,0,2004
43076-53,0,2004
43081-57,0,2004
43125-94,0,2004
43133-95,-1.0306433969121729,2004
43137-73,0,2004
43140-61,0,2004
43226-11,0,2004
44791-39,0,2004
44792-56,0,2004
47658-25,0,2004
47659-78,0,2004
48126-25,0,2004
49309-12,0,2004
49310-02,0,2004
49310-11,0.04455715937512636,2004
50837-23,0,2004
50880-43,0,2004
50893-66,0,2004
50901-76,0,2004
50901-85,0,2004
50901-94,-0.24138189792860953,2004
50911-84,0,2004
50913-46,0,2004
50913-55,0,2004
50917-42,0.32790352858820715,2004
50919-40,0,2004
50924-26,0,2004
50925-70,0,2004
50927-05,0,2004
50933-17,0,2004
50937-31,0,2004
50951-71,0,2004
50973-04,-0.6371482966225532,2004
50973-49,-4.464915106310241e-15,2004
50974-39,0,2004
50980-60,0,2004
50987-89,0,2004
50987-98,0,2004
50990-59,0,2004
50991-31,0.5346859125015387,2004
50991-58,0,2004
50993-92,0.9832086596276405,2004
51001-03,0,2004
51001-48,0,2004
51001-57,0,2004
51004-09,0,2004
51004-18,0,2004
51004-54,-0.5947563942547913,2004
51004-81,0,2004
51005-08,0,2004
51005-80,-1.2479766571039586,2004
51009-49,0,2004
51016-78,0,2004
51020-65,0,2004
51025-42,0,2004
51033-07,0,2004
51035-41,0,2004
51037-48,0,2004
51038-29,0,2004
51041-26,0,2004
51042-43,0,2004
51042-70,0,2004
51043-51,0,2004
51043-87,0,2004
51044-86,0,2004
51048-10,0,2004
51048-28,0,2004
51048-37,-2.016160141661081,2004
51048-55,0,2004
51058-00,0,2004
51061-15,0,2004
51061-60,0,2004
51062-77,7.320787544175287e-15,2004
51063-31,0,2004
51063-49,0.04455715937512636,2004
51069-07,0,2004
51073-93,0,2004
51076-45,0.3651046049895073,2004
51076-63,0,2004
51076-81,0,2004
51077-08,0,2004
51077-44,0,2004
51084-55,0,2004
51085-54,0,2004
51088-33,0,2004
51089-77,0,2004
51090-58,0,2004
51094-72,0,2004
51094-99,0,2004
51095-17,0,2004
51095-26,0,2004
51106-96,0,2004
51111-19,0,2004
51118-21,0.563858634931404,2004
51125-05,0,2004
51131-71,0,2004
51132-34,0,2004
51136-30,0,2004
51161-05,0,2004
51167-26,0,2004
51167-44,-2.055618259453127,2004
51167-62,0.17822863750050758,2004
51181-84,0,2004
51187-33,0,2004
51189-85,0,2004
51189-94,0,2004
51191-65,0,2004
51199-03,0,2004
51201-10,0,2004
51204-16,0,2004
51209-02,0,2004
51212-98,0,2004
51216-04,-1.7475927292461482,2004
51216-67,0.7383757839306659,2004
51219-01,0.7570015962457055,2004
51243-40,0,2004
51246-64,0,2004
51249-07,0,2004
51249-34,0.08911431875025261,2004
51257-26,0,2004
51258-61,0.6110696142874471,2004
51262-57,9.069377794217507e-15,2004
51262-93,0,2004
51265-09,0,2004
51269-50,0,2004
51273-01,1.2122408104852513,2004
51279-40,0,2004
51279-49,0,2004
51279-67,0,2004
51280-03,0,2004
51288-13,-1.6211663902741493,2004
51288-22,0,2004
51290-83,0,2004
51312-25,0,2004
51312-97,0,2004
51313-15,0.17822863750050907,2004
51341-86,0,2004
51375-97,0,2004
51376-15,0.04455715937512636,2004
51383-98,0,2004
51389-83,0,2004
51391-54,0,2004
51399-28,1.1789971488267248,2004
51405-22,0,2004
51409-27,0,2004
51410-17,0,2004
51435-01,0,2004
51435-10,0,2004
51437-44,0,2004
51438-79,0,2004
51440-95,-0.32553528800975523,2004
51441-85,0,2004
51448-87,0,2004
51454-00,0,2004
51454-36,0,2004
51454-99,0.04455715937512636,2004
51455-80,0.44487994296713523,2004
51456-52,0,2004
51464-98,0,2004
51468-94,0,2004
51477-85,0,2004
51478-57,0,2004
51485-95,0,2004
51486-13,0,2004
51486-40,0,2004
51488-74,-0.20029553084641918,2004
51490-27,0.17822863750051285,2004
51490-72,0,2004
51491-98,0,2004
51501-07,0,2004
51505-39,0,2004
51509-53,0,2004
51516-10,0,2004
51516-55,1.7237705493936302,2004
51518-53,0,2004
51519-88,0,2004
51524-47,0.6299145960766173,2004
51529-33,0,2004
51533-83,0,2004
51536-62,0.04455715937513184,2004
51537-52,0,2004
51545-08,-0.7266917870514252,2004
51561-82,0,2004
51566-41,0,2004
51567-58,0,2004
51573-16,0,2004
51586-39,0,2004
51599-53,0,2004
51609-88,0,2004
51618-52,0,2004
51621-58,0,2004
51621-94,0.6608155637604283,2004
51622-57,0.04455715937512636,2004
51623-20,0,2004
51623-47,0,2004
51623-92,0,2004
51625-09,0,2004
51625-27,0,2004
51625-72,0,2004
51626-26,0,2004
51627-16,0,2004
51629-14,0,2004
51634-00,0.256203666406974,2004
51638-05,0.5904628268965934,2004
51638-23,0,2004
51638-41,0,2004
51639-67,0,2004
51648-58,0,2004
51654-16,0,2004
51663-16,0,2004
51666-31,-1.5316511117083011,2004
51669-64,0,2004
51691-87,0,2004
51691-96,0,2004
51692-05,0,2004
51692-32,0,2004
51693-13,0,2004
51696-46,-9.056132973387765,2004
51696-64,0,2004
51704-83,0,2004
51709-96,0,2004
51721-12,0,2004
51724-63,0,2004
51724-90,0,2004
51730-21,0,2004
51734-08,0,2004
51736-24,0,2004
51747-13,0,2004
51750-55,0,2004
51754-87,0,2004
51755-50,0,2004
51756-22,0,2004
51763-51,0,2004
51779-44,0,2004
51779-53,0,2004
51779-71,0,2004
51956-65,0,2004
51981-22,0,2004
52116-76,0,2004
52125-76,0,2004
52125-85,0,2004
52132-51,0,2004
52140-79,0,2004
52153-84,0,2004
52154-65,0,2004
52164-37,0,2004
52191-10,0,2004
52204-87,0,2004
52209-10,0,2004
52225-66,-4.3552784990595235e-15,2004
52232-95,0,2004
52239-34,0,2004
52242-22,0,2004
52244-38,0.6365308482160906,2004
52247-89,0,2004
52248-52,0,2004
52267-69,0,2004
52268-41,0,2004
52268-50,0,2004
52272-28,5.9043290738996275,2004
52282-99,0,2004
52283-71,0,2004
52287-04,0,2004
52291-90,0,2004
52298-74,0,2004
52298-92,0,2004
52299-64,0,2004
52304-41,0,2004
52326-10,0.13367147812537908,2004
52329-52,0,2004
52336-45,0,2004
52344-19,0,2004
52346-53,0,2004
52346-71,0,2004
52348-42,0,2004
52353-37,-1.1005537676987517e-14,2004
52353-46,0,2004
52359-22,0,2004
52363-99,0,2004
52364-53,0,2004
52364-98,-1.7971838346970475,2004
52365-34,0,2004
52367-05,0,2004
52369-93,0,2004
52370-29,0,2004
52370-83,0,2004
52371-46,0,2004
52372-18,0,2004
52372-27,0,2004
52372-45,0,2004
52372-63,0,2004
52372-81,0,2004
52376-14,0,2004
52378-84,0,2004
52383-79,0,2004
52383-97,0,2004
52384-42,0.5437397828502346,2004
52385-23,0,2004
52385-59,0,2004
52388-92,0.35645727500097785,2004
52504-12,0,2004
52506-19,0,2004
52507-00,0,2004
52515-28,0,2004
52516-09,0,2004
52520-95,-0.025638191074735233,2004
52524-82,0,2004
52539-85,0,2004
52540-66,0,2004
52559-83,-1.1914751445127547,2004
52563-61,-1.9500142584165625,2004
52565-05,0,2004
52568-20,0,2004
52568-38,0,2004
52575-04,0,2004
52575-67,0,2004
52576-12,0,2004
52577-92,0,2004
52579-18,0.46785017343884955,2004
52582-96,0,2004
52589-98,0,2004
52590-43,0,2004
52593-04,-1.5499836799893778,2004
52593-76,0,2004
52604-38,0,2004
52606-36,0,2004
52618-96,0.3564572750010603,2004
52672-78,0,2004
52678-54,-2.816052602587643,2004
52681-42,0,2004
52682-95,0,2004
52685-74,0,2004
52687-99,0,2004
52694-47,0,2004
52705-81,2.5718814612461878,2004
52705-90,0,2004
52711-03,0,2004
52715-62,0,2004
52719-22,0,2004
52721-11,0,2004
52722-10,0,2004
52730-92,0.04455715937512636,2004
52735-51,0,2004
52736-14,0,2004
52744-87,0,2004
52745-05,2.216353071865579,2004
52750-99,-3.1358244339909642e-15,2004
52751-80,0,2004
52753-96,0,2004
52758-10,0,2004
52760-98,0.04455715937512636,2004
52761-16,0,2004
52765-57,-0.75993488025919,2004
52775-83,0.8042502079270544,2004
52790-68,-2.5647251987383837,2004
52798-24,0,2004
52833-25,-0.45163694061298415,2004
52833-34,0,2004
52836-94,0,2004
52837-03,0.222785796875628,2004
52839-82,0,2004
52839-91,0,2004
52852-69,0,2004
52869-52,0,2004
52871-95,0,2004
52873-03,0,2004
52899-04,0,2004
52899-76,0,2004
52907-41,0,2004
52912-00,0,2004
52916-50,0,2004
52917-22,0,2004
52925-32,0.04455715937512636,2004
52947-10,0,2004
52955-11,0,2004
52959-43,0,2004
52970-77,0.17822863750050794,2004
52971-04,0,2004
52976-71,0,2004
52985-44,0,2004
53003-26,1.5076079009571942e-15,2004
53005-78,0,2004
53007-31,0,2004
53015-68,0,2004
53279-47,0,2004
53279-74,0,2004
53284-51,0.17822863750050544,2004
53284-60,0,2004
53290-90,0,2004
53317-72,0,2004
53317-90,0,2004
53324-20,0,2004
53327-17,0,2004
53334-37,0,2004
53334-46,0,2004
53334-64,0,2004
53336-17,-3.4328258910876492,2004
53336-62,0.17822863750051052,2004
53346-25,0,2004
53347-78,0,2004
53353-81,0,2004
53354-71,0,2004
53356-96,-1.302573226427016e-14,2004
53360-02,0,2004
53369-20,0,2004
53369-29,0,2004
53375-23,0,2004
53375-32,0,2004
53378-74,0,2004
53381-17,0,2004
53388-28,0.17822863750050544,2004
53389-63,0.04345481730953198,2004
53393-41,0,2004
53395-75,0,2004
53396-02,0,2004
53398-45,0,2004
53402-68,0,2004
53406-37,0,2004
53406-55,0,2004
53406-91,0,2004
53410-15,0,2004
53411-68,0,2004
53411-77,0,2004
53414-20,0,2004
53421-49,0,2004
53430-94,0,2004
53437-60,0,2004
53442-19,0,2004
53443-09,0,2004
53444-89,0,2004
53452-81,0,2004
53454-25,0,2004
53456-50,0,2004
53458-21,0.04541400742098036,2004
53460-37,0,2004
53462-80,0,2004
53465-95,0,2004
53468-29,0,2004
53468-92,0,2004
53471-26,0,2004
53486-65,0,2004
53506-36,0,2004
53509-60,0,2004
53510-77,0,2004
53512-30,0,2004
53517-70,-0.6917740847196685,2004
53518-87,0,2004
53521-48,0,2004
53535-25,0,2004
53538-22,0,2004
53540-47,0,2004
53542-36,0,2004
53554-78,1.2529190141481936,2004
53556-94,0,2004
53564-68,0,2004
53565-13,0,2004
53565-40,0,2004
53567-74,0.13367147812538036,2004
53574-04,0,2004
53578-36,0,2004
53579-62,0,2004
53580-07,0,2004
53589-79,0,2004
53590-51,0,2004
53593-03,0,2004
53595-37,0,2004
53613-10,-3.64841112031641e-14,2004
53613-19,0,2004
53616-79,0,2004
53618-95,0,2004
53619-76,0,2004
53629-03,0,2004
53642-08,0,2004
53646-49,0,2004
53647-57,0,2004
53649-82,0,2004
53659-27,0,2004
53664-31,0,2004
53690-68,0.08911431875025272,2004
53717-77,0,2004
53721-28,0,2004
53729-11,0,2004
53730-64,0,2004
53733-61,0,2004
53733-70,0,2004
53741-62,0,2004
53781-58,0,2004
53786-17,0,2004
53788-78,0,2004
53799-40,0,2004
53802-10,0,2004
53802-64,0.17822863750050544,2004
53816-05,0,2004
53820-46,0,2004
53820-64,0,2004
53822-89,0,2004
53824-15,0,2004
53824-51,0,2004
53833-69,0,2004
53846-65,0,2004
53865-28,0,2004
53874-55,0,2004
53877-52,0,2004
53907-67,0,2004
53907-76,0,2004
53926-03,0,2004
53926-30,0,2004
53928-19,0.04455715937512636,2004
53939-35,0,2004
53974-45,0,2004
53980-21,0,2004
53986-78,0,2004
53990-02,0,2004
53991-55,0,2004
53999-38,0,2004
54007-03,2.872233753987515,2004
54008-11,0,2004
54013-69,-0.5941266527672071,2004
54013-87,0,2004
54023-86,0,2004
54023-95,0,2004
54027-73,0,2004
54033-85,0,2004
54037-45,0,2004
54041-86,0,2004
54045-64,1.3802747710684722,2004
54051-94,0,2004
