Investor_Id,first,IT,early,year
56151-28,0,0,1,2013
56151-55,0,0,1,2013
56152-81,0,0,0,2013
56158-66,0,0,0,2013
56159-02,1,0,1,2013
56160-64,1,1,1,2013
56166-22,0,1,1,2013
56167-57,0,0,1,2013
56171-62,0,0,0,2013
56177-11,0,0,0,2013
56177-74,1,1,1,2013
56179-18,1,1,1,2013
56181-16,0,1,1,2013
56182-24,0,0,1,2013
56187-46,0,1,0,2013
56192-41,0,1,1,2013
56199-52,0,1,1,2013
56201-32,1,0,0,2013
56205-28,0,1,1,2013
56205-37,0,0,1,2013
56206-36,1,1,1,2013
56210-77,1,0,1,2013
56214-37,0,0,1,2013
56216-26,0,0,0,2013
56217-25,0,0,0,2013
56226-79,0,0,1,2013
56231-38,1,0,1,2013
56234-08,1,0,1,2013
56252-44,1,1,1,2013
56252-80,0,1,1,2013
56253-34,0,0,1,2013
56253-88,0,0,1,2013
56255-86,1,0,1,2013
56257-66,0,1,0,2013
56259-28,1,0,1,2013
56260-36,1,0,0,2013
56260-90,0,1,1,2013
56262-61,1,0,0,2013
56263-33,1,0,1,2013
56268-10,0,0,0,2013
56271-25,0,0,0,2013
56272-06,1,1,1,2013
56275-12,0,0,0,2013
56287-81,0,0,1,2013
56289-34,0,1,0,2013
56289-61,1,1,1,2013
56300-05,1,0,1,2013
56302-03,0,1,0,2013
56306-35,1,1,1,2013
56307-97,1,1,1,2013
56322-28,0,0,1,2013
56327-59,0,0,1,2013
56336-41,0,0,1,2013
56336-59,1,0,1,2013
56343-43,0,0,1,2013
56349-91,0,1,1,2013
56350-00,1,0,1,2013
56351-53,0,1,0,2013
56355-94,0,1,1,2013
56369-71,0,0,1,2013
56370-70,0,0,1,2013
56378-35,0,1,1,2013
56378-71,0,0,0,2013
56380-87,0,1,0,2013
56383-39,0,1,1,2013
56383-66,1,0,1,2013
56384-65,1,0,1,2013
56387-35,1,0,1,2013
56393-38,0,0,1,2013
56395-99,1,0,0,2013
56396-53,0,1,1,2013
56397-88,0,1,0,2013
56401-21,0,1,1,2013
56405-44,1,1,1,2013
56410-30,1,0,0,2013
56412-28,0,0,1,2013
56434-96,0,0,1,2013
56435-32,1,1,1,2013
56435-41,0,0,1,2013
56445-58,0,0,1,2013
56445-94,0,0,1,2013
56446-57,0,0,0,2013
56450-71,1,0,1,2013
56451-79,1,0,1,2013
56460-43,0,0,1,2013
56478-70,0,0,1,2013
56479-33,0,1,0,2013
56491-75,1,0,1,2013
56503-00,1,0,1,2013
56510-20,0,0,0,2013
56525-23,0,0,1,2013
56526-13,0,0,1,2013
56527-21,1,0,0,2013
56528-74,1,1,1,2013
56545-66,0,0,1,2013
56550-61,0,0,0,2013
56552-41,0,1,1,2013
56552-68,0,1,1,2013
56554-03,1,0,1,2013
56560-42,1,1,1,2013
56562-58,0,0,0,2013
56562-85,0,0,0,2013
56567-26,1,0,1,2013
56571-04,0,0,1,2013
56571-40,0,0,1,2013
56571-49,0,0,1,2013
56571-76,1,0,1,2013
56575-45,0,0,0,2013
56575-54,0,1,1,2013
56579-32,1,0,0,2013
56583-10,1,0,0,2013
56586-70,0,0,0,2013
56595-16,1,0,0,2013
56595-34,0,0,1,2013
56595-43,0,0,1,2013
56598-76,1,0,1,2013
56599-57,1,0,1,2013
56605-06,1,0,1,2013
56606-86,0,0,1,2013
56607-22,0,0,1,2013
56607-31,0,0,1,2013
56607-40,0,0,1,2013
56608-03,1,0,1,2013
56610-55,0,1,1,2013
56613-25,0,1,1,2013
56613-43,1,0,1,2013
56614-78,0,1,1,2013
56617-66,0,1,1,2013
56619-55,0,0,1,2013
56621-35,0,0,0,2013
56621-53,1,1,1,2013
56625-85,0,0,1,2013
56628-91,0,0,0,2013
56631-16,1,1,1,2013
56632-78,0,0,1,2013
56633-14,0,0,1,2013
56634-85,0,0,1,2013
56637-91,0,1,1,2013
56638-81,0,0,0,2013
56639-53,0,1,1,2013
56639-62,0,0,1,2013
56640-52,0,0,0,2013
56655-64,1,0,1,2013
56656-99,0,0,1,2013
56657-35,0,0,1,2013
56660-14,1,0,1,2013
56661-13,1,1,1,2013
56663-20,0,1,1,2013
56666-17,0,0,1,2013
56666-44,0,0,0,2013
56667-07,0,0,0,2013
56669-77,1,0,1,2013
56671-12,0,0,1,2013
56680-93,0,0,1,2013
56682-64,0,0,1,2013
56687-50,0,0,1,2013
56693-26,1,0,1,2013
56697-76,0,0,1,2013
56698-30,1,0,1,2013
56710-18,0,1,1,2013
56710-72,1,0,1,2013
56712-34,0,0,0,2013
56718-46,0,1,1,2013
56727-28,0,0,1,2013
56730-70,1,1,1,2013
56730-79,0,0,1,2013
56743-30,1,1,1,2013
56745-01,0,0,1,2013
56745-10,1,1,1,2013
56745-19,0,1,1,2013
56745-73,0,1,1,2013
56747-08,0,0,1,2013
56750-86,0,0,1,2013
56752-12,0,1,1,2013
56752-21,1,1,1,2013
56752-66,0,0,1,2013
56752-93,0,0,1,2013
56755-27,1,1,1,2013
56756-71,1,0,1,2013
56761-48,1,0,1,2013
56768-23,1,1,1,2013
56769-67,1,1,1,2013
56771-11,1,0,1,2013
56771-83,0,0,1,2013
56773-18,1,0,1,2013
56774-62,1,1,1,2013
56778-76,0,1,1,2013
56780-92,0,0,1,2013
56783-89,1,0,1,2013
56786-32,1,0,1,2013
56786-50,0,1,1,2013
56786-77,1,0,1,2013
56787-58,1,1,1,2013
56800-72,0,1,1,2013
56810-35,0,0,1,2013
56817-91,0,0,0,2013
56819-98,0,0,1,2013
56823-49,0,0,1,2013
56827-00,0,0,1,2013
56829-97,0,1,1,2013
56833-03,1,1,1,2013
56834-65,1,0,1,2013
56841-49,0,0,1,2013
56843-20,1,1,1,2013
56847-16,0,0,1,2013
56852-47,0,0,1,2013
56857-15,1,1,1,2013
56871-91,0,1,1,2013
56883-88,0,0,1,2013
56886-22,0,0,0,2013
56886-31,0,0,1,2013
56889-10,0,0,0,2013
56889-19,0,0,1,2013
56890-54,0,1,0,2013
56916-01,1,0,1,2013
56917-18,0,1,1,2013
56929-87,0,0,1,2013
56939-41,1,0,1,2013
56939-50,0,1,1,2013
56946-25,1,0,1,2013
56978-02,0,1,0,2013
56978-20,0,0,1,2013
57015-10,0,0,1,2013
57015-28,0,0,0,2013
57070-09,1,1,1,2013
57070-36,1,0,0,2013
57078-28,0,1,1,2013
57081-07,0,1,0,2013
57103-39,0,1,0,2013
57106-09,1,0,1,2013
57153-88,0,0,1,2013
57170-44,0,0,0,2013
57171-88,0,1,1,2013
57173-50,0,1,1,2013
57173-68,1,0,1,2013
57189-07,0,0,0,2013
57195-28,0,0,0,2013
57196-18,0,1,1,2013
57206-26,0,0,1,2013
57213-73,1,1,1,2013
57220-30,0,1,1,2013
57225-61,1,0,1,2013
57226-24,0,1,1,2013
57228-67,0,0,0,2013
57241-72,0,0,1,2013
57245-59,0,0,0,2013
57248-56,1,0,1,2013
57256-66,0,1,0,2013
57270-34,1,0,1,2013
57278-62,0,0,0,2013
57281-59,1,1,1,2013
57281-86,0,0,1,2013
57283-39,1,0,1,2013
57283-93,1,0,1,2013
57291-58,1,1,1,2013
57294-55,0,0,1,2013
57296-08,0,0,1,2013
57296-17,0,0,1,2013
57300-85,0,0,1,2013
57309-22,0,0,1,2013
57312-01,0,0,1,2013
57314-80,1,0,1,2013
57317-95,1,1,1,2013
57318-76,0,1,0,2013
57319-21,0,0,1,2013
57346-66,0,1,1,2013
57349-27,0,1,1,2013
57355-12,0,0,1,2013
57358-72,0,0,0,2013
57359-98,1,0,1,2013
57371-86,1,0,1,2013
57391-84,1,0,1,2013
57394-90,0,1,0,2013
57405-97,0,0,0,2013
57415-33,1,1,1,2013
57425-77,1,1,1,2013
57429-82,1,1,1,2013
57433-87,0,1,1,2013
57436-57,0,1,1,2013
57459-07,1,0,0,2013
57500-11,0,1,0,2013
57523-87,1,0,1,2013
57533-41,0,0,1,2013
57533-68,0,0,1,2013
57571-75,0,0,0,2013
57585-88,0,0,1,2013
57595-33,1,0,0,2013
57624-13,0,0,1,2013
57624-40,0,0,0,2013
57628-45,1,0,0,2013
57632-59,0,0,0,2013
57645-73,1,0,0,2013
57655-36,0,0,0,2013
57660-49,0,0,1,2013
57662-20,0,0,1,2013
57674-89,1,0,1,2013
57696-76,0,1,1,2013
57697-12,0,1,1,2013
57722-95,0,1,1,2013
57743-92,0,0,0,2013
57775-51,0,1,1,2013
57781-45,0,1,1,2013
57785-77,1,0,0,2013
57803-59,0,0,0,2013
57812-23,1,1,1,2013
57813-31,0,0,1,2013
57823-12,0,0,1,2013
57826-36,1,1,1,2013
57829-69,1,0,0,2013
57834-73,1,1,1,2013
57866-14,0,1,1,2013
57935-35,0,1,0,2013
57952-27,1,1,1,2013
57966-31,0,0,0,2013
57976-75,0,0,1,2013
57998-80,0,1,0,2013
57999-25,0,0,1,2013
57999-43,0,0,1,2013
58005-19,1,0,1,2013
58009-96,0,0,1,2013
58011-76,1,1,1,2013
58012-12,1,0,1,2013
58017-88,0,0,1,2013
58021-30,0,0,0,2013
58027-24,1,0,1,2013
58036-51,1,1,1,2013
58046-32,1,0,0,2013
58046-50,0,0,1,2013
58059-73,0,1,1,2013
58062-52,0,0,0,2013
58067-65,1,0,1,2013
58067-74,0,0,1,2013
58068-64,0,0,0,2013
58095-82,0,0,1,2013
58098-34,1,0,0,2013
58100-50,0,1,1,2013
58119-49,0,1,0,2013
58128-13,0,1,1,2013
58141-99,0,1,0,2013
58146-58,0,1,1,2013
58153-60,1,1,1,2013
58154-41,0,0,1,2013
58173-13,1,1,1,2013
58184-20,0,0,0,2013
58184-83,0,1,1,2013
58185-91,0,1,1,2013
58200-40,0,0,0,2013
58215-70,1,0,0,2013
58222-18,0,1,1,2013
58240-72,0,0,1,2013
58240-81,1,1,1,2013
58240-99,1,0,1,2013
58241-17,0,0,0,2013
58241-26,0,0,0,2013
58263-58,1,1,1,2013
58281-49,1,0,1,2013
58294-54,1,0,1,2013
58333-96,1,0,1,2013
58334-50,0,1,1,2013
58351-60,1,1,1,2013
58362-22,0,0,1,2013
58373-20,0,0,1,2013
58373-47,1,0,1,2013
58373-56,1,0,1,2013
58376-80,0,1,1,2013
58384-81,0,1,1,2013
58386-79,0,1,1,2013
58404-07,0,1,0,2013
58428-46,1,0,1,2013
58430-17,1,0,1,2013
58440-61,0,1,1,2013
58445-74,0,0,0,2013
58452-67,0,0,1,2013
58458-34,0,0,0,2013
58463-56,0,0,1,2013
58468-51,1,0,1,2013
58488-67,0,0,0,2013
58546-18,0,0,1,2013
58561-75,0,1,1,2013
58572-37,1,0,1,2013
58578-13,0,1,1,2013
58591-90,0,0,0,2013
58592-44,0,1,1,2013
58600-09,0,1,1,2013
58606-66,0,0,0,2013
58623-94,0,0,0,2013
58631-14,1,0,1,2013
58650-22,0,0,1,2013
58658-59,0,0,1,2013
58661-38,1,0,1,2013
58663-63,0,0,0,2013
58691-80,1,0,1,2013
58719-16,0,0,1,2013
58725-19,1,0,1,2013
58725-55,0,0,0,2013
58727-44,1,1,1,2013
58740-40,0,0,1,2013
58781-35,0,0,0,2013
58783-06,0,0,0,2013
58786-57,1,0,1,2013
58804-66,0,1,0,2013
58816-54,0,0,1,2013
58823-65,0,0,1,2013
58833-19,0,0,1,2013
58854-43,0,0,1,2013
58855-33,1,1,1,2013
58870-63,1,1,1,2013
58871-98,0,0,1,2013
58872-25,0,0,0,2013
58875-31,1,1,1,2013
58894-57,1,0,1,2013
58900-69,1,0,1,2013
58906-99,0,1,0,2013
58910-86,1,0,1,2013
58917-79,0,0,1,2013
58922-38,1,1,1,2013
58923-19,1,0,1,2013
58923-55,1,0,1,2013
58935-70,0,0,1,2013
58941-01,0,0,0,2013
58943-35,0,0,1,2013
58947-31,0,1,1,2013
58973-23,0,1,1,2013
58977-01,0,1,1,2013
58984-57,1,0,1,2013
58988-17,1,1,1,2013
58989-34,1,0,1,2013
58996-09,0,1,0,2013
59017-51,1,0,1,2013
59021-20,1,1,1,2013
59034-61,0,1,1,2013
59043-07,0,0,1,2013
59046-31,0,0,1,2013
59051-26,0,0,0,2013
59079-34,0,0,0,2013
59079-61,0,0,1,2013
59088-16,0,0,1,2013
59095-45,1,0,1,2013
59095-72,0,0,0,2013
59134-96,1,0,1,2013
59135-86,1,0,1,2013
59154-04,0,0,1,2013
59161-06,0,1,0,2013
59167-54,0,0,0,2013
59170-24,0,1,1,2013
59176-72,1,1,1,2013
59182-12,1,0,1,2013
59186-17,0,1,0,2013
59193-73,0,1,0,2013
59199-94,0,0,0,2013
59207-68,1,0,1,2013
59226-58,0,0,0,2013
59233-87,0,0,1,2013
59234-05,0,1,1,2013
59235-04,1,1,1,2013
59256-28,1,0,1,2013
59264-20,0,1,1,2013
59264-65,0,1,1,2013
59280-04,0,1,1,2013
59283-37,1,1,1,2013
59286-07,0,1,1,2013
59885-65,0,0,0,2013
59887-54,1,0,1,2013
59891-50,1,1,1,2013
59896-81,0,1,1,2013
59897-08,0,1,1,2013
59900-77,0,0,1,2013
59902-84,0,0,0,2013
59903-56,0,1,1,2013
59904-37,1,0,1,2013
59904-82,0,0,0,2013
59908-15,1,1,0,2013
59916-43,0,0,1,2013
59916-70,0,0,0,2013
59924-98,0,0,1,2013
59932-00,1,0,1,2013
59932-45,0,0,1,2013
59939-74,0,0,1,2013
59950-63,0,0,1,2013
59951-44,0,0,1,2013
59954-23,1,0,1,2013
59963-32,1,0,1,2013
59977-00,1,0,1,2013
59977-63,1,0,1,2013
59978-26,1,0,1,2013
59990-77,0,1,1,2013
59991-49,1,0,1,2013
59991-67,1,1,1,2013
59994-73,0,0,0,2013
59995-09,0,1,1,2013
59995-54,0,0,1,2013
60004-54,1,1,1,2013
60006-79,0,0,1,2013
60007-78,0,0,1,2013
60009-22,1,1,1,2013
60012-37,0,0,0,2013
60015-43,0,1,1,2013
60017-23,0,0,0,2013
60026-68,0,0,1,2013
60026-77,1,1,1,2013
60027-40,0,0,0,2013
60028-30,0,0,1,2013
60028-93,0,1,0,2013
60032-35,0,0,0,2013
60033-25,0,1,1,2013
60036-22,1,1,1,2013
60036-31,1,1,1,2013
60040-63,0,0,1,2013
60046-66,1,0,0,2013
60049-72,1,0,1,2013
60051-25,0,1,1,2013
60056-29,0,1,1,2013
60058-72,1,1,1,2013
60059-80,0,0,1,2013
60062-32,0,1,1,2013
60063-76,1,1,1,2013
60069-25,0,0,1,2013
60082-66,0,0,1,2013
60086-44,1,1,1,2013
60087-25,0,0,1,2013
60093-91,1,0,1,2013
60095-62,1,0,1,2013
60096-88,0,0,0,2013
60104-08,0,0,0,2013
60104-89,0,0,0,2013
60125-14,1,0,1,2013
60139-90,0,1,1,2013
60146-02,1,1,1,2013
60152-86,0,0,1,2013
60161-95,1,1,1,2013
60186-70,0,0,1,2013
60194-98,0,0,1,2013
60195-52,0,1,1,2013
60195-70,0,0,0,2013
60197-14,0,0,0,2013
60216-58,0,0,0,2013
60224-50,1,0,1,2013
60226-12,1,0,1,2013
60229-00,0,1,1,2013
60236-29,0,0,1,2013
60239-80,0,0,1,2013
60242-05,1,0,1,2013
60242-86,1,0,1,2013
60250-42,0,1,1,2013
60250-51,0,1,0,2013
60250-87,0,0,1,2013
60261-58,1,0,1,2013
60262-12,0,1,1,2013
60268-24,1,0,1,2013
60269-14,1,0,1,2013
60271-57,0,0,0,2013
60271-75,0,1,1,2013
60285-52,0,0,1,2013
60288-85,0,0,1,2013
60293-62,1,0,1,2013
60301-99,1,0,1,2013
60306-49,0,0,1,2013
60307-39,0,1,1,2013
60311-80,1,1,1,2013
60312-97,0,0,1,2013
60315-22,0,1,1,2013
60317-92,0,1,1,2013
60321-61,0,1,1,2013
60322-69,0,0,1,2013
60328-90,1,0,1,2013
60340-69,1,1,1,2013
60341-41,1,0,1,2013
60353-92,0,0,1,2013
60357-34,1,0,1,2013
60361-75,0,1,1,2013
60373-72,0,0,1,2013
60377-05,1,0,1,2013
60379-57,0,1,1,2013
60462-10,0,0,0,2013
60476-05,0,0,1,2013
60478-12,0,0,1,2013
60480-82,1,0,0,2013
60489-19,1,0,1,2013
60496-57,1,0,0,2013
60499-36,1,0,0,2013
60507-55,0,0,0,2013
60524-47,0,0,1,2013
60529-33,1,1,1,2013
60530-32,1,1,0,2013
60539-95,0,0,1,2013
60569-65,0,0,0,2013
60578-47,1,1,1,2013
60587-20,1,1,1,2013
60590-44,1,0,1,2013
60593-77,1,1,1,2013
60599-08,0,0,1,2013
60603-22,0,0,0,2013
60603-31,0,0,1,2013
60614-74,1,0,1,2013
60622-93,1,1,1,2013
60630-67,0,0,1,2013
60640-03,0,1,0,2013
60656-14,0,0,0,2013
60656-32,0,0,1,2013
60658-75,1,0,1,2013
60661-90,1,0,1,2013
60663-61,1,0,1,2013
60666-67,0,0,1,2013
60670-81,0,0,0,2013
60672-16,0,0,1,2013
60676-84,0,0,1,2013
60688-09,0,0,0,2013
60693-76,1,1,0,2013
60700-96,0,0,1,2013
60706-54,1,0,1,2013
60708-43,0,1,1,2013
60746-50,1,0,1,2013
60756-94,0,0,0,2013
60771-97,1,1,1,2013
60780-79,1,1,1,2013
60785-83,0,0,1,2013
60792-31,0,0,1,2013
60807-25,0,0,1,2013
60807-61,0,0,1,2013
60808-87,1,1,1,2013
60814-90,0,0,1,2013
60821-11,0,1,1,2013
60865-39,0,0,0,2013
60873-76,0,0,0,2013
60882-22,1,1,0,2013
60883-93,0,0,0,2013
60904-36,1,1,1,2013
60904-45,0,0,1,2013
60912-82,1,0,0,2013
60924-16,1,0,0,2013
60926-95,1,0,1,2013
60942-79,1,0,0,2013
60945-31,1,1,1,2013
60951-61,0,0,0,2013
60960-88,0,1,1,2013
60961-06,1,0,0,2013
60968-35,0,0,0,2013
60973-39,0,1,1,2013
60978-97,1,0,0,2013
60992-11,1,0,1,2013
60999-49,1,1,1,2013
61016-32,0,1,1,2013
61016-86,0,0,0,2013
61022-89,0,0,0,2013
61025-05,0,0,1,2013
61025-23,0,1,0,2013
61028-92,0,0,1,2013
61031-98,0,0,1,2013
61040-17,0,0,0,2013
61066-09,0,1,0,2013
61073-74,0,0,1,2013
61074-01,0,0,0,2013
61094-53,0,0,1,2013
61115-59,1,1,1,2013
61122-34,1,0,1,2013
61154-29,0,1,1,2013
61206-04,0,0,0,2013
61207-48,1,0,1,2013
61224-94,1,0,1,2013
61225-03,1,0,1,2013
61227-73,0,0,0,2013
61233-40,1,1,1,2013
61255-72,1,0,1,2013
61263-01,0,0,0,2013
61265-98,0,1,1,2013
61268-86,0,1,0,2013
61277-14,1,1,1,2013
61277-95,0,1,0,2013
61279-39,1,0,1,2013
61279-48,1,1,1,2013
61285-87,0,0,1,2013
61299-37,1,1,1,2013
61306-30,0,1,0,2013
61317-19,0,0,0,2013
61323-76,0,1,0,2013
61334-11,1,1,1,2013
61345-54,0,1,1,2013
61353-64,0,0,0,2013
61354-81,0,0,1,2013
61355-44,1,0,1,2013
61372-27,0,1,1,2013
61373-44,0,1,1,2013
61379-38,0,0,1,2013
61379-56,0,0,1,2013
61386-22,0,0,0,2013
61392-34,0,1,1,2013
61398-55,0,0,0,2013
61399-54,1,0,1,2013
61409-17,0,1,0,2013
61423-30,1,0,1,2013
61426-09,0,1,0,2013
61435-63,0,1,1,2013
61448-50,1,1,0,2013
61456-33,0,1,0,2013
61465-60,1,0,1,2013
61467-04,1,0,0,2013
61474-69,0,0,0,2013
61514-20,1,0,1,2013
61537-42,1,0,0,2013
61540-12,0,1,1,2013
61545-34,0,0,1,2013
61564-69,1,0,0,2013
61568-83,0,0,1,2013
61568-92,0,1,1,2013
61605-01,0,1,0,2013
61612-48,0,0,1,2013
61637-68,0,0,0,2013
61655-59,0,1,1,2013
61658-29,1,0,1,2013
61671-79,0,1,1,2013
61672-15,0,1,1,2013
61717-06,1,0,1,2013
61720-66,1,1,1,2013
61755-31,0,0,1,2013
61769-98,1,0,1,2013
61808-41,0,1,1,2013
61817-68,0,1,0,2013
61836-40,0,0,1,2013
61853-59,0,1,1,2013
61863-94,0,1,1,2013
61870-24,1,0,1,2013
61910-11,0,1,1,2013
61925-41,0,1,1,2013
61956-64,0,1,0,2013
61957-54,1,0,1,2013
61962-67,0,0,1,2013
61967-80,0,1,1,2013
61989-40,0,0,1,2013
61992-91,1,0,0,2013
61999-57,0,0,1,2013
62005-42,0,0,1,2013
62013-97,0,1,0,2013
62023-78,0,0,0,2013
62030-98,0,0,0,2013
62032-42,1,0,0,2013
62033-86,1,1,1,2013
62057-08,0,1,0,2013
62119-72,1,1,1,2013
62138-71,1,1,1,2013
62151-58,0,0,0,2013
62153-56,1,1,1,2013
62156-26,1,0,1,2013
62157-25,0,1,1,2013
62160-13,1,0,0,2013
62186-50,0,1,1,2013
62188-93,0,0,0,2013
62200-27,0,0,1,2013
62206-75,1,0,1,2013
62217-73,0,0,0,2013
62226-82,0,1,1,2013
62241-40,1,0,1,2013
62258-68,1,0,1,2013
62260-93,0,0,0,2013
62276-41,0,1,1,2013
62283-25,0,1,1,2013
62283-79,1,0,1,2013
62297-65,0,0,1,2013
62299-09,0,0,1,2013
62302-60,1,0,1,2013
62320-15,1,1,1,2013
62350-30,0,0,1,2013
62353-54,0,0,0,2013
62355-25,0,0,1,2013
62370-91,1,0,1,2013
62377-30,1,1,1,2013
62389-27,1,0,1,2013
62403-76,0,1,1,2013
62413-84,0,0,1,2013
62420-05,1,1,1,2013
62420-14,1,1,1,2013
62421-58,1,0,1,2013
62426-35,0,1,1,2013
62498-80,1,0,1,2013
62500-96,0,1,1,2013
62501-77,0,1,1,2013
62513-74,1,0,0,2013
62518-69,0,1,1,2013
62532-91,1,1,1,2013
62544-07,0,0,1,2013
62574-40,1,0,1,2013
62584-57,1,0,0,2013
62591-05,1,0,1,2013
62623-18,0,0,1,2013
62658-10,0,0,1,2013
62660-17,0,0,0,2013
62707-51,1,0,1,2013
62765-74,1,0,0,2013
62766-73,0,1,1,2013
62767-90,1,0,0,2013
62799-13,0,0,0,2013
62803-99,0,1,1,2013
62857-81,0,0,1,2013
62867-44,0,0,1,2013
62871-49,0,0,1,2013
62881-93,0,1,1,2013
62900-11,0,1,0,2013
62935-39,1,0,1,2013
62942-95,0,1,0,2013
62953-66,1,1,1,2013
62981-92,1,1,1,2013
63098-65,1,1,1,2013
63099-01,1,0,1,2013
63137-17,1,0,1,2013
63171-28,1,1,1,2013
63175-33,0,1,1,2013
63176-32,0,0,1,2013
63180-10,0,1,0,2013
63210-79,1,0,1,2013
63221-95,1,1,1,2013
63223-39,1,1,1,2013
63226-54,0,0,0,2013
63242-83,0,0,1,2013
63242-92,1,0,1,2013
63290-17,0,0,1,2013
63361-36,0,0,0,2013
63416-35,0,0,1,2013
63424-81,0,0,1,2013
63462-97,1,0,1,2013
63463-06,0,0,1,2013
63466-21,1,1,1,2013
63485-38,1,0,1,2013
63496-54,0,0,0,2013
63520-48,0,0,0,2013
63522-01,1,1,1,2013
63555-76,1,1,1,2013
63597-16,1,0,1,2013
63601-84,1,1,1,2013
63633-25,1,0,1,2013
63636-85,1,1,1,2013
63638-83,0,0,1,2013
63650-98,0,1,0,2013
63680-68,1,1,1,2013
63689-14,1,0,1,2013
63700-75,0,1,0,2013
63736-39,1,0,1,2013
63754-75,0,0,1,2013
63777-97,1,1,0,2013
63781-30,1,0,1,2013
63822-16,1,0,0,2013
63823-24,0,0,1,2013
63840-61,0,0,1,2013
63863-65,1,0,1,2013
63908-56,1,0,0,2013
63911-80,1,0,1,2013
63948-07,1,0,0,2013
63948-25,1,1,1,2013
63965-26,1,0,1,2013
63967-15,0,1,1,2013
63967-33,0,1,1,2013
63988-12,1,1,1,2013
64003-96,0,1,1,2013
64072-09,0,1,0,2013
64151-20,1,0,1,2013
64174-51,1,1,1,2013
64224-28,0,0,0,2013
64291-96,0,0,0,2013
64311-58,0,1,1,2013
64401-22,1,0,1,2013
64405-99,0,0,1,2013
64416-25,0,1,1,2013
64449-10,1,1,1,2013
64478-71,0,1,1,2013
64496-80,1,0,0,2013
64534-24,0,0,1,2013
64538-83,0,0,1,2013
64541-89,1,0,0,2013
64545-67,0,0,1,2013
64595-89,0,1,1,2013
64623-07,1,0,0,2013
64661-95,0,0,1,2013
64687-06,0,0,1,2013
64689-67,0,1,0,2013
64717-84,0,0,1,2013
64747-18,1,1,1,2013
64760-95,1,0,1,2013
64842-13,1,1,1,2013
64847-35,0,0,0,2013
64854-37,1,1,1,2013
64883-71,1,0,1,2013
64888-84,1,0,1,2013
64977-85,1,0,0,2013
64991-35,0,1,1,2013
65032-48,1,1,1,2013
65046-25,1,0,1,2013
65049-22,0,1,1,2013
65060-65,0,0,1,2013
65111-59,1,1,1,2013
65130-40,0,0,0,2013
65159-47,1,0,1,2013
65255-32,1,0,1,2013
65262-88,0,1,1,2013
65305-54,0,0,0,2013
65327-23,0,1,1,2013
65330-29,1,0,1,2013
65408-77,0,0,0,2013
65419-66,0,0,0,2013
65426-41,0,0,0,2013
65428-75,0,1,0,2013
65458-90,1,0,0,2013
65490-49,0,0,0,2013
65595-70,1,0,1,2013
65769-31,0,0,0,2013
65793-61,0,1,1,2013
65813-23,0,0,0,2013
65823-49,0,0,0,2013
65826-82,1,1,1,2013
65896-12,1,0,1,2013
65904-94,1,0,1,2013
65912-59,0,0,0,2013
65949-40,1,0,1,2013
66072-16,0,0,1,2013
66093-94,1,0,1,2013
66103-12,1,0,1,2013
66132-19,1,1,1,2013
66169-54,1,0,1,2013
66182-95,0,1,1,2013
66199-96,0,1,1,2013
66218-05,0,0,0,2013
66258-19,0,0,1,2013
66297-52,0,1,1,2013
66310-03,1,0,1,2013
66323-35,0,1,1,2013
66331-72,0,1,1,2013
66344-41,0,1,1,2013
66422-80,1,0,1,2013
81723-43,1,0,1,2013
82045-72,1,1,1,2013
82380-61,1,0,1,2013
82403-74,0,0,0,2013
82406-80,1,0,0,2013
82426-69,1,1,1,2013
82437-04,0,1,1,2013
82445-68,0,1,0,2013
82448-56,0,0,0,2013
82492-30,0,0,1,2013
82616-05,0,1,1,2013
82688-41,0,1,1,2013
82811-08,1,0,1,2013
82947-34,1,0,1,2013
82958-68,1,1,1,2013
82987-75,0,1,1,2013
83005-03,0,1,1,2013
83255-32,1,1,1,2013
83301-22,1,1,0,2013
83319-04,0,0,0,2013
83336-23,0,0,0,2013
83382-13,0,1,1,2013
83548-90,0,1,1,2013
83585-80,0,0,0,2013
83593-36,0,0,1,2013
84004-75,1,0,1,2013
84312-28,1,1,1,2013
84403-99,0,1,1,2013
84405-43,1,0,1,2013
84621-07,1,0,1,2013
85048-21,0,1,1,2013
85110-58,1,1,1,2013
85178-44,0,0,1,2013
85184-11,0,0,1,2013
85227-40,1,1,1,2013
85376-62,1,0,1,2013
85493-26,1,1,0,2013
85991-68,1,1,1,2013
85998-25,0,1,0,2013
86007-16,1,0,1,2013
86094-01,0,1,0,2013
86173-12,0,1,1,2013
86231-62,0,0,0,2013
86285-71,0,0,1,2013
86545-63,0,1,1,2013
86645-98,0,0,0,2013
86806-36,0,0,1,2013
86870-53,0,0,0,2013
86907-34,1,0,1,2013
87063-49,1,0,0,2013
87328-09,0,0,1,2013
87491-62,1,1,1,2013
87534-82,1,0,1,2013
87538-60,0,1,1,2013
87881-77,0,1,1,2013
87895-09,0,0,1,2013
88098-04,1,0,1,2013
88113-70,1,0,0,2013
88130-98,1,1,1,2013
88706-98,0,1,1,2013
88768-72,0,0,1,2013
88777-27,1,1,1,2013
88920-55,1,1,1,2013
88958-80,0,0,1,2013
89084-89,0,0,1,2013
89676-37,1,1,1,2013
89842-33,0,1,1,2013
89936-74,0,0,1,2013
89969-68,0,0,0,2013
89986-06,0,1,1,2013
90134-38,1,0,1,2013
90175-15,1,1,1,2013
91101-61,0,1,1,2013
