Investor_Id,first,IT,early,year
11184-85,0,1,1,2004
11185-12,1,1,0,2004
11186-29,1,0,1,2004
11186-83,0,0,0,2004
11186-92,1,1,0,2004
11187-01,0,0,1,2004
11187-82,1,0,1,2004
11188-27,0,1,0,2004
11189-35,0,1,1,2004
11189-44,0,0,1,2004
11190-70,1,0,1,2004
11191-42,0,1,1,2004
11191-87,1,0,1,2004
11191-96,0,1,1,2004
11192-14,0,0,1,2004
11192-41,0,0,1,2004
11192-68,0,0,1,2004
11193-13,0,1,1,2004
11193-40,0,0,1,2004
11193-49,0,0,0,2004
11193-76,0,0,0,2004
11194-03,0,1,1,2004
11194-12,0,0,1,2004
11194-30,0,0,0,2004
11194-39,0,0,1,2004
11194-48,1,0,0,2004
11195-56,0,0,0,2004
11195-65,0,1,0,2004
11196-10,0,0,0,2004
11196-19,0,1,0,2004
11196-28,0,1,1,2004
11196-73,0,0,1,2004
11196-82,1,0,1,2004
11197-00,0,1,1,2004
11197-45,0,0,1,2004
11197-54,0,1,0,2004
11197-81,0,0,1,2004
11197-90,0,0,1,2004
11198-35,0,0,0,2004
11198-62,0,0,0,2004
11198-71,0,0,1,2004
11198-98,1,0,0,2004
11199-16,0,1,1,2004
11199-79,1,1,1,2004
11199-97,0,0,1,2004
11200-42,1,0,1,2004
11200-69,0,1,0,2004
11200-78,0,1,1,2004
11201-23,0,1,1,2004
11201-59,0,0,1,2004
11201-68,0,1,0,2004
11201-77,0,0,0,2004
11201-95,0,1,1,2004
11202-04,0,1,1,2004
11203-03,0,1,1,2004
11203-21,0,1,0,2004
11203-30,0,1,1,2004
11204-29,0,1,1,2004
11204-83,0,0,1,2004
11205-64,0,1,0,2004
11205-82,0,0,0,2004
11205-91,0,0,0,2004
11206-54,0,1,1,2004
11207-17,0,0,1,2004
11207-44,0,0,0,2004
11207-89,0,0,1,2004
11208-07,0,0,1,2004
11208-16,0,0,0,2004
11208-34,0,0,1,2004
11208-70,0,1,1,2004
11208-79,0,1,1,2004
11208-88,1,1,1,2004
11209-42,0,0,1,2004
11210-32,0,0,0,2004
11210-41,1,1,1,2004
11210-59,0,1,1,2004
11210-95,1,0,1,2004
11211-40,0,1,1,2004
11211-76,0,0,0,2004
11211-94,0,1,0,2004
11212-12,1,1,1,2004
11212-21,0,1,0,2004
11212-66,0,1,0,2004
11213-74,0,1,0,2004
11213-92,0,1,1,2004
11214-01,0,1,0,2004
11214-19,0,1,0,2004
11214-82,0,1,1,2004
11215-18,0,1,0,2004
11215-36,0,1,1,2004
11215-54,1,1,1,2004
11215-63,1,0,1,2004
11215-72,1,1,1,2004
11216-08,1,0,1,2004
11216-26,0,1,1,2004
11216-53,1,0,1,2004
11216-62,0,1,1,2004
11216-80,0,1,0,2004
11216-98,0,0,1,2004
11217-25,0,0,0,2004
11217-61,0,0,1,2004
11218-24,0,0,0,2004
11218-42,0,1,1,2004
11218-51,0,0,1,2004
11218-69,0,1,1,2004
11218-78,0,1,1,2004
11219-05,1,1,1,2004
11219-14,0,1,1,2004
11219-23,0,1,0,2004
11219-77,0,0,0,2004
11220-04,0,0,1,2004
11220-22,0,0,1,2004
11220-31,0,1,1,2004
11220-67,1,0,1,2004
11220-94,1,0,1,2004
11221-66,0,1,1,2004
11221-93,1,0,1,2004
11222-02,0,0,1,2004
11222-11,0,1,1,2004
11222-74,0,1,0,2004
11222-83,1,1,1,2004
11222-92,0,0,1,2004
11223-19,0,0,1,2004
11223-28,0,1,0,2004
11223-37,0,1,1,2004
11223-55,1,1,1,2004
11223-64,0,1,0,2004
11224-09,1,0,1,2004
11224-18,0,1,1,2004
11224-45,0,1,0,2004
11224-99,0,0,0,2004
11225-44,1,0,1,2004
11226-16,0,1,1,2004
11226-25,0,1,0,2004
11226-34,0,0,1,2004
11226-52,0,0,0,2004
11226-79,0,0,1,2004
11227-06,1,0,1,2004
11227-33,0,0,0,2004
11227-51,0,1,0,2004
11228-14,0,1,0,2004
11228-23,0,1,1,2004
11228-32,1,0,0,2004
11228-50,0,1,1,2004
11228-95,0,0,0,2004
11229-04,0,1,1,2004
11229-85,0,1,1,2004
11230-12,0,1,1,2004
11230-30,0,1,1,2004
11230-66,0,1,1,2004
11230-93,0,1,1,2004
11231-38,1,0,1,2004
11231-92,0,1,1,2004
11232-10,0,0,1,2004
11232-55,0,1,0,2004
11232-91,0,1,0,2004
11233-72,0,1,0,2004
11234-17,0,0,1,2004
11234-26,0,0,1,2004
11234-35,0,1,1,2004
11234-53,0,0,1,2004
11235-16,0,0,0,2004
11235-70,0,0,0,2004
11236-15,0,1,0,2004
11237-14,1,1,0,2004
11237-23,0,1,1,2004
11237-32,0,1,1,2004
11237-41,0,1,0,2004
11237-50,0,1,1,2004
11237-59,1,1,1,2004
11237-68,0,0,0,2004
11237-95,0,1,0,2004
11238-04,0,0,0,2004
11238-49,0,0,1,2004
11238-76,0,0,1,2004
11239-12,0,1,1,2004
11239-48,1,0,1,2004
11239-93,1,0,1,2004
11240-02,0,1,1,2004
11240-38,0,0,0,2004
11240-47,0,1,0,2004
11240-92,0,0,0,2004
11241-19,1,0,0,2004
11241-55,0,0,0,2004
11241-73,0,0,1,2004
11241-82,0,0,1,2004
11241-91,0,1,0,2004
11242-18,0,0,0,2004
11242-27,0,1,0,2004
11242-54,0,1,1,2004
11243-89,0,1,1,2004
11244-34,1,0,1,2004
11244-52,1,1,1,2004
11244-70,0,1,0,2004
11244-97,0,0,1,2004
11246-14,0,1,1,2004
11246-41,1,0,0,2004
11246-68,0,0,0,2004
11246-86,0,1,1,2004
11247-13,0,0,1,2004
11247-22,0,0,0,2004
11247-40,0,1,1,2004
11247-67,0,0,0,2004
11247-85,0,1,0,2004
11247-94,1,1,1,2004
11248-12,0,1,1,2004
11248-21,0,1,1,2004
11248-57,0,0,1,2004
11248-84,0,0,1,2004
11248-93,1,0,0,2004
11249-47,0,0,0,2004
11250-10,0,1,1,2004
11250-82,0,1,1,2004
11250-91,0,0,1,2004
11251-09,0,0,1,2004
11251-18,0,0,1,2004
11251-27,0,1,1,2004
11251-45,0,1,1,2004
11251-81,0,1,1,2004
11252-17,0,0,1,2004
11252-26,0,1,1,2004
11252-44,1,0,0,2004
11252-80,0,0,1,2004
11252-98,0,0,1,2004
11253-16,0,1,1,2004
11253-25,0,1,1,2004
11253-34,0,1,1,2004
11253-52,1,1,1,2004
11253-70,0,1,1,2004
11253-79,0,1,0,2004
11253-88,0,0,0,2004
11254-15,0,0,1,2004
11254-42,1,1,1,2004
11254-69,0,0,1,2004
11254-96,0,0,1,2004
11255-50,0,1,1,2004
11255-59,0,1,1,2004
11255-77,1,0,1,2004
11256-04,1,0,1,2004
11256-40,0,1,0,2004
11256-76,1,0,1,2004
11257-57,0,0,0,2004
11258-29,0,0,0,2004
11258-38,0,1,1,2004
11258-56,0,1,1,2004
11258-74,0,1,1,2004
11258-83,0,1,0,2004
11259-28,0,1,1,2004
11259-64,0,1,1,2004
11259-73,0,0,1,2004
11259-82,0,0,0,2004
11259-91,0,0,0,2004
11260-18,0,0,0,2004
11260-27,0,0,0,2004
11260-45,1,0,1,2004
11260-63,0,1,0,2004
11261-35,1,0,1,2004
11261-44,0,1,1,2004
11261-71,0,0,1,2004
11261-80,0,0,0,2004
11261-89,0,1,0,2004
11261-98,0,0,0,2004
11262-52,0,0,1,2004
11262-79,0,1,0,2004
11262-88,0,1,1,2004
11263-15,0,1,1,2004
11263-24,0,1,0,2004
11263-42,0,1,0,2004
11263-51,0,0,0,2004
11263-60,1,0,1,2004
11263-87,0,1,1,2004
11263-96,0,1,0,2004
11264-05,0,1,1,2004
11264-59,0,0,0,2004
11264-68,0,0,0,2004
11264-86,0,0,0,2004
11265-13,0,0,1,2004
11265-22,1,0,1,2004
11265-31,0,1,1,2004
11265-49,0,0,1,2004
11265-58,0,1,0,2004
11265-94,0,1,0,2004
11266-03,0,0,1,2004
11266-30,0,1,0,2004
11266-39,0,1,1,2004
11266-84,0,0,1,2004
11267-11,0,1,1,2004
11267-29,0,0,1,2004
11267-47,0,0,0,2004
11268-19,0,1,1,2004
11268-55,0,1,1,2004
11268-64,1,0,1,2004
11268-82,0,0,1,2004
11269-09,1,0,1,2004
11269-99,0,0,1,2004
11270-08,0,0,1,2004
11270-26,1,1,1,2004
11270-53,0,0,0,2004
11270-71,0,0,0,2004
11271-07,0,0,1,2004
11271-16,0,0,1,2004
11271-79,0,1,1,2004
11272-15,0,1,1,2004
11272-42,0,1,1,2004
11272-78,0,1,0,2004
11272-96,0,0,0,2004
11273-86,0,1,1,2004
11273-95,0,1,1,2004
11274-04,0,0,1,2004
11274-22,0,1,1,2004
11274-40,0,0,1,2004
11274-58,1,1,1,2004
11274-67,1,0,1,2004
11274-76,0,1,1,2004
11274-85,1,0,0,2004
11275-03,0,1,1,2004
11275-12,0,0,1,2004
11275-75,0,0,1,2004
112751-92,0,1,0,2004
11276-29,0,1,1,2004
11276-38,0,1,1,2004
11276-65,0,0,1,2004
11277-37,0,0,1,2004
11277-46,0,0,1,2004
11277-55,0,0,1,2004
11278-00,0,0,0,2004
11278-09,0,1,1,2004
11278-18,0,0,0,2004
11278-36,0,0,0,2004
11278-45,0,1,0,2004
11278-54,1,0,1,2004
11279-53,0,1,0,2004
11279-71,0,1,1,2004
11279-80,0,1,0,2004
11280-25,0,1,1,2004
11280-70,0,0,0,2004
11281-06,0,1,1,2004
11281-15,0,0,0,2004
11281-24,0,1,0,2004
11281-33,0,1,0,2004
11282-32,0,1,0,2004
11282-68,0,1,0,2004
11282-77,1,0,1,2004
11283-94,0,0,1,2004
11284-48,1,0,0,2004
11284-93,0,1,1,2004
11285-02,0,0,1,2004
11285-11,0,0,1,2004
11285-20,0,0,0,2004
11286-01,0,0,0,2004
11286-28,1,0,0,2004
11286-73,0,0,1,2004
11287-27,0,0,0,2004
11287-45,0,0,1,2004
11287-63,0,1,0,2004
11288-17,0,0,1,2004
11288-71,0,0,1,2004
11288-89,0,0,1,2004
11288-98,0,0,0,2004
11289-07,0,1,1,2004
11289-25,0,1,1,2004
11289-79,1,0,1,2004
11290-51,0,1,1,2004
11290-78,0,1,0,2004
11290-87,0,0,1,2004
11290-96,0,1,0,2004
11291-32,1,1,0,2004
11291-77,1,0,1,2004
11292-04,0,1,1,2004
11292-13,0,1,0,2004
11292-85,0,0,0,2004
11293-30,0,0,0,2004
11293-57,0,0,1,2004
11293-66,0,1,0,2004
11293-75,0,0,1,2004
11293-84,1,0,1,2004
11294-38,1,0,1,2004
11294-83,0,1,1,2004
11294-92,0,0,0,2004
11295-10,1,0,1,2004
11295-73,0,1,1,2004
11295-82,0,0,0,2004
11295-91,0,1,1,2004
11296-45,1,0,1,2004
11296-90,1,1,1,2004
11296-99,1,0,1,2004
11297-08,0,0,1,2004
11297-17,0,0,0,2004
11297-44,0,0,0,2004
11297-53,0,1,1,2004
11297-98,0,0,0,2004
11298-25,0,0,1,2004
11298-43,0,1,0,2004
11298-61,0,0,1,2004
11298-70,0,1,0,2004
11298-97,0,1,0,2004
11299-06,0,0,0,2004
11300-05,0,0,1,2004
11300-14,0,0,1,2004
11300-32,0,1,1,2004
11300-41,0,1,1,2004
11300-59,0,0,1,2004
11300-95,0,0,1,2004
11301-31,1,1,1,2004
11301-49,1,1,0,2004
11302-48,0,1,0,2004
11302-57,1,0,1,2004
11302-84,0,0,1,2004
11302-93,0,1,0,2004
11303-11,0,1,1,2004
11303-38,0,1,0,2004
11303-56,0,0,0,2004
11303-65,0,1,1,2004
11303-83,0,0,1,2004
11303-92,0,1,1,2004
11304-01,0,0,1,2004
11304-19,1,1,0,2004
11304-28,0,0,0,2004
11304-73,0,1,1,2004
11305-27,1,0,1,2004
11305-45,0,1,0,2004
11305-63,0,1,1,2004
11306-17,0,1,0,2004
11306-35,0,0,1,2004
11306-44,0,0,1,2004
11306-62,0,1,1,2004
11306-71,0,0,0,2004
11307-07,1,0,1,2004
11307-34,0,1,1,2004
11307-52,0,0,1,2004
11307-61,0,0,1,2004
11308-51,0,0,1,2004
11308-60,1,0,1,2004
11308-69,0,1,0,2004
11308-78,1,0,1,2004
11309-41,1,0,1,2004
11309-86,0,1,1,2004
11309-95,0,1,1,2004
11310-22,1,1,1,2004
11310-85,0,0,1,2004
11311-48,0,0,0,2004
11311-66,0,0,1,2004
11311-75,0,1,0,2004
11311-93,1,0,1,2004
11312-02,0,1,0,2004
11312-11,0,1,1,2004
11312-29,0,0,1,2004
11312-38,0,0,0,2004
11312-56,1,0,1,2004
11312-74,0,0,1,2004
11312-92,0,0,1,2004
11313-01,0,1,1,2004
11313-10,0,1,1,2004
11313-28,0,1,0,2004
11313-46,0,1,0,2004
11313-82,0,0,0,2004
11314-00,1,0,1,2004
11314-63,0,1,1,2004
11314-99,1,1,1,2004
11315-08,0,1,1,2004
11315-62,0,1,1,2004
11315-71,0,1,1,2004
11315-80,0,1,1,2004
11315-89,0,0,0,2004
11316-34,0,1,1,2004
11316-79,0,0,0,2004
11317-15,0,1,1,2004
11317-33,0,1,1,2004
11317-42,0,0,0,2004
11317-60,0,1,0,2004
11318-05,1,0,1,2004
11318-32,0,0,1,2004
11318-77,0,1,1,2004
11318-86,0,1,1,2004
11319-04,0,0,1,2004
11319-67,0,1,0,2004
11319-85,0,0,0,2004
11319-94,1,1,1,2004
11320-03,1,0,1,2004
11320-48,0,1,1,2004
11320-66,0,1,1,2004
11320-93,1,0,1,2004
11322-28,0,0,1,2004
11322-46,0,1,0,2004
11322-55,0,0,0,2004
11322-91,0,0,1,2004
11323-00,1,0,1,2004
11323-45,1,1,1,2004
11323-72,1,0,1,2004
11323-90,1,0,1,2004
11324-08,0,0,1,2004
11324-26,0,1,0,2004
11324-44,0,0,1,2004
11324-80,0,0,1,2004
11325-43,0,0,0,2004
11325-61,1,1,1,2004
11325-79,0,0,1,2004
11325-97,1,1,0,2004
11326-15,0,1,0,2004
11326-24,0,1,1,2004
11326-33,0,1,1,2004
11326-69,0,0,1,2004
11327-32,0,0,1,2004
11327-41,0,1,1,2004
11327-68,0,1,1,2004
11327-95,0,0,1,2004
11328-13,0,1,1,2004
11328-22,0,0,0,2004
11328-40,1,1,1,2004
11328-49,0,1,1,2004
11328-58,0,0,0,2004
11328-67,0,1,0,2004
11328-76,0,1,1,2004
11329-12,1,0,1,2004
11329-21,1,0,1,2004
11329-30,0,1,1,2004
11329-84,0,0,0,2004
11330-02,1,1,1,2004
11330-11,0,0,0,2004
11330-38,0,1,1,2004
11330-65,0,1,0,2004
11330-83,0,1,0,2004
11331-01,0,0,1,2004
11331-28,0,1,1,2004
11331-37,0,1,1,2004
11331-46,0,1,1,2004
11331-91,0,0,1,2004
11332-63,0,0,1,2004
11333-26,0,1,1,2004
11333-44,1,0,1,2004
11334-25,0,1,0,2004
11334-61,1,0,1,2004
11335-42,0,1,0,2004
11335-51,1,0,1,2004
11335-69,1,0,1,2004
11336-05,1,0,1,2004
11336-32,0,1,1,2004
11336-68,0,0,1,2004
11336-77,0,1,1,2004
11336-95,0,1,1,2004
11337-31,0,1,0,2004
11337-58,0,0,1,2004
11337-76,0,1,1,2004
11338-03,0,1,1,2004
11338-12,0,1,1,2004
11338-48,0,0,1,2004
11338-84,1,0,0,2004
11338-93,1,1,0,2004
11339-11,1,1,1,2004
11339-20,0,1,1,2004
11339-29,0,0,0,2004
11339-74,0,0,1,2004
11340-01,0,0,1,2004
11340-19,0,0,1,2004
11340-28,0,0,1,2004
11373-85,0,1,1,2004
113780-71,0,1,1,2004
11381-41,0,0,0,2004
11392-75,0,1,0,2004
11409-76,0,1,0,2004
11435-05,1,0,1,2004
11456-83,0,0,0,2004
11456-92,0,0,0,2004
11513-26,0,1,0,2004
115193-44,1,0,0,2004
11542-60,1,0,1,2004
11550-52,0,1,1,2004
11605-96,0,0,0,2004
11665-72,0,0,0,2004
11781-73,0,0,0,2004
11820-97,1,1,1,2004
11851-57,0,1,1,2004
11851-66,0,1,0,2004
11852-02,0,1,1,2004
11852-47,0,0,1,2004
11859-67,0,1,0,2004
11867-23,0,0,1,2004
11877-94,0,1,0,2004
11984-32,0,0,0,2004
12062-44,0,1,0,2004
12075-22,0,0,0,2004
12150-91,1,1,1,2004
121784-59,1,0,1,2004
12276-73,0,0,0,2004
123123-88,1,1,0,2004
123178-15,1,1,1,2004
12376-00,1,0,0,2004
12429-28,0,1,0,2004
124929-64,0,0,1,2004
125953-48,0,0,0,2004
12604-06,0,1,0,2004
12604-33,0,0,0,2004
12621-34,0,0,0,2004
12643-03,0,1,0,2004
12646-00,0,1,0,2004
12669-31,0,0,0,2004
12685-51,1,0,0,2004
12686-41,0,0,0,2004
12697-75,0,0,1,2004
12697-93,1,0,0,2004
12747-97,0,0,1,2004
12749-50,0,0,1,2004
12768-94,0,0,0,2004
13149-82,0,1,1,2004
13174-21,0,0,1,2004
13174-75,0,0,0,2004
13259-17,0,1,0,2004
13473-10,0,0,1,2004
140170-96,0,0,1,2004
14138-74,1,1,1,2004
14143-15,0,0,1,2004
14144-86,0,0,0,2004
14146-57,0,0,1,2004
14149-90,0,0,0,2004
14160-25,1,1,1,2004
14163-58,0,0,0,2004
14187-97,0,1,1,2004
14533-66,0,0,0,2004
14625-91,1,0,0,2004
14632-93,1,0,1,2004
14777-02,0,0,0,2004
14777-20,0,1,1,2004
14777-29,0,0,0,2004
14778-91,0,0,0,2004
14783-59,0,0,1,2004
14784-13,1,0,0,2004
148770-82,0,0,1,2004
149516-20,0,1,0,2004
149992-48,0,0,0,2004
150696-19,0,0,1,2004
151294-06,0,1,1,2004
152132-41,0,0,0,2004
152840-17,1,0,1,2004
152980-03,0,0,1,2004
155287-00,1,0,1,2004
159905-98,0,0,0,2004
161348-68,0,1,1,2004
161779-69,0,0,1,2004
161815-69,0,1,1,2004
162203-95,0,1,0,2004
163274-95,0,1,0,2004
16436-44,1,0,0,2004
166560-67,0,0,1,2004
166709-71,0,1,0,2004
167753-98,0,1,1,2004
168558-13,1,1,1,2004
168638-32,1,0,1,2004
170053-39,1,1,1,2004
170583-31,0,0,1,2004
178723-00,1,0,1,2004
179240-41,0,0,1,2004
183847-87,0,0,1,2004
183990-70,1,1,0,2004
184229-92,0,1,1,2004
222702-04,0,0,0,2004
222915-61,1,1,0,2004
224381-26,0,0,0,2004
224492-59,0,0,0,2004
224498-17,0,0,0,2004
226161-01,1,0,1,2004
226559-44,0,0,0,2004
228319-66,0,0,1,2004
228542-59,1,0,1,2004
25121-17,1,0,0,2004
25163-83,0,0,0,2004
25164-64,0,1,0,2004
25164-82,0,0,0,2004
25197-58,0,0,1,2004
25255-63,1,0,0,2004
25257-16,0,0,1,2004
25257-43,1,0,0,2004
25264-09,0,1,0,2004
25267-78,0,0,1,2004
25270-66,0,1,1,2004
25310-62,0,1,1,2004
25311-70,0,0,1,2004
25332-67,0,0,0,2004
25344-37,0,0,1,2004
25380-82,1,0,1,2004
25383-79,1,1,1,2004
25915-87,1,1,1,2004
26033-86,1,0,0,2004
27099-91,0,1,0,2004
29407-24,0,0,0,2004
39055-24,0,1,1,2004
39276-28,0,1,1,2004
39277-27,0,1,0,2004
39717-73,0,0,1,2004
39760-30,0,1,1,2004
39894-31,0,0,1,2004
39895-03,1,0,1,2004
40117-96,0,0,1,2004
40376-26,1,0,1,2004
40380-31,0,0,1,2004
40414-78,1,1,1,2004
40425-49,0,1,1,2004
40430-80,0,1,0,2004
40443-13,0,1,0,2004
40445-56,0,0,0,2004
40450-60,1,0,1,2004
40451-14,1,0,0,2004
40665-97,0,1,1,2004
40668-76,0,0,1,2004
40683-79,0,1,0,2004
40732-48,0,1,1,2004
40744-00,0,0,0,2004
40764-07,0,1,0,2004
40780-45,0,1,1,2004
40784-32,1,1,1,2004
40785-58,0,0,0,2004
40822-84,1,0,0,2004
40823-29,1,0,0,2004
40829-14,1,0,1,2004
40845-79,1,0,0,2004
40849-39,0,1,1,2004
40849-84,0,1,0,2004
40850-20,0,0,1,2004
40993-12,0,0,1,2004
40995-55,0,1,0,2004
40997-80,0,1,1,2004
40998-88,0,0,1,2004
40998-97,0,0,0,2004
41001-49,0,1,0,2004
41002-75,0,0,0,2004
41003-11,0,0,1,2004
41009-86,0,0,0,2004
41009-95,0,0,0,2004
41012-11,0,0,1,2004
41013-28,0,1,1,2004
41014-54,1,1,1,2004
41016-79,1,0,1,2004
41017-06,0,0,0,2004
41017-15,0,0,1,2004
41017-24,0,0,0,2004
41020-03,0,0,1,2004
41020-84,0,1,1,2004
41021-92,0,0,1,2004
41680-18,0,1,0,2004
41693-68,1,0,1,2004
41699-53,0,0,0,2004
41701-51,0,1,0,2004
41706-10,1,1,1,2004
41747-05,0,1,0,2004
41762-98,0,0,0,2004
41771-53,0,0,1,2004
41895-55,0,0,0,2004
42114-25,0,1,1,2004
42134-05,0,1,0,2004
42155-83,0,0,0,2004
42156-01,1,0,1,2004
42183-19,1,0,1,2004
42202-18,0,1,0,2004
42202-81,1,0,1,2004
42205-24,0,1,1,2004
42205-42,1,1,0,2004
42242-14,0,0,1,2004
42246-64,0,0,0,2004
42246-73,0,1,1,2004
42247-63,0,1,0,2004
42248-71,0,0,0,2004
42252-85,0,1,1,2004
42256-63,1,0,1,2004
42258-16,0,1,0,2004
42259-24,0,1,1,2004
42264-91,0,1,0,2004
42278-77,0,0,0,2004
42278-86,0,0,0,2004
42282-37,1,0,1,2004
42283-18,0,1,0,2004
42297-04,0,1,0,2004
42300-10,1,0,1,2004
42304-60,0,0,1,2004
42305-95,0,0,1,2004
42308-83,1,0,1,2004
42336-37,0,1,0,2004
42340-15,0,0,1,2004
42344-47,1,0,0,2004
42348-43,1,0,1,2004
42348-97,1,0,1,2004
42349-87,1,0,1,2004
42360-22,0,1,0,2004
42360-31,0,1,1,2004
42363-73,0,0,0,2004
42365-62,0,0,0,2004
42465-43,0,0,1,2004
42476-86,1,0,1,2004
42488-47,0,1,0,2004
42520-24,0,0,1,2004
42711-76,0,0,0,2004
42728-77,0,1,1,2004
42739-75,0,0,1,2004
42741-91,1,0,1,2004
42757-93,0,1,1,2004
42767-20,0,0,0,2004
42775-48,0,0,1,2004
42784-39,0,0,0,2004
42787-63,1,0,0,2004
42788-26,0,1,1,2004
42796-99,0,0,0,2004
42833-44,0,1,1,2004
42833-98,0,0,1,2004
42834-43,1,0,1,2004
42837-67,0,1,0,2004
42839-74,0,1,0,2004
42839-92,0,1,0,2004
42840-73,0,1,1,2004
42840-82,0,1,0,2004
42841-27,0,1,0,2004
42846-31,0,0,1,2004
42849-46,0,1,0,2004
42850-00,0,1,0,2004
42852-25,0,1,1,2004
42858-91,0,1,1,2004
42871-51,0,1,1,2004
42874-30,0,1,0,2004
42876-55,0,1,0,2004
42889-96,0,1,0,2004
42906-61,1,1,1,2004
42909-13,0,0,1,2004
42909-58,1,1,1,2004
42925-33,0,1,1,2004
42926-23,0,1,1,2004
42944-05,1,0,1,2004
42955-30,1,0,1,2004
42968-17,1,0,0,2004
42999-58,1,0,1,2004
43039-27,0,1,1,2004
43044-13,0,0,0,2004
43058-08,0,1,0,2004
43064-47,0,1,1,2004
43076-53,1,1,0,2004
43081-57,0,1,0,2004
43125-94,1,0,1,2004
43133-95,0,1,1,2004
43140-61,0,0,0,2004
43226-11,0,0,1,2004
44459-02,1,0,0,2004
44791-39,1,0,1,2004
44792-56,1,0,0,2004
47291-95,1,0,1,2004
47658-25,0,0,1,2004
47659-78,1,0,1,2004
48126-25,0,0,1,2004
49309-12,1,0,0,2004
49310-02,1,1,1,2004
49310-11,0,1,1,2004
50880-43,0,0,0,2004
50893-66,0,0,1,2004
50901-76,0,1,0,2004
50901-85,0,1,0,2004
50901-94,0,1,1,2004
50906-26,1,0,1,2004
50911-84,1,1,1,2004
50913-46,0,0,1,2004
50917-42,0,0,1,2004
50919-40,0,0,0,2004
50924-26,0,1,1,2004
50925-70,1,0,0,2004
50927-05,1,1,1,2004
50933-17,0,0,1,2004
50937-31,1,0,1,2004
50951-71,1,0,1,2004
50973-04,0,1,1,2004
50973-49,0,1,1,2004
50974-39,0,0,0,2004
50980-60,1,1,1,2004
50987-89,0,1,0,2004
50987-98,1,0,1,2004
50990-59,0,0,1,2004
50991-31,0,1,1,2004
50991-58,0,0,0,2004
50993-92,0,0,0,2004
51000-49,1,1,1,2004
51001-03,1,0,1,2004
51001-57,0,1,0,2004
51001-93,0,1,0,2004
51004-09,0,0,1,2004
51004-18,1,1,1,2004
51004-54,0,1,1,2004
51004-81,0,1,1,2004
51005-08,1,0,1,2004
51005-80,0,1,1,2004
51009-49,0,1,1,2004
51016-78,0,0,0,2004
51020-65,0,1,1,2004
51023-26,0,1,1,2004
51025-42,0,0,1,2004
51029-47,1,1,1,2004
51033-07,0,0,0,2004
51035-41,0,0,1,2004
51036-49,0,0,0,2004
51037-48,1,0,1,2004
51038-29,0,0,0,2004
51041-26,0,0,0,2004
51042-43,0,1,0,2004
51042-70,0,0,1,2004
51043-51,0,0,1,2004
51044-86,0,1,1,2004
51048-28,0,1,0,2004
51048-37,1,1,1,2004
51048-55,1,0,1,2004
51050-17,0,1,0,2004
51057-82,1,0,1,2004
51061-15,1,0,1,2004
51061-60,1,1,0,2004
51062-77,0,1,1,2004
51063-31,0,0,1,2004
51063-49,0,1,1,2004
51069-07,0,1,0,2004
51073-93,0,0,0,2004
51076-45,0,1,1,2004
51076-63,0,0,1,2004
51076-81,0,0,0,2004
51077-08,1,1,1,2004
51077-44,0,0,0,2004
51084-55,0,0,1,2004
51085-54,0,1,0,2004
51089-77,0,0,1,2004
51090-58,0,1,0,2004
51094-72,1,1,0,2004
51094-99,0,0,0,2004
51095-17,0,0,1,2004
51095-26,0,1,1,2004
51099-22,0,0,0,2004
51106-87,1,0,1,2004
51106-96,0,0,1,2004
51111-19,0,1,1,2004
51118-21,0,1,1,2004
51125-05,1,0,0,2004
51126-40,1,1,1,2004
51131-71,0,1,1,2004
51132-34,0,0,0,2004
51136-30,0,0,1,2004
51161-05,0,1,1,2004
51167-26,0,1,1,2004
51167-44,0,0,1,2004
51167-62,0,1,1,2004
51180-58,0,1,1,2004
51181-84,0,1,0,2004
51187-33,0,0,1,2004
51189-85,0,1,0,2004
51189-94,0,1,0,2004
51191-65,0,0,0,2004
51199-03,0,1,1,2004
51201-10,0,1,1,2004
51204-16,0,1,1,2004
51209-02,1,1,1,2004
51212-98,0,0,0,2004
51216-04,0,0,0,2004
51216-67,0,1,1,2004
51219-01,0,1,1,2004
51243-40,0,0,0,2004
51246-64,1,0,1,2004
51249-07,0,0,0,2004
51249-34,0,1,1,2004
51257-26,1,0,1,2004
51258-61,0,1,0,2004
51262-57,0,0,1,2004
51262-93,1,0,1,2004
51265-09,0,0,0,2004
51269-50,0,0,0,2004
51273-01,0,1,1,2004
51279-40,0,1,1,2004
51279-67,0,0,0,2004
51288-13,0,0,0,2004
51288-22,0,1,0,2004
51290-83,1,1,1,2004
51312-25,1,0,1,2004
51312-97,0,0,0,2004
51313-15,0,0,0,2004
51322-24,0,0,0,2004
51341-86,0,0,1,2004
51375-97,0,0,0,2004
51376-15,0,0,0,2004
51389-83,0,0,0,2004
51391-54,0,0,0,2004
51399-28,0,0,1,2004
51405-22,0,0,1,2004
51409-27,0,1,1,2004
51410-53,1,0,1,2004
51428-17,1,0,1,2004
51435-10,0,0,0,2004
51437-44,0,0,0,2004
51438-79,0,0,1,2004
51440-95,0,0,0,2004
51441-85,0,1,1,2004
51448-87,0,0,0,2004
51454-99,0,1,0,2004
51455-80,0,1,0,2004
51464-98,0,0,1,2004
51468-94,0,1,0,2004
51477-85,0,0,0,2004
51478-39,0,0,1,2004
51485-32,1,0,1,2004
51485-95,0,0,0,2004
51486-40,0,1,0,2004
51488-74,0,1,1,2004
51490-27,0,0,0,2004
