Investor_Id,date,avg_own_dist,avg_syn_dist,status,first,IT,early,age
10133-20,2011,0.2652782678677841,0.09676468124263926,0.2025165900450377,0,1,1,14
10133-20,2012,0.20586969255864304,0.16244963786058542,-0.534998166619848,0,1,1,15
10133-20,2013,0.3089536899910955,0.27648023574572367,-0.7136767307546302,0,1,1,16
10133-20,2014,0.2836953264080036,0.44356591703213594,2.25763632466986,0,1,1,17
10133-20,2015,0.3041107469575593,0.2695968447507151,-0.7274735386646726,0,1,1,18
10134-73,1999,0.1275340174945214,0.12003439438966176,-4.569429344010858,1,1,1,3
10134-73,2000,0.032054383350801685,0.19014696265983874,-0.9898531255699278,0,1,1,4
10134-73,2001,0.08352780779277758,0.11470941705053236,0.24937678870032007,0,1,1,5
10134-73,2003,0.09832070368257287,0.14794078889580692,0.35304180641934224,0,1,1,7
10134-73,2004,0.1596639006167403,0.08728598283432004,-2.404358354425944,0,1,1,8
10134-73,2005,0.19403691612170623,0.2817399643704503,2.176836384422805,0,1,1,9
10134-73,2006,0.19619667870314764,0.18981315741733812,0.9226780023528364,0,1,1,10
10134-73,2007,0.14782761141051115,0.20288521768222,1.403165597827479,0,1,1,11
10134-73,2008,0.16867978763298822,0.2058928714817815,-0.7623568485145296,0,1,1,12
10134-73,2009,0.17431388924005697,0.15312850140123807,0.5177616354153655,0,1,1,13
10134-73,2010,0.18552978594175926,0.23540631282791302,-0.29134640257721883,0,1,1,14
10134-73,2011,0.21389276319457504,0.16447640709088654,0.6369529525723944,0,1,1,15
10134-73,2012,0.20274204133054555,0.21343888857182194,-0.6866808911654774,0,1,1,16
10134-73,2013,0.2583165933029737,0.2838719549957843,0.2283484970695792,0,1,1,17
10134-73,2014,0.23810408675804473,0.2536318015903722,0.6942037859647963,0,1,1,18
10134-73,2015,0.3374510654672941,0.3795632906120274,-0.057130540891992876,0,1,1,19
10135-81,2000,0.22110254378428024,0.05316098249899434,0.03780168028794221,1,1,0,4
10135-81,2002,0.17323661688444789,0.1639514533616661,-2.6119661729759858,1,1,0,6
10135-81,2003,0.16348605622647197,0.1722108820622022,0.020574121281267867,1,1,0,7
10135-81,2004,0.1649770423258513,0.13923164810604205,-1.3187330036574252,1,1,0,8
10135-81,2006,0.2510403282383839,0.17171308291073203,-1.6260204772633151,0,1,0,10
10135-81,2007,0.15949810421325544,0.079407877447421,-0.9838212327534724,0,1,0,11
10135-81,2008,0.15619034993741707,0.07779225783662282,-1.8032811277240428,0,1,0,12
10135-81,2010,0.22276000910799523,0.22522514172362354,0.4139094558031101,0,1,0,14
10135-81,2012,0.22816578133021329,0.246888312158454,-2.2743984180903762,0,1,0,16
10135-81,2013,0.2452073697130415,0.24953639751364917,-3.7825673278820515,0,1,0,17
10135-81,2014,0.2683482713503179,0.19327962125694337,-0.8095569049485212,0,1,0,18
10135-81,2015,0.38729020793472224,0.30767906180875976,-0.5367263475604178,0,1,0,19
10139-41,1994,0.022251317600048087,0.1591613041694056,5.3131521650820215,0,1,0,0
10139-41,1999,0.1593438823418935,0.09549992003881369,1.349621794712613,0,1,1,5
10139-41,2001,0.24049059423524974,0.45216577270253333,-0.7362602143874292,0,1,1,7
10139-41,2002,0.16838230005342703,0.0981059650766526,1.8387012761882988,0,1,1,8
10139-41,2003,0.17332359641429365,0.056289535347602906,0.44253755150575536,0,1,1,9
10139-41,2004,0.15024298283397924,0.13977197012320625,0.4376477083230488,0,1,1,10
10139-41,2005,0.17270593300044432,0.11991663515712975,-0.38713299562579156,0,1,1,11
10139-41,2006,0.1993973105130596,0.2994132926874235,-1.847180207581619,0,1,1,12
10139-41,2007,0.136040615554987,0.08710376936403803,0.42578212519640113,0,1,1,13
10139-41,2008,0.14697322067395338,0.14989145490056846,0.8238382593537324,0,1,1,14
10139-41,2009,0.1930975242365792,0.16076343069949414,0.5109689904716291,0,1,1,15
10139-41,2010,0.19030032327839014,0.24303215636690723,-0.7380372723570959,0,1,1,16
10139-41,2011,0.22661641239683727,0.24938474006418268,-0.20898903751911277,0,1,1,17
10139-41,2012,0.23481549709311833,0.22264274856915392,0.14502413385368995,0,1,1,18
10139-41,2013,0.2425268373596859,0.2233672755355073,0.634714521329961,0,1,1,19
10139-41,2014,0.2366632397049777,0.2450871806991982,0.009266029792233616,0,1,1,20
10139-41,2015,0.2708387385218036,0.29509270506813523,-0.9547580652230473,0,1,1,21
10146-16,1999,0.2382430861279535,0.03201821646414988,0.37686015208336976,0,1,1,3
10146-16,2001,0.17111078955807735,0.08273067312491954,4.633924356711996,0,1,1,5
10146-16,2002,0.1717479156942074,0.074715741329581,2.459448847382478,0,1,1,6
10146-16,2003,0.1737254348955201,0.10926571586014341,-1.171208101322174,0,1,1,7
10146-16,2004,0.1376748981567193,0.13653089120353878,1.9351342477990887,0,1,1,8
10146-16,2005,0.1705032787977922,0.22660036510987447,-0.9669178949115447,0,1,1,9
10146-16,2006,0.16075920763649468,0.18393930430580457,-0.51403490505040506,0,1,1,10
10146-16,2007,0.1394660595535875,0.15288059188979009,-0.3596243881951608,0,1,1,11
10146-16,2008,0.12802785243171902,0.11124331172622698,1.3614144648311601,0,1,0,12
10146-16,2009,0.15296029257700333,0.09498346130773819,0.6620138178287961,0,1,0,13
10146-16,2010,0.19942806163792415,0.23269502834351294,0.2774020628673398,0,1,0,14
10146-16,2011,0.09969369240134769,0.16288455975798757,-2.1290571596035948,0,1,0,15
10146-16,2012,0.16926534871431254,0.1391406276816808,-1.2009170640098188,0,1,0,16
10146-16,2013,0.1684723077610679,0.20739674840989292,1.6279086773610867,0,1,0,17
10146-16,2014,0.17296464529956612,0.14612250209279662,0.25005058514775075,0,1,0,18
10146-16,2015,0.2735171187982612,0.19498535884912746,-0.1847394030280449,0,1,0,19
10156-69,2003,0.2165507458924279,0.22605169776302741,-1.8126199523395106,0,0,0,0
10156-69,2004,0.21727985733716787,0.2289107410795746,-8.266181242728889,0,0,0,1
10156-69,2005,0.15265414202650174,0.15225376147180186,4.664070958718304,0,1,0,2
10156-69,2006,0.13572201883319532,0.30672664524645427,11.618209285876157,0,1,0,3
10156-69,2007,0.13828265857105868,0.10232345124129087,-0.44897566801900535,0,1,0,4
10156-69,2008,0.11380790567994242,0.22084270924910007,-2.2636016144685076,0,1,0,5
10156-69,2009,0.2286815733450666,0.27061178899702737,0.008883623020678232,0,1,0,6
10156-69,2010,0.14518124409509842,0.08822792751430637,-4.647292652972917,0,1,0,7
10156-69,2011,0.09279406522598098,0.11621709991466647,-2.2706566432524973,0,1,0,8
10156-69,2012,0.1189660838419562,0.2672200054367815,3.350223754076264,0,1,0,9
10156-69,2013,0.19996406048428375,0.150049188308088,0.6119692362563106,0,1,0,10
10156-69,2014,0.15823412726496358,0.4982650985253239,-1.6247809799559771,0,1,0,11
101626-39,2015,0.3490877108953603,0.34004625420519846,-2.0266794680876385,0,0,1,0
101670-94,2014,0.22875674052797987,0.32931066997079944,0.006884592418174433,0,0,1,0
10181-17,2000,0.10475879509624936,0.13145807178440255,-0.6667864836015608,0,0,1,6
10181-17,2001,0.08610297052756828,0.17659986186768653,0.6062333801067605,0,0,1,7
10181-17,2002,0.20811878258861735,0.19836677631274974,-0.23943447865692524,0,0,1,8
10181-17,2003,0.2021883590994937,0.176613661594514,-0.20105022001196518,0,0,1,9
10181-17,2004,0.20327532789819727,0.1716060799938782,2.9707344927520154,0,0,1,10
10181-17,2005,0.16378576006246814,0.3979672132991985,-0.4495127928939918,0,0,1,11
10181-17,2006,0.15645462225697102,0.14287299744320073,-1.086930745597832,0,0,0,12
10181-17,2007,0.21867977480202846,0.10513040820675881,-2.0611527314656217,0,0,1,13
10181-17,2008,0.21500882040420927,0.1565862847528852,0.24566453838539454,0,0,1,14
10181-17,2009,0.15866802767261665,0.12479212979506019,-0.0766997847359748,0,0,0,15
10181-17,2010,0.20350634916871327,0.16899527187495897,1.5208582883493849,0,0,0,16
10181-17,2011,0.24110453149354316,0.13218837697517358,-0.9712507584470047,0,0,0,17
10181-17,2012,0.25610264965765817,0.29016801597197606,0.8889896636611637,0,0,0,18
10181-17,2013,0.2869246329634608,0.39958922668453223,0.6290201892082986,0,0,0,19
10195-75,1999,0.24262984225629136,0.1402188139616514,-12.954567727865836,0,0,0,0
10195-75,2002,0.23048783845468535,0.40888181863953965,0.10363933142620053,0,1,0,3
10195-75,2003,0.1444265993237733,0.09450763783368976,-1.0958386648200993,0,1,0,4
10195-75,2004,0.17532603775463684,0.12635144499810305,1.3899523844575048,0,1,0,5
10195-75,2006,0.2214062701620915,0.08267434337764361,1.119710119036643,0,1,0,7
10195-75,2007,0.19792366128808567,0.16838111848261061,1.9938255823817237,0,1,0,8
10195-75,2008,0.1706997837881525,0.14335255321081947,-2.2307051269023304,0,1,0,9
10195-75,2011,0.2812479992971731,0.40096452414348305,2.27383982466601,0,1,0,12
10195-75,2012,0.26395170327172573,0.1904095678439075,0.3143851199659015,0,1,0,13
10195-75,2013,0.14825411444299658,0.12147196076936487,1.712707065437188,0,1,0,14
10195-75,2014,0.1907568999227482,0.17624229418510717,0.21845462240288488,0,1,0,15
10195-75,2015,0.39062288069457374,0.4656684802023488,0.5855559717761692,0,1,0,16
10215-64,2001,0.28943254890119957,0.34847853284850977,0.19402259248797837,0,0,1,3
10215-64,2002,0.2267069902191801,0.2672986072595107,-6.50339186477613,0,0,1,4
10215-64,2003,0.1463333013110087,0.21603054823176837,0.6593402832906566,0,0,1,5
10215-64,2004,0.1998947600406693,0.16410071590211428,3.0348359385202923,0,0,0,6
10215-64,2007,0.16153385937833803,0.23445974139482958,-1.6329603118679183,0,0,0,9
10215-64,2012,0.23355202963903593,0.20447630532812777,0.08845565208558485,0,0,0,14
10215-64,2015,0.36094275270511106,0.43234106851190923,-0.34722215994806227,0,0,0,17
10215-73,2002,0.09111934202255323,0,0.07742133172352555,0,0,1,1
10215-73,2003,0.026661636219492288,0.13138361107886487,0.0388136262197197,0,0,0,2
10215-73,2006,0.08346289937302213,0.21130384588788137,0.35896289606127096,1,0,1,5
10215-73,2007,0.1847659614470016,0.17294769146355982,0.3235538002981191,0,0,1,6
10215-73,2009,0.17153290299042126,0.1926023768560115,2.304371940880947,0,0,0,8
10215-73,2013,0.230103132813211,0.09468963460809557,0.15642096508664657,0,0,0,12
10215-73,2014,0.18472913385646222,0.24978663920135036,-3.5627764821422168,0,0,0,13
102158-83,2015,0.34175946413903113,0.1323745436891767,-1.2960649436884486,0,1,1,6
10228-51,2003,0,0.16030932356298067,-1.7217581380965974,1,0,1,5
10228-51,2004,0.10098363236511548,0.23048632625056667,-3.117619051813651,0,0,1,6
10228-51,2005,0.2610614559539166,0.19998914938290405,2.7966311138321043,0,0,1,7
10228-51,2006,0.11329582696750529,0.16381538336423948,-1.429100563939385,0,0,1,8
10228-51,2007,0.14014225019924972,0.2845059696966983,0.8711326061474239,0,0,1,9
10228-51,2008,0.21859299340288613,0.2005479373294436,-0.559962501672442,0,0,1,10
10228-51,2009,0.14143673173966617,0.1687164735813182,-0.82153903241991,0,0,1,11
10228-51,2010,0.117218337866253,0.18393262709134414,1.0605760627128635,0,0,1,12
10228-51,2012,0.20428388807987605,0.4301499468858181,0.737200269163338,0,0,1,14
102285-10,2015,0.44743639100336013,0.367497266486799,0.0077642616498823985,0,1,1,2
10230-94,2011,0.17337246879962057,0.19627975107780646,-1.7037333326001654,0,1,0,12
102408-85,2015,0.4150729862192288,0.2737550814015763,4.182388396267683,0,1,1,1
10241-02,1998,0,0.009401850065000801,0.22165400705261834,1,0,1,3
10241-02,1999,0.11938854909644601,0.20888055020176682,1.9745556629616363,0,0,1,4
10241-02,2001,0.18505231126093225,0.10273548612059538,2.749696595344936,0,0,1,6
10241-02,2002,0.23510367831492354,0.19750977038600856,-0.4958472532075866,0,0,1,7
10241-02,2003,0.1301657197599397,0.17355496604547668,0.364223278708832,0,0,1,8
10241-02,2004,0.18103204244462515,0.22220041194809845,0.8896828666401417,0,0,1,9
10241-02,2005,0.13927462363758256,0.21930180248918066,2.1159133594879744,0,0,1,10
10241-02,2006,0.1445201730195906,0.12763423728240694,-2.0021631378075377,0,0,1,11
10241-02,2007,0.13628122806809345,0.2347414407336737,-0.9015614380998993,0,0,1,12
10241-02,2008,0.18588825176461624,0.2474265173009471,1.7799865765286649,0,0,1,13
10241-02,2009,0.11180150263597674,0.11614106193866164,1.526807954644967,0,0,1,14
10241-02,2010,0.11007838814527651,0.17880799203816103,1.239735102698373,0,0,1,15
10241-02,2011,0.1352916938871343,0.13644479687790056,2.7549950141844506,0,0,1,16
10241-02,2012,0.13997650596240666,0.16320784799496568,-0.186195149003266,0,0,1,17
10241-02,2013,0.1461280024166939,0.17716603404033987,0.03433810343464691,0,0,1,18
10241-02,2014,0.14245411658469082,0.13921438786839085,0.07723078143238843,0,0,1,19
10241-02,2015,0.17020293108281018,0.28011882694494733,0.2855457815577428,0,0,0,20
10242-91,2003,0.09045137820324196,0.054821946328899446,0.011320640980751659,0,0,0,5
10242-91,2005,0.11422210205695076,0.10895657791341883,3.3741648916620353,0,0,0,7
10242-91,2006,0.13922059073417042,0.10957414698939102,0.03935678418011371,0,0,0,8
10242-91,2007,0.13599577451014178,0.13864204959925922,0.8553968509151079,0,0,0,9
10242-91,2012,0.203006304533125,0.05688399149832314,4.025169035267953,0,0,0,14
10242-91,2013,0.19830296237549244,0.14809918466936872,-2.0579881763074033,0,0,0,15
102476-98,2012,0,0.11760746712401142,0.0012702982538893145,0,0,1,4
102495-16,2015,0.24985197018820252,0.7228263381836337,-0.19755931432560303,0,0,1,4
10271-98,1999,0.14924880291872572,0.044910247417366246,0.5287964606171711,0,1,0,4
10271-98,2000,0.19832380432769492,0.09158949452721156,2.121128239324436,0,1,0,5
10271-98,2001,0.13654898227913229,0.14265296911703493,-0.21312584310583027,0,1,0,6
10271-98,2002,0.13002015450390036,0.1077669342224652,-1.8328845268765106,0,1,0,7
10271-98,2004,0.13273065702822712,0.1866183073555525,0.9276378674135207,0,1,0,9
10271-98,2006,0.1863372624614514,0.234349310983029,2.152335619236694,0,1,0,11
10271-98,2008,0.15786557660795447,0.12061889363161327,3.9842895670083833,0,1,0,13
10271-98,2010,0.2033359322592131,0.1901882187084043,1.157798894383042,0,0,0,15
10271-98,2011,0.16854974297057324,0.5774753574837806,0.8030622011647368,0,0,0,16
10271-98,2013,0.22379676324463965,0.20696192987490572,4.808076089312822,0,1,0,18
10271-98,2014,0.29858527570513943,0.23957608469547684,-0.20147255306918258,0,1,0,19
10271-98,2015,0.3364581461802544,0.3241665954120731,0.14394229008434287,0,1,0,20
10335-25,2008,0.15876095993200484,0.07819912708960844,-1.2364052359009254,0,0,0,13
10344-70,2007,0.09517437078242538,0.1420455480467024,0.02573723411462285,1,1,1,1
10346-14,2002,0.24397209677852683,0.23560688483803244,-4.645279903411522,1,0,1,4
10346-14,2006,0.31109998106211056,0.2093153613974966,5.277822336426915,0,0,1,8
10346-14,2007,0.22535759903703123,0.1836970320709397,-6.023103789421117,0,0,1,9
10346-14,2009,0.19738790509081017,0.19018195030557353,-1.1957321781934838,0,0,0,11
10346-14,2010,0.1779178410832398,0.1877260536191848,0.3775956813320407,0,0,0,12
10346-14,2011,0.06099596269561972,0.1077415498704544,0.43806969756208436,0,0,0,13
10346-14,2012,0.20123775881335515,0.16357005466705682,0.09485968164146996,0,0,0,14
10346-14,2013,0.11818720335151296,0.17821378426321036,0.6242072162105711,0,0,0,15
10346-14,2015,0.09386788696542973,0.22170117478355356,-1.3773508771053002,0,0,0,17
10353-97,2001,0,0.5272240082519297,0.033953953685396214,0,0,1,1
10353-97,2002,0.34322525955648187,0.09276933270441379,0.1548426634470511,0,0,1,2
10357-03,2001,0.38284682955205385,0.5292300092837976,1.0496402346717333,0,1,1,2
10357-03,2009,0.18113923231404733,0.07645855385796062,2.327175690533091,0,1,1,10
10357-03,2011,0.3452015454939655,0.19101380127528392,-2.725066239738069,0,1,1,12
10357-03,2012,0.32510003837000534,0.17399366554861018,1.8901255710797504,0,1,1,13
10357-03,2013,0.34849647970833497,0.3238706978379426,-0.017394657229533032,0,1,1,14
10357-03,2014,0.3650667350481209,0.25880247448175725,-0.5604688091047548,0,1,1,15
10357-03,2015,0.48746855044548687,0.4587804747221504,1.044456788330016,0,1,1,16
10364-77,2008,0.17494934135553292,0.3040471995742943,-0.76135408270757,0,1,1,5
10364-77,2009,0.15801084918592456,0.20327348919592375,0.0923543308528605,0,1,1,6
10364-77,2010,0.2391130420380635,0.2579715786745902,-0.11524384629957528,0,1,1,7
10364-77,2011,0.15495105883285298,0.05792591537720391,0.5791173659574875,0,1,1,8
10364-77,2012,0.27413551908093664,0.4355065865656803,-3.36517358596175,0,1,0,9
10364-77,2013,0.23198284149692092,0.16759486347234098,-0.5827642934770414,0,1,1,10
10364-77,2014,0.27031182435714723,0.2767062457049491,2.594278380637554,0,1,1,11
10364-77,2015,0.3352731543008946,0.3519653631715755,0.39885538486097355,0,1,1,12
10365-13,2007,0.1679926217504646,0.3747932020853268,0.02573723411462285,1,0,1,0
10365-13,2012,0.11389257687264417,1.9365357697989537e-15,0.002540596507778629,1,0,1,5
