Investor_Id,hhi,year
11300-32,1,2001
11300-41,0.18000000000000002,2001
11300-59,0.5555555555555556,2001
11300-68,1,2001
11300-95,0.2777777777777778,2001
11301-49,1,2001
11301-94,0.5,2001
11302-48,0.3333333333333333,2001
11302-57,0.20000000000000004,2001
11302-84,0.5,2001
11302-93,0.28,2001
11303-11,0.18367346938775508,2001
11303-38,0.3333333333333333,2001
11303-56,0.10000000000000003,2001
11303-65,0.16666666666666669,2001
11303-83,0.3061224489795918,2001
11303-92,1,2001
11304-19,1,2001
11304-28,0.11627906976744187,2001
11304-73,0.1328125,2001
11305-45,1,2001
11305-63,0.3333333333333333,2001
11306-17,0.20000000000000004,2001
11306-35,0.28,2001
11306-44,0.5555555555555556,2001
11306-62,0.375,2001
11307-34,0.28,2001
11307-61,1,2001
11308-51,0.13000000000000003,2001
11308-69,0.0809327846364883,2001
11309-86,1,2001
11309-95,1,2001
11310-22,1,2001
11311-66,0.5,2001
11311-93,0.3333333333333333,2001
11312-02,0.25,2001
11312-11,1,2001
11312-29,0.375,2001
11312-38,0.5,2001
11312-56,1,2001
11312-74,0.3333333333333333,2001
11312-92,0.375,2001
11313-01,0.3600000000000001,2001
11313-10,0.3600000000000001,2001
11313-28,0.12345679012345678,2001
11313-46,0.375,2001
11314-63,0.3333333333333333,2001
11314-99,1,2001
11315-71,0.5555555555555556,2001
11315-80,0.5,2001
11315-89,0.3600000000000001,2001
11316-79,0.1836734693877551,2001
11317-15,1,2001
11317-42,0.154320987654321,2001
11317-60,0.16666666666666669,2001
11318-32,1,2001
11318-77,0.0723155588020453,2001
11318-86,0.18367346938775508,2001
11319-04,0.375,2001
11319-67,0.510204081632653,2001
11319-94,1,2001
11320-03,0.375,2001
11320-48,0.375,2001
11320-66,0.08677685950413222,2001
11322-28,0.1597222222222222,2001
11322-46,0.2222222222222222,2001
11322-91,0.5,2001
11323-00,1,2001
11324-08,0.38775510204081637,2001
11324-26,0.5,2001
11324-44,1,2001
11324-80,0.1836734693877551,2001
11325-43,0.2066115702479339,2001
11325-61,0.25,2001
11325-70,1,2001
11325-79,0.5,2001
11326-24,0.18518518518518517,2001
11326-33,0.06295525494276791,2001
11327-32,0.5,2001
11327-41,1,2001
11327-95,0.2777777777777778,2001
11328-13,0.3333333333333333,2001
11328-22,0.20000000000000004,2001
11328-40,0.5,2001
11328-49,0.12888888888888891,2001
11328-58,0.5555555555555556,2001
11328-67,0.14000000000000004,2001
11328-76,0.44,2001
11329-21,1,2001
11329-30,0.5,2001
11329-84,1,2001
11330-02,1,2001
11330-38,0.12962962962962965,2001
11330-65,1,2001
11330-83,0.1875,2001
11331-01,1,2001
11331-28,0.20000000000000004,2001
11331-37,0.08673469387755103,2001
11331-46,0.3333333333333333,2001
11331-91,0.2777777777777778,2001
11333-26,0.10222222222222223,2001
11333-44,0.22222222222222227,2001
11334-25,0.5,2001
11335-42,0.08390022675736958,2001
11336-32,0.20000000000000004,2001
11336-68,1,2001
11336-77,0.22222222222222227,2001
11336-95,0.5,2001
11337-31,1,2001
11337-58,1,2001
11337-76,0.2222222222222222,2001
11338-03,0.20000000000000004,2001
11338-12,0.11111111111111112,2001
11338-48,0.42857142857142855,2001
11338-93,0.5,2001
11339-29,1,2001
11339-74,0.25,2001
11340-01,0.18000000000000002,2001
11340-28,0.28,2001
113780-71,1,2001
11392-75,1,2001
11409-76,1,2001
11410-66,1,2001
11435-05,0.5,2001
114460-39,1,2001
114461-02,1,2001
11456-83,0.5,2001
11550-52,0.5,2001
11605-96,0.18367346938775508,2001
11665-72,0.3333333333333333,2001
11763-55,1,2001
11820-97,1,2001
11851-57,0.14000000000000004,2001
11851-66,0.1875,2001
11852-02,1,2001
11852-47,0.5,2001
11859-67,1,2001
11867-23,0.0892857142857143,2001
118768-15,1,2001
11877-94,1,2001
119661-13,1,2001
11984-32,1,2001
12062-44,1,2001
12075-22,0.06763787721123829,2001
121784-59,1,2001
121872-88,1,2001
121873-15,1,2001
121873-24,1,2001
123123-88,1,2001
124115-32,1,2001
12429-28,0.5555555555555556,2001
124929-64,1,2001
12604-06,0.08650519031141869,2001
12604-33,0.18055555555555555,2001
12621-34,1,2001
12643-03,1,2001
12646-00,0.3600000000000001,2001
12685-51,1,2001
12747-97,1,2001
12749-50,0.3600000000000001,2001
12768-94,0.28,2001
13174-21,1,2001
13174-75,1,2001
135925-48,0.5,2001
140170-96,0.5,2001
14138-74,1,2001
14144-86,0.5,2001
14160-25,0.5,2001
14777-20,1,2001
14778-91,0.5,2001
14783-59,0.5,2001
148140-46,1,2001
149516-20,1,2001
149992-48,1,2001
150696-19,0.5,2001
151294-06,0.28,2001
152980-03,1,2001
159450-85,1,2001
159946-66,1,2001
161779-69,1,2001
161783-74,1,2001
165952-81,1,2001
166560-67,1,2001
166709-71,1,2001
167041-63,1,2001
168365-44,1,2001
168966-73,1,2001
169062-49,1,2001
170583-31,1,2001
179240-41,0.3223140495867768,2001
181916-83,1,2001
181918-00,1,2001
183414-16,1,2001
183414-97,1,2001
183847-87,1,2001
184229-92,0.5555555555555556,2001
224492-59,1,2001
226161-01,0.5,2001
226559-44,1,2001
228561-49,1,2001
25121-17,1,2001
25163-83,0.1875,2001
25164-64,0.25,2001
25164-82,0.5,2001
25197-58,0.5555555555555556,2001
25257-16,0.5,2001
25257-43,0.5,2001
25310-62,0.21875,2001
25915-87,1,2001
26033-86,1,2001
27099-91,1,2001
29407-24,0.5,2001
39276-28,1,2001
39709-18,1,2001
39717-73,0.5,2001
39760-30,1,2001
39894-31,0.12426035502958582,2001
40402-09,1,2001
40425-49,0.375,2001
40433-32,1,2001
40443-13,0.38775510204081637,2001
40445-56,0.13609467455621305,2001
40668-76,1,2001
40683-79,0.16049382716049382,2001
40744-00,1,2001
40764-07,0.5,2001
40780-45,1,2001
40829-14,1,2001
40849-84,0.06666666666666667,2001
40995-55,0.5555555555555556,2001
40997-80,0.5,2001
40998-88,0.25,2001
40998-97,0.2222222222222222,2001
41001-49,1,2001
41002-75,0.5,2001
41003-11,0.5,2001
41009-95,0.5,2001
41012-11,0.375,2001
41013-28,1,2001
41014-54,0.20000000000000004,2001
41016-79,1,2001
41017-06,1,2001
41017-15,1,2001
41017-24,1,2001
41020-03,1,2001
41020-84,0.5555555555555556,2001
41680-18,1,2001
41693-68,0.375,2001
41695-39,0.5,2001
41699-53,0.3888888888888889,2001
41747-05,1,2001
41895-55,1,2001
42114-25,1,2001
42134-05,0.28,2001
42155-83,1,2001
42202-18,0.2222222222222222,2001
42205-24,0.5555555555555556,2001
42205-42,1,2001
42242-14,1,2001
42246-64,0.5555555555555556,2001
42246-73,0.5555555555555556,2001
42247-63,0.375,2001
42248-71,0.28,2001
42252-85,1,2001
42258-16,1,2001
42259-24,0.2222222222222222,2001
42259-87,1,2001
42264-91,1,2001
42270-13,1,2001
42278-77,0.3333333333333333,2001
42297-58,1,2001
42297-94,1,2001
42304-60,0.5,2001
42309-91,1,2001
42336-37,0.16666666666666669,2001
42340-15,1,2001
42344-47,1,2001
42348-97,0.22448979591836732,2001
42349-87,0.5,2001
42360-31,1,2001
42711-76,1,2001
42739-75,0.09876543209876543,2001
42767-02,1,2001
42767-20,0.5555555555555556,2001
42775-48,0.375,2001
42788-26,1,2001
42837-67,0.375,2001
42840-55,1,2001
42840-73,0.3333333333333333,2001
42841-27,0.5,2001
42846-31,1,2001
42849-46,0.5,2001
42850-00,1,2001
42852-25,0.14285714285714285,2001
42858-91,1,2001
42871-51,0.16049382716049387,2001
42876-55,1,2001
42878-80,1,2001
42889-96,1,2001
42906-61,1,2001
42925-33,1,2001
42944-05,1,2001
42955-30,0.3888888888888889,2001
43039-27,0.26530612244897955,2001
43064-47,0.5,2001
43081-57,0.5,2001
43133-95,0.12244897959183673,2001
43140-61,0.25,2001
43226-11,1,2001
44459-02,1,2001
44791-39,0.5555555555555556,2001
47658-25,1,2001
48126-25,1,2001
49309-12,1,2001
49310-02,0.5,2001
49310-11,0.5555555555555556,2001
50837-23,1,2001
50880-43,1,2001
50893-66,1,2001
50901-76,1,2001
50901-85,1,2001
50901-94,0.44000000000000006,2001
50911-84,0.3333333333333333,2001
50919-40,0.5,2001
50924-26,1,2001
50927-05,0.5,2001
50973-04,0.375,2001
50973-49,0.5555555555555556,2001
50974-39,0.25,2001
50980-60,0.5,2001
50987-89,1,2001
50987-98,1,2001
50990-59,1,2001
50993-92,0.5,2001
51001-57,1,2001
51004-09,1,2001
51004-54,0.25,2001
51004-81,0.5,2001
51005-80,0.25,2001
51016-78,0.346938775510204,2001
51020-65,0.3333333333333333,2001
51025-42,1,2001
51038-29,1,2001
51041-26,0.5,2001
51043-51,0.5,2001
51043-87,1,2001
51044-86,1,2001
51048-10,1,2001
51048-28,0.5,2001
51048-37,0.3333333333333333,2001
51050-17,0.3333333333333333,2001
51058-00,1,2001
51062-77,0.5555555555555556,2001
51063-31,1,2001
51063-49,0.3333333333333333,2001
51076-45,0.16049382716049382,2001
51076-81,1,2001
51077-08,1,2001
51077-44,0.3600000000000001,2001
51084-55,1,2001
51085-54,0.3333333333333333,2001
51089-77,1,2001
51090-58,1,2001
51094-99,0.5,2001
51095-17,1,2001
51095-26,0.28,2001
51106-96,0.2777777777777778,2001
51111-19,1,2001
51118-21,0.5,2001
51131-71,0.28,2001
51161-05,0.25,2001
51167-26,0.3333333333333333,2001
51167-44,0.3333333333333333,2001
51167-62,0.5,2001
51187-33,0.3333333333333333,2001
51189-85,1,2001
51189-94,0.5,2001
51191-65,0.5,2001
51199-03,0.3333333333333333,2001
51201-10,1,2001
51216-04,0.20000000000000004,2001
51216-67,0.3333333333333333,2001
51219-01,0.42857142857142855,2001
51249-07,0.3333333333333333,2001
51257-26,0.375,2001
51258-61,0.375,2001
51262-57,1,2001
51265-09,0.20000000000000004,2001
51273-01,0.20000000000000004,2001
51279-40,1,2001
51280-03,1,2001
51288-13,1,2001
51288-22,1,2001
51290-83,0.5,2001
51312-25,0.2777777777777778,2001
51313-15,1,2001
51375-97,1,2001
51376-15,1,2001
51383-98,1,2001
51389-83,1,2001
51391-54,1,2001
51409-27,1,2001
51410-17,1,2001
51435-01,1,2001
51435-10,1,2001
51438-79,0.26530612244897955,2001
51440-95,0.5,2001
51441-85,0.625,2001
51454-00,1,2001
51454-36,1,2001
51454-99,0.3333333333333333,2001
51455-80,1,2001
51456-52,1,2001
51464-98,0.5555555555555556,2001
51478-39,1,2001
51478-57,1,2001
51486-13,1,2001
51486-40,0.3333333333333333,2001
51488-74,0.5,2001
51490-72,0.33333333333333337,2001
51491-98,0.3333333333333333,2001
51509-53,1,2001
51516-10,0.52,2001
51518-53,1,2001
51529-33,0.5,2001
51537-52,1,2001
51566-41,1,2001
51567-58,1,2001
51599-53,0.5,2001
51609-88,1,2001
51621-94,0.375,2001
51625-09,1,2001
51625-72,1,2001
51634-00,0.44,2001
51638-05,0.11564625850340135,2001
51638-41,1,2001
51639-67,1,2001
51648-58,1,2001
51663-16,1,2001
51666-31,0.5,2001
51669-64,1,2001
51691-96,1,2001
51693-13,1,2001
51696-46,0.3333333333333333,2001
51696-64,0.2777777777777778,2001
51702-67,1,2001
51704-83,1,2001
51721-12,0.44,2001
51724-63,1,2001
51724-90,1,2001
51734-08,1,2001
51736-24,0.3333333333333333,2001
51747-13,0.6800000000000002,2001
51750-55,1,2001
51754-87,1,2001
51755-50,1,2001
51779-44,1,2001
51779-53,0.25,2001
51956-65,1,2001
52116-76,0.5,2001
52125-76,1,2001
52140-79,1,2001
52154-65,1,2001
52191-10,1,2001
52225-66,1,2001
52232-95,1,2001
52239-34,1,2001
52244-38,0.2231404958677686,2001
52248-52,1,2001
52267-69,1,2001
52272-28,0.14285714285714285,2001
52282-99,0.5555555555555556,2001
52287-04,1,2001
52291-90,1,2001
52299-64,1,2001
52304-41,1,2001
52346-71,0.3333333333333333,2001
52364-53,0.375,2001
52365-34,1,2001
52369-93,0.5,2001
52370-29,1,2001
52370-83,1,2001
52371-46,0.375,2001
52372-18,0.5,2001
52372-27,1,2001
52372-45,1,2001
52376-14,1,2001
52378-84,1,2001
52383-97,1,2001
52385-23,1,2001
52385-59,0.375,2001
52504-12,1,2001
52507-00,1,2001
52515-28,0.5,2001
52520-95,0.5,2001
52524-82,1,2001
52563-61,0.5,2001
52568-20,1,2001
52575-04,1,2001
52577-92,1,2001
52579-18,0.5555555555555556,2001
52582-96,1,2001
52589-98,0.5,2001
52593-04,0.44,2001
52606-36,1,2001
52672-78,0.5,2001
52678-54,0.375,2001
52682-95,1,2001
52685-74,1,2001
52694-47,0.5,2001
52705-81,0.14049586776859505,2001
52705-90,1,2001
52711-03,1,2001
52721-11,1,2001
52722-10,1,2001
52730-92,1,2001
52744-87,0.5,2001
52745-05,0.2345679012345679,2001
52751-80,0.5,2001
52758-10,0.5,2001
52765-57,0.25,2001
52775-83,0.25,2001
52790-68,0.25,2001
52794-10,1,2001
52833-25,0.1111111111111111,2001
52833-34,0.3333333333333333,2001
52839-91,1,2001
52899-76,1,2001
52917-22,1,2001
52955-11,1,2001
52970-77,0.5,2001
52976-71,1,2001
53003-26,1,2001
53005-78,0.5,2001
53007-31,0.5,2001
53279-74,0.5,2001
53284-51,0.3333333333333333,2001
53284-60,1,2001
53317-72,1,2001
53334-37,1,2001
53336-17,1,2001
53346-25,1,2001
53353-81,0.5,2001
53360-02,0.5,2001
53369-20,1,2001
53375-23,1,2001
53381-17,1,2001
53388-28,1,2001
53389-63,0.3600000000000001,2001
53393-41,1,2001
53395-75,1,2001
53402-68,1,2001
53404-57,1,2001
53406-55,1,2001
53411-68,1,2001
53411-77,1,2001
53430-94,1,2001
53443-09,1,2001
53444-89,1,2001
53454-25,1,2001
53455-15,1,2001
53458-21,1,2001
53460-37,1,2001
53462-80,1,2001
53465-95,1,2001
53468-29,0.6800000000000002,2001
53471-26,1,2001
53506-36,1,2001
53509-60,1,2001
53510-77,1,2001
53517-70,0.5,2001
53518-87,1,2001
53521-48,1,2001
53564-68,1,2001
53565-13,1,2001
53574-04,1,2001
53578-36,1,2001
53579-62,1,2001
53580-07,1,2001
53593-03,1,2001
53595-37,1,2001
53613-10,1,2001
53616-79,0.5,2001
53619-76,1,2001
53629-03,0.5,2001
53642-08,1,2001
53646-49,0.3333333333333333,2001
53659-27,1,2001
53733-61,0.5,2001
53733-70,1,2001
53781-58,1,2001
53788-78,1,2001
53802-64,0.5,2001
53820-46,1,2001
53820-64,1,2001
53822-89,0.3333333333333333,2001
53824-15,1,2001
53833-69,1,2001
53846-65,1,2001
53877-52,1,2001
53907-67,1,2001
53907-76,0.375,2001
53928-19,0.3333333333333333,2001
53939-35,0.3333333333333333,2001
53980-21,1,2001
53999-38,1,2001
54008-11,1,2001
54013-69,1,2001
54033-85,1,2001
54041-86,1,2001
54045-64,1,2001
54051-94,1,2001
54053-38,1,2001
54058-60,1,2001
54064-99,0.5,2001
54072-55,1,2001
54084-97,1,2001
54089-02,1,2001
54094-15,0.3333333333333333,2001
54096-49,1,2001
54103-15,0.5,2001
54114-85,1,2001
54149-23,1,2001
54174-43,1,2001
54183-52,0.5,2001
54184-51,1,2001
54185-41,0.25,2001
54195-40,1,2001
54208-09,1,2001
54215-11,1,2001
54220-69,1,2001
54312-67,1,2001
54312-85,1,2001
54321-85,0.25,2001
54334-18,1,2001
54345-25,1,2001
54369-91,0.5,2001
54376-03,1,2001
54394-48,1,2001
54462-79,1,2001
54521-47,1,2001
54541-63,0.5,2001
54581-86,1,2001
54628-12,1,2001
54663-31,1,2001
54678-52,1,2001
54679-96,1,2001
54680-23,1,2001
54688-15,1,2001
54714-34,1,2001
54760-60,0.3333333333333333,2001
54839-89,1,2001
54858-79,0.3333333333333333,2001
54895-87,1,2001
54925-66,1,2001
54942-85,1,2001
54983-26,0.5,2001
55018-00,1,2001
55138-96,0.375,2001
55326-61,1,2001
55333-36,1,2001
55387-09,1,2001
55430-29,1,2001
55445-68,0.5,2001
55536-40,1,2001
55562-23,1,2001
55582-48,1,2001
55680-31,1,2001
55681-57,0.25,2001
55696-60,0.5555555555555556,2001
55698-04,1,2001
55699-12,1,2001
55703-71,0.22448979591836732,2001
55727-02,1,2001
55747-90,1,2001
55763-65,1,2001
55772-38,1,2001
55773-73,0.5555555555555556,2001
55775-53,1,2001
55789-12,0.5,2001
55792-63,1,2001
55858-33,0.3333333333333333,2001
55887-31,1,2001
55893-43,1,2001
55935-55,1,2001
55943-38,1,2001
55971-10,1,2001
55978-03,1,2001
55982-98,1,2001
55983-97,1,2001
55985-23,1,2001
55986-40,0.5,2001
56040-94,1,2001
56065-33,1,2001
56070-01,1,2001
56095-39,1,2001
56135-89,1,2001
56141-38,1,2001
56142-55,0.3333333333333333,2001
56151-28,0.5,2001
56151-55,1,2001
56171-98,1,2001
56201-32,1,2001
56217-25,1,2001
56231-38,1,2001
56262-61,1,2001
56271-25,1,2001
56272-69,1,2001
56306-35,1,2001
56336-59,0.5,2001
56380-87,1,2001
56386-27,0.5,2001
56479-33,0.3333333333333333,2001
56513-26,1,2001
56595-16,1,2001
56598-22,1,2001
56599-57,0.15702479338842976,2001
56660-77,1,2001
56671-12,0.5,2001
56682-64,0.375,2001
56769-67,1,2001
56819-98,1,2001
56823-49,1,2001
56838-34,1,2001
56851-75,1,2001
56886-49,1,2001
57103-39,1,2001
57220-30,1,2001
57371-86,0.5,2001
57569-23,1,2001
57571-75,1,2001
57697-12,1,2001
57746-26,1,2001
57781-45,1,2001
57928-78,1,2001
57976-75,1,2001
57980-17,1,2001
58140-37,1,2001
58241-17,1,2001
58241-26,1,2001
58578-13,1,2001
58631-14,0.5,2001
58783-06,1,2001
58804-66,0.3333333333333333,2001
58917-79,1,2001
59095-45,1,2001
59134-96,1,2001
59136-58,1,2001
59193-73,1,2001
59900-77,1,2001
59902-84,0.5555555555555556,2001
59932-45,1,2001
60104-89,0.5,2001
60125-14,1,2001
60152-86,0.5,2001
60269-14,1,2001
60293-62,1,2001
60593-77,1,2001
60603-22,1,2001
60623-92,1,2001
60640-03,0.5,2001
60707-80,1,2001
60708-16,1,2001
60708-61,1,2001
60873-76,0.5,2001
60918-22,1,2001
60968-35,1,2001
61098-40,1,2001
61306-30,1,2001
61317-19,0.10743801652892562,2001
61348-42,1,2001
61456-33,0.5,2001
61637-68,1,2001
62013-97,0.5555555555555556,2001
62057-08,1,2001
62226-55,1,2001
62327-71,1,2001
62483-86,1,2001
62486-38,1,2001
62500-96,1,2001
62544-07,1,2001
62617-60,1,2001
62766-73,1,2001
62900-11,0.5,2001
62946-37,1,2001
63137-17,1,2001
63290-17,1,2001
63650-98,1,2001
63967-15,0.22448979591836732,2001
63967-33,0.18367346938775508,2001
64072-09,1,2001
64531-99,1,2001
64689-67,0.13043478260869565,2001
65241-28,1,2001
65458-90,1,2001
65912-59,1,2001
82426-69,1,2001
83336-23,1,2001
91610-83,0.5,2001
91915-66,1,2001
95663-89,0.5,2001
96644-53,1,2001
98783-56,0.5,2001
99092-80,1,2001
10020-07,0.727810650887574,2002
10022-14,0.16326530612244897,2002
10052-20,0.08650519031141868,2002
100534-78,0.5,2002
10060-57,0.5,2002
10068-04,0.12471655328798181,2002
10070-83,0.036955017301038055,2002
100761-31,0.5,2002
10077-85,0.16444444444444445,2002
10095-31,0.3333333333333333,2002
10103-41,1,2002
10109-26,0.11728395061728394,2002
10123-03,0.14000000000000004,2002
10133-20,0.05795918367346939,2002
10134-73,0.054285714285714305,2002
10135-81,0.125,2002
10139-41,0.0521875,2002
10146-16,0.10153396639883128,2002
10181-17,0.125,2002
10195-75,0.11983471074380164,2002
10215-55,0.5555555555555556,2002
10215-64,0.19444444444444442,2002
10215-73,0.375,2002
10228-51,1,2002
10230-94,0.3333333333333333,2002
10241-02,0.12326869806094182,2002
10242-91,0.28,2002
10271-98,0.07098765432098768,2002
10322-56,1,2002
10335-25,0.375,2002
10346-14,0.375,2002
10353-97,0.375,2002
10355-77,1,2002
10357-03,0.2777777777777778,2002
10367-47,0.26222222222222225,2002
10371-16,1,2002
10381-24,0.5,2002
10405-45,0.18367346938775508,2002
10411-93,0.25,2002
10416-88,1,2002
10446-40,0.08387864366448543,2002
10458-73,0.2142857142857143,2002
10521-46,0.09677419354838708,2002
10563-22,0.5,2002
10594-72,1,2002
10602-46,0.12396694214876033,2002
10618-12,1,2002
10634-77,1,2002
10639-63,0.13580246913580246,2002
10660-69,0.3333333333333333,2002
10666-90,0.5555555555555556,2002
10722-16,0.25,2002
10836-19,0.22222222222222227,2002
10884-43,1,2002
108904-69,0.5,2002
10905-04,0.2777777777777778,2002
10916-56,1,2002
10948-78,1,2002
11000-08,1,2002
11028-16,0.3333333333333333,2002
11037-07,0.5,2002
11077-21,0.5555555555555556,2002
110820-43,1,2002
110861-11,1,2002
11104-03,1,2002
11104-57,0.5,2002
11105-29,0.18367346938775508,2002
11105-38,1,2002
11105-65,0.20000000000000004,2002
11106-19,0.28,2002
11106-73,0.3333333333333333,2002
11106-82,0.44000000000000006,2002
11107-45,0.3600000000000001,2002
11107-90,0.25,2002
11108-17,1,2002
11108-44,1,2002
11108-80,0.16666666666666669,2002
11108-89,0.20987654320987653,2002
11108-98,0.26000000000000006,2002
111089-53,1,2002
11109-61,0.10726643598615918,2002
111090-79,1,2002
11110-06,0.3333333333333333,2002
11110-15,0.5,2002
11110-24,0.3333333333333333,2002
11110-33,1,2002
11110-42,1,2002
11110-69,0.24000000000000007,2002
11110-87,1,2002
11111-23,0.5,2002
11111-59,1,2002
11111-68,0.16050295857988164,2002
11111-86,0.15702479338842976,2002
11112-31,0.125,2002
11112-58,0.5,2002
11112-67,0.18518518518518517,2002
11113-84,1,2002
11114-11,0.18420499894980044,2002
11114-38,0.25,2002
11114-47,0.15306122448979592,2002
11114-56,1,2002
11114-65,0.5,2002
11114-74,0.5555555555555556,2002
11114-92,0.30612244897959184,2002
11115-19,0.25,2002
11115-28,0.12396694214876028,2002
11116-09,0.28,2002
11117-08,1,2002
11117-44,1,2002
11117-62,0.10726643598615918,2002
11118-79,0.08264462809917353,2002
11118-97,0.3333333333333333,2002
11119-42,0.28,2002
11120-32,0.25,2002
11120-41,0.5,2002
11120-59,0.17913832199546495,2002
11120-68,1,2002
11120-77,0.5061728395061729,2002
11121-49,1,2002
11121-85,0.08390022675736958,2002
11121-94,1,2002
11122-12,0.14049586776859505,2002
11122-21,0.3333333333333333,2002
11122-30,0.21875,2002
11122-48,0.25,2002
11123-20,0.15625,2002
11123-38,0.08333333333333331,2002
11124-01,0.5,2002
11124-19,0.1388888888888889,2002
11124-28,0.18367346938775508,2002
11124-46,0.3333333333333333,2002
11124-64,0.5555555555555556,2002
11124-91,1,2002
11125-00,0.21875,2002
11125-18,1,2002
11125-45,0.5555555555555556,2002
11125-99,0.5,2002
111257-20,1,2002
11126-53,1,2002
11126-62,0.28,2002
11126-80,0.28,2002
11126-89,0.16049382716049382,2002
11127-07,0.5555555555555556,2002
11127-16,0.5,2002
11127-25,0.28,2002
11127-34,0.28,2002
11127-79,0.08587257617728532,2002
11127-88,0.20000000000000004,2002
11128-06,0.12000000000000001,2002
11128-42,0.16897506925207756,2002
11128-60,1,2002
11128-69,1,2002
11129-23,0.12426035502958582,2002
11129-32,1,2002
11129-41,0.2653061224489796,2002
11129-59,0.1875,2002
11129-86,0.25,2002
11131-03,0.10059171597633138,2002
11132-20,0.06804205514778809,2002
11132-38,0.07840000000000003,2002
11132-92,1,2002
11133-01,0.07026627218934911,2002
11133-37,0.2222222222222222,2002
11134-81,0.09374999999999999,2002
11135-08,0.28,2002
11135-62,0.5,2002
11135-71,0.0789473684210526,2002
11136-16,0.5,2002
11136-61,0.5,2002
11137-51,0.5,2002
11137-69,1,2002
11137-87,0.5,2002
11138-68,0.3333333333333333,2002
11138-86,0.5,2002
11139-04,0.20000000000000004,2002
11139-13,0.21875,2002
11140-03,0.3827160493827161,2002
11140-30,1,2002
11141-38,0.44,2002
11141-65,0.13580246913580246,2002
11142-19,0.12110726643598617,2002
11142-28,0.11500000000000005,2002
11142-73,0.1695501730103806,2002
11143-27,0.2777777777777778,2002
11143-54,0.07479224376731301,2002
11145-52,0.5555555555555556,2002
11146-33,0.28,2002
11146-42,0.14285714285714285,2002
11147-05,0.44000000000000006,2002
11147-77,1,2002
11147-95,0.20000000000000004,2002
11148-04,0.1124260355029586,2002
11148-13,0.3333333333333333,2002
11148-67,0.06574394463667818,2002
11148-94,1,2002
11149-21,0.1403061224489796,2002
11149-30,1,2002
11149-93,0.15000000000000002,2002
111498-04,1,2002
11150-29,0.25,2002
11150-83,0.5,2002
11151-28,0.5,2002
11151-91,1,2002
11153-44,1,2002
11153-71,1,2002
11153-98,0.25,2002
11154-70,1,2002
11155-42,1,2002
11156-14,1,2002
11156-50,0.20000000000000004,2002
11156-77,0.16000000000000003,2002
11156-95,0.44,2002
11157-04,0.5,2002
11157-58,0.3333333333333333,2002
11157-94,0.6800000000000002,2002
11158-30,0.3333333333333333,2002
11158-48,0.28,2002
11158-57,0.5,2002
11158-84,0.2777777777777778,2002
11159-29,0.16666666666666669,2002
11159-74,0.12244897959183672,2002
11159-83,1,2002
11160-10,0.5,2002
11160-28,0.5,2002
11160-37,1,2002
11160-55,0.5555555555555556,2002
11161-36,0.26530612244897955,2002
11161-90,1,2002
11162-08,0.16581446311176043,2002
11162-17,0.3333333333333333,2002
11162-44,0.375,2002
11162-53,0.3333333333333333,2002
11163-70,0.5,2002
11164-33,0.2222222222222222,2002
11165-05,1,2002
11165-23,0.3333333333333333,2002
11165-50,0.07818930041152262,2002
11165-59,0.22222222222222227,2002
11165-68,0.13494809688581313,2002
11165-86,1,2002
11166-31,0.3333333333333333,2002
11166-49,0.1122448979591837,2002
11166-58,0.05931321540062432,2002
11166-67,0.28125,2002
11166-76,0.20987654320987653,2002
11167-93,0.5,2002
11168-02,0.19444444444444445,2002
11168-38,0.28125,2002
11168-47,0.5555555555555556,2002
11168-92,0.18000000000000005,2002
11169-46,0.3333333333333333,2002
11169-73,1,2002
11169-91,0.3061224489795918,2002
11170-36,1,2002
11170-72,0.3888888888888889,2002
11170-81,0.1523545706371191,2002
11171-08,1,2002
11171-17,0.3333333333333333,2002
11171-26,1,2002
11171-35,0.5,2002
11171-44,1,2002
11171-53,0.5,2002
11172-43,0.05333333333333335,2002
11172-61,0.12426035502958582,2002
11172-70,0.44000000000000006,2002
11173-42,0.28,2002
11173-51,0.11418685121107265,2002
11173-60,0.1655328798185941,2002
11173-78,0.2839506172839506,2002
11174-14,0.34375,2002
11174-32,0.375,2002
11174-77,0.12666666666666668,2002
11175-13,0.2066115702479339,2002
11175-76,1,2002
11175-94,0.5,2002
11176-39,0.18367346938775508,2002
11176-84,1,2002
11177-02,0.6800000000000002,2002
11177-11,0.20987654320987653,2002
11177-20,0.08093278463648831,2002
11178-19,0.5,2002
11178-46,1,2002
11178-82,1,2002
11178-91,0.3333333333333333,2002
11179-00,0.16666666666666669,2002
11179-81,0.375,2002
11179-99,0.12888888888888891,2002
11181-34,1,2002
11181-43,0.18000000000000002,2002
11181-70,0.375,2002
11181-79,0.25,2002
11182-24,0.42857142857142855,2002
11182-96,1,2002
11183-32,0.28,2002
11183-50,1,2002
11183-95,0.14000000000000004,2002
11184-40,0.5,2002
11184-49,0.13494809688581316,2002
11184-67,0.12960760998810938,2002
11184-85,0.5,2002
11186-83,0.5,2002
11186-92,0.3333333333333333,2002
11187-01,0.5555555555555556,2002
11188-27,0.3333333333333333,2002
11188-99,1,2002
11190-70,1,2002
11191-42,0.25,2002
11191-96,0.05777777777777779,2002
11192-14,1,2002
11192-41,0.14285714285714285,2002
11192-68,0.22839506172839508,2002
11193-13,0.09374999999999999,2002
11193-40,1,2002
11193-49,0.5,2002
