Investor_Id,hhi,year
93814-75,0.5,2012
94090-15,0.5,2012
94282-21,1,2012
94801-06,1,2012
95034-70,0.3333333333333333,2012
95392-81,1,2012
95533-93,0.16666666666666669,2012
95663-89,0.14197530864197533,2012
95709-61,1,2012
96060-25,1,2012
96302-71,0.5,2012
96644-53,1,2012
96654-88,0.5,2012
96674-05,1,2012
96767-11,1,2012
96993-64,0.375,2012
97118-92,0.5,2012
97185-52,1,2012
97318-54,1,2012
97350-67,1,2012
97403-59,0.14049586776859502,2012
97547-32,1,2012
97631-20,0.18367346938775508,2012
97664-68,1,2012
97899-13,0.3333333333333333,2012
97945-84,0.25,2012
98013-52,0.3333333333333333,2012
98047-09,0.5,2012
98109-19,1,2012
98210-98,0.5,2012
98229-16,1,2012
98350-75,1,2012
98475-76,1,2012
98548-30,0.5,2012
98591-05,1,2012
98634-70,0.5,2012
98677-81,0.12500000000000003,2012
98783-56,0.0703125,2012
98807-14,0.5,2012
98866-36,1,2012
99092-80,0.5,2012
99190-54,1,2012
99242-83,0.5,2012
99400-69,1,2012
99405-64,1,2012
99435-88,0.3333333333333333,2012
99443-53,0.25,2012
99756-10,0.1875,2012
99815-50,1,2012
99895-87,1,2012
100016-92,1,2013
100035-19,0.25,2013
100105-93,1,2013
100143-46,1,2013
100153-81,0.5,2013
10020-07,0.13456234576861661,2013
10022-14,0.05759870200108164,2013
100236-79,1,2013
100280-98,1,2013
100296-28,1,2013
100439-92,1,2013
100470-79,0.4,2013
10052-20,0.03972498676345334,2013
100534-78,0.5,2013
100554-04,1,2013
100575-55,0.3333333333333333,2013
100582-93,1,2013
10060-57,0.3333333333333333,2013
100624-51,0.16666666666666669,2013
10068-04,0.05794477138976915,2013
100690-93,1,2013
10070-83,0.02722304404996712,2013
100761-31,0.375,2013
10077-85,0.06955254942767948,2013
100823-50,1,2013
10095-31,0.18000000000000005,2013
10102-42,0.2777777777777778,2013
10103-41,0.5555555555555556,2013
101074-96,1,2013
10109-26,0.03628788793623958,2013
10123-03,0.0520499923792105,2013
101275-48,1,2013
10133-20,0.039195210967628555,2013
10134-73,0.030018470034390333,2013
10135-81,0.07478674866097992,2013
101363-86,1,2013
10139-41,0.03545104951129627,2013
10146-16,0.05451388888888889,2013
10155-07,0.5,2013
10156-69,0.07093425605536333,2013
10181-17,0.048427891291410424,2013
101903-14,1,2013
101913-94,1,2013
101921-50,1,2013
10195-75,0.05190259324776993,2013
10215-55,0.3600000000000001,2013
10215-64,0.1330747174903019,2013
10215-73,0.06640625,2013
102158-83,0.5,2013
10228-51,0.21597633136094677,2013
102285-10,1,2013
10230-94,0.07270233196159119,2013
10241-02,0.1629053258106516,2013
10242-91,0.039444850255661086,2013
102425-68,0.5,2013
102473-47,1,2013
102476-98,0.375,2013
102491-20,1,2013
102495-16,0.3333333333333333,2013
10271-98,0.05401431232232135,2013
10281-70,0.1875,2013
102830-95,1,2013
102848-59,1,2013
102889-27,0.25,2013
103037-59,1,2013
10322-56,1,2013
10335-25,0.1056014692378329,2013
103429-54,1,2013
10344-70,0.28,2013
10346-14,0.19028487947406866,2013
10353-97,0.28,2013
10355-77,1,2013
10357-03,0.09387503847337642,2013
10364-77,0.04236177832125074,2013
10365-13,0.14933837429111527,2013
10367-47,0.1583475367259151,2013
10371-16,1,2013
10381-24,0.11802469135802474,2013
10382-41,0.04697500301895908,2013
10388-53,0.20000000000000004,2013
10398-70,0.3910034602076125,2013
10398-97,1,2013
10401-94,0.04921579232017309,2013
104041-09,1,2013
10405-45,0.06632653061224492,2013
10411-93,0.06139438085327781,2013
104124-16,0.25,2013
104140-63,0.36,2013
104156-02,0.5,2013
10416-88,0.061562499999999964,2013
10420-66,0.34375,2013
10446-40,0.03517441254352492,2013
10449-01,1,2013
104493-70,0.5,2013
104549-23,1,2013
10458-73,0.06574394463667822,2013
104710-42,1,2013
10481-32,0.5,2013
10521-46,0.04347301050597755,2013
10522-18,0.2892561983471074,2013
10524-79,0.375,2013
10532-80,0.5,2013
105325-75,0.18367346938775508,2013
105535-18,0.16666666666666669,2013
10557-73,0.09183673469387757,2013
10560-70,0.09440000000000001,2013
10563-22,0.12283737024221453,2013
10581-22,0.20987654320987653,2013
105829-66,0.5,2013
105830-38,0.5,2013
10594-72,0.125,2013
10602-46,0.1361111111111111,2013
10615-60,0.3010204081632653,2013
10618-12,0.08802045288531771,2013
10630-27,0.12802768166089967,2013
10634-77,0.08487654320987656,2013
10639-63,0.05789254477301125,2013
10640-26,1,2013
106542-10,1,2013
10660-69,0.14705882352941185,2013
10666-90,0.099609375,2013
106721-92,1,2013
106771-51,1,2013
106807-51,1,2013
106900-39,0.128099173553719,2013
106930-45,1,2013
107105-14,0.22222222222222227,2013
10722-16,0.09171597633136096,2013
107422-39,0.20000000000000004,2013
10745-11,0.05371900826446279,2013
107502-22,1,2013
10754-47,0.2222222222222222,2013
107627-50,0.125,2013
107651-71,0.5,2013
107843-41,1,2013
107877-25,1,2013
107883-55,1,2013
107903-44,1,2013
10791-55,1,2013
107925-94,1,2013
107979-40,0.5,2013
108030-97,1,2013
108039-79,1,2013
10804-33,1,2013
108041-14,1,2013
108143-92,1,2013
108154-72,0.28,2013
108166-06,1,2013
108183-97,0.5,2013
108201-97,1,2013
108253-18,1,2013
108272-62,1,2013
108299-26,0.5,2013
108358-57,1,2013
10836-19,0.11218836565096948,2013
10845-37,0.3333333333333333,2013
108601-48,1,2013
10883-44,0.09342560553633217,2013
10884-34,0.375,2013
10884-43,0.6800000000000002,2013
108904-69,0.1715976331360947,2013
108978-22,1,2013
10905-04,0.0580545943867743,2013
10914-67,0.07407407407407408,2013
10916-56,1,2013
109176-94,1,2013
109196-92,1,2013
109237-69,1,2013
109332-64,1,2013
109340-20,1,2013
109457-56,0.3333333333333333,2013
10948-78,0.18367346938775508,2013
109500-58,0.08244757253662743,2013
109557-10,0.3333333333333333,2013
109611-01,1,2013
109665-46,0.2222222222222222,2013
109709-74,0.5,2013
109844-83,1,2013
10985-23,0.5555555555555556,2013
109862-02,1,2013
109878-85,1,2013
109898-74,1,2013
109945-45,1,2013
11000-08,0.08800000000000001,2013
110051-56,1,2013
110126-98,1,2013
11013-76,1,2013
110172-79,0.3333333333333333,2013
110230-39,1,2013
11028-16,0.10803324099722993,2013
110331-10,0.13494809688581316,2013
110338-21,1,2013
110344-69,1,2013
11037-07,0.12396694214876033,2013
11054-35,1,2013
110598-85,1,2013
11065-87,0.375,2013
110765-62,1,2013
11077-21,0.5555555555555556,2013
11077-39,1,2013
110820-43,1,2013
110858-14,0.5,2013
110861-11,1,2013
110937-70,1,2013
110953-00,1,2013
110966-59,0.3333333333333333,2013
11097-01,0.20000000000000004,2013
110989-09,1,2013
11104-03,0.2018483511867255,2013
11104-21,1,2013
11104-57,0.25,2013
11104-66,0.37603305785123964,2013
11104-84,0.109375,2013
11104-93,0.22222222222222227,2013
11105-29,0.061728395061728406,2013
11105-38,0.3333333333333333,2013
11105-65,0.14930555555555558,2013
11105-74,0.25,2013
11106-01,0.52,2013
11106-19,0.30612244897959184,2013
11106-73,0.375,2013
11106-82,0.21088435374149658,2013
11107-45,0.09763313609467457,2013
11107-63,1,2013
11107-72,0.10648423557406306,2013
11107-90,0.20000000000000004,2013
11108-17,0.07070707070707072,2013
11108-44,0.08888888888888888,2013
11108-80,0.05860113421550091,2013
11108-89,0.15976331360946747,2013
11108-98,0.25836734693877544,2013
111089-53,1,2013
11109-61,0.04637336504161714,2013
111090-79,1,2013
11110-06,0.0840220385674931,2013
11110-15,0.3333333333333333,2013
11110-24,0.05591836734693878,2013
11110-33,0.12471655328798184,2013
11110-42,0.5,2013
11110-60,0.22781065088757396,2013
11110-69,0.06476002629848783,2013
11110-78,0.14792899408284024,2013
11110-87,0.08884688090737239,2013
11110-96,0.09546313799621929,2013
11111-05,0.625,2013
11111-23,0.2222222222222222,2013
11111-41,0.14540466392318244,2013
11111-59,0.18367346938775508,2013
11111-68,0.10100641181722265,2013
11111-86,0.09387755102040815,2013
11111-95,0.16262975778546712,2013
11112-31,0.08938271604938273,2013
11112-58,0.3888888888888889,2013
11112-67,0.11989795918367346,2013
11113-03,0.2777777777777778,2013
11113-84,0.11570247933884292,2013
11114-11,0.16151795005202915,2013
11114-38,0.06960494490728299,2013
11114-47,0.06920415224913495,2013
11114-56,0.17913832199546484,2013
11114-65,0.10625000000000001,2013
11114-74,0.18222222222222223,2013
11114-92,0.14177693761814741,2013
111146-41,0.2777777777777778,2013
11115-01,1,2013
11115-19,0.18518518518518517,2013
11115-28,0.05881076388888892,2013
11115-46,0.07654320987654321,2013
11115-64,0.5,2013
11115-73,0.2,2013
11116-00,1,2013
11116-09,0.21875,2013
11117-08,0.22222222222222224,2013
11117-44,0.5,2013
11117-62,0.05502210028958998,2013
11118-25,0.13609467455621305,2013
11118-79,0.053618875544691254,2013
11118-97,0.056139654830390816,2013
11119-15,0.19526627218934914,2013
11119-42,0.09642372114078766,2013
11119-69,0.15625,2013
11120-32,0.16000000000000003,2013
11120-41,0.17346938775510207,2013
11120-59,0.11645391181768347,2013
11120-68,0.16911764705882354,2013
11120-77,0.4631379962192817,2013
11121-13,0.13777777777777778,2013
11121-49,0.78125,2013
11121-67,0.07085463842220602,2013
11121-76,0.5,2013
11121-85,0.03991760556786616,2013
11121-94,0.0910493827160494,2013
11122-12,0.05480000000000001,2013
11122-21,0.0784,2013
11122-30,0.09419454056132257,2013
11122-39,0.5,2013
11122-48,0.1597633136094675,2013
11123-20,0.07625000000000001,2013
11123-38,0.08382526564344744,2013
11124-01,0.5,2013
11124-19,0.2626886145404663,2013
11124-28,0.03863311169093511,2013
11124-46,0.3333333333333333,2013
11124-64,0.08975425330812856,2013
11124-91,0.37278106508875736,2013
111244-60,1,2013
11125-00,0.1443678897612562,2013
11125-18,0.22222222222222227,2013
11125-45,0.421875,2013
11125-63,1,2013
11125-99,0.13083497698882315,2013
111257-20,0.06371191135734072,2013
11126-17,0.44000000000000006,2013
11126-53,1,2013
11126-62,0.13421550094517956,2013
11126-80,0.0910493827160494,2013
11126-89,0.09467587435954557,2013
11127-07,0.5,2013
11127-16,0.5061728395061729,2013
11127-25,0.0534607438016529,2013
11127-34,0.07070707070707073,2013
11127-79,0.05618543713781808,2013
11127-88,0.21777777777777782,2013
11128-06,0.07730006683002896,2013
11128-33,0.08953168044077137,2013
11128-42,0.14721172022684306,2013
11128-60,0.16444444444444445,2013
11128-69,0.08650519031141868,2013
11129-23,0.05839999999999996,2013
11129-32,0.12465373961218837,2013
11129-41,0.19444444444444445,2013
11129-59,0.06841165972635334,2013
11129-86,0.1796875,2013
11130-04,0.5,2013
11131-03,0.048105534616147604,2013
11131-93,0.5,2013
11132-20,0.037105713448179485,2013
11132-38,0.04716003783613351,2013
11132-47,0.20987654320987653,2013
11132-92,0.5555555555555556,2013
11133-01,0.04765864856089905,2013
11133-37,0.1111111111111111,2013
11134-81,0.09358024691358027,2013
11135-08,0.11614317019722425,2013
11135-17,0.1523545706371191,2013
11135-26,0.15646258503401358,2013
11135-35,1,2013
11135-62,0.07142857142857144,2013
11135-71,0.038349636618335514,2013
111357-01,0.26530612244897955,2013
11136-16,0.25925925925925924,2013
11136-34,0.0801248699271592,2013
11136-61,0.09375,2013
11136-97,0.17500000000000002,2013
11137-51,0.375,2013
11137-69,0.19274376417233557,2013
11137-87,0.2345679012345679,2013
11138-68,0.055681531872008055,2013
11138-77,0.16000000000000003,2013
11138-86,0.12381852551984882,2013
111389-59,1,2013
11139-04,0.09190672153635117,2013
11139-13,0.2044707429322814,2013
11140-03,0.345679012345679,2013
11140-12,0.375,2013
11140-30,0.5510204081632654,2013
11140-75,0.3553719008264462,2013
11140-84,1,2013
11140-93,0.09823449524671794,2013
11141-11,0.16863905325443787,2013
11141-38,0.06979087931468884,2013
11141-56,0.3580246913580247,2013
11141-65,0.11418685121107265,2013
11142-19,0.12553950084443607,2013
11142-28,0.0849609375,2013
11142-37,1,2013
11142-73,0.07755102040816327,2013
11142-91,0.10946745562130177,2013
11143-27,0.06603212373587149,2013
11143-54,0.032929589955424846,2013
11144-35,0.375,2013
11145-52,0.09825528007346192,2013
11146-33,0.06598490382274165,2013
11146-42,0.13741820345032718,2013
11146-69,1,2013
11147-05,0.165,2013
11147-50,0.22448979591836732,2013
11147-68,0.22222222222222227,2013
11147-77,0.5555555555555556,2013
11147-95,0.06799999999999999,2013
111478-51,0.28,2013
11148-04,0.08844953173777313,2013
11148-13,0.16000000000000003,2013
11148-67,0.05233179067283729,2013
11148-94,0.24613555291319855,2013
11149-03,0.11418685121107267,2013
11149-21,0.05410225921521996,2013
11149-30,0.11500000000000002,2013
11149-93,0.12551440329218105,2013
111498-04,0.17355371900826447,2013
11150-02,1,2013
11150-11,0.5,2013
11150-29,0.12000000000000002,2013
11150-83,0.5,2013
111504-79,1,2013
111506-59,1,2013
11151-10,1,2013
11151-19,1,2013
11151-28,0.1466666666666667,2013
11151-91,0.20197224251278303,2013
11152-18,1,2013
11152-27,1,2013
11152-45,1,2013
11153-44,0.5555555555555556,2013
11153-71,0.3727810650887574,2013
11153-98,0.10009765625,2013
11154-25,0.13580246913580246,2013
11154-43,0.5486111111111112,2013
11154-70,0.11019283746556473,2013
11155-42,1,2013
11155-51,0.22491349480968859,2013
11155-87,0.15555555555555556,2013
111551-05,1,2013
111551-41,1,2013
11156-14,0.09458655562165376,2013
11156-32,0.5555555555555556,2013
11156-41,0.5061728395061729,2013
11156-50,0.25925925925925924,2013
11156-68,0.3333333333333333,2013
11156-77,0.08163265306122448,2013
11156-95,0.18518518518518517,2013
11157-04,0.1505102040816326,2013
11157-58,0.0703125,2013
11157-76,0.1053061224489796,2013
11157-94,0.16049382716049382,2013
11158-12,1,2013
11158-30,0.1326530612244898,2013
11158-39,0.061587753648985416,2013
11158-48,0.14,2013
11158-57,0.10537276134943775,2013
11158-84,0.16545265348595214,2013
11159-29,0.17500000000000004,2013
11159-74,0.04830449826989617,2013
11159-83,0.18343195266272194,2013
11160-10,0.375,2013
11160-28,0.14285714285714285,2013
11160-37,0.3333333333333333,2013
11160-55,0.2345679012345679,2013
11160-91,0.16666666666666669,2013
11161-27,0.3333333333333333,2013
11161-36,0.2844444444444445,2013
11161-54,0.18000000000000005,2013
11161-90,0.06115702479338841,2013
11162-08,0.163009522375701,2013
11162-17,0.1168,2013
11162-44,0.3125,2013
11162-53,0.19092970521541952,2013
11163-52,0.3194444444444444,2013
11163-70,0.5555555555555556,2013
11163-88,0.0749219562955255,2013
11164-15,1,2013
11164-33,0.13912009512485138,2013
11164-78,0.18367346938775508,2013
11165-05,0.28027681660899656,2013
11165-23,0.06972599688126532,2013
11165-50,0.04089604591836736,2013
11165-59,0.14097881665449238,2013
11165-68,0.11157024793388429,2013
11165-86,0.14792899408284027,2013
11166-31,0.13580246913580246,2013
11166-40,0.5,2013
11166-49,0.06734693877551022,2013
11166-58,0.032044299201161953,2013
11166-67,0.09536332179930794,2013
11166-76,0.062471706654594845,2013
11167-03,0.08884688090737242,2013
11167-48,1,2013
11167-93,0.125,2013
11168-02,0.09053069719042665,2013
11168-38,0.15702479338842978,2013
11168-47,0.5555555555555556,2013
11168-92,0.2109375,2013
11169-28,0.07438016528925617,2013
11169-46,0.2734375,2013
11169-73,0.375,2013
11169-91,0.24000000000000002,2013
11170-00,0.07456790123456791,2013
11170-09,0.050642479213907764,2013
11170-36,0.07317073170731707,2013
11170-63,0.08888888888888889,2013
11170-72,0.28125,2013
11170-81,0.0679250891795482,2013
111700-99,1,2013
111703-06,1,2013
11171-08,0.09027777777777778,2013
11171-17,0.3333333333333333,2013
11171-26,0.3194444444444444,2013
11171-35,0.11906501095690286,2013
11171-44,0.11539638812366085,2013
11171-53,0.07520000000000002,2013
11172-43,0.05036157024793389,2013
11172-61,0.06939371804236671,2013
11172-70,0.59375,2013
11172-79,0.5,2013
11173-42,0.10666666666666666,2013
11173-51,0.06793279766252741,2013
11173-60,0.0831758034026465,2013
11173-78,0.1875,2013
11174-14,0.057232049947970806,2013
11174-32,0.14285714285714285,2013
11174-77,0.058224852071005924,2013
11174-95,1,2013
11175-13,0.07900826446280988,2013
11175-49,0.09141274238227148,2013
11175-76,0.5555555555555556,2013
11175-94,0.2839506172839506,2013
11176-39,0.06521739130434782,2013
11176-84,1,2013
11177-02,0.23611111111111113,2013
11177-11,0.09876543209876541,2013
11177-20,0.04667981591058515,2013
11178-19,0.5,2013
11178-46,0.2777777777777778,2013
11178-82,0.5,2013
11178-91,0.11357340720221605,2013
11179-00,0.22839506172839513,2013
11179-09,1,2013
11179-63,0.125,2013
11179-81,0.2664359861591696,2013
11179-90,0.11909262759924386,2013
11179-99,0.16,2013
11181-34,0.1863905325443787,2013
11181-43,0.11111111111111112,2013
11181-70,0.21875,2013
11181-79,0.14285714285714288,2013
11182-24,0.1143250688705234,2013
11182-96,0.2066115702479339,2013
11183-32,0.13142239048134124,2013
11183-50,0.5555555555555556,2013
11183-68,0.3333333333333333,2013
11183-95,0.04678254437869822,2013
11184-40,0.6800000000000002,2013
11184-49,0.05515624999999996,2013
11184-67,0.0565126347297697,2013
11184-85,0.26530612244897955,2013
11185-12,1,2013
11185-84,0.15625,2013
11186-20,0.10034602076124567,2013
11186-29,0.14000000000000004,2013
11186-83,0.10400000000000002,2013
11186-92,0.22448979591836732,2013
11187-01,0.625,2013
11187-73,0.20000000000000004,2013
11187-82,0.25,2013
11188-27,0.12000000000000002,2013
11188-63,0.17451523545706368,2013
11188-72,0.3333333333333333,2013
11188-99,1,2013
11189-35,0.3333333333333333,2013
11189-44,0.06071462906585482,2013
11190-25,0.4876033057851239,2013
11190-43,1,2013
11190-70,0.09374999999999997,2013
11191-42,0.18367346938775508,2013
11191-87,0.11012840321807232,2013
11191-96,0.042932772074644264,2013
11192-14,0.12244897959183675,2013
11192-41,0.09695290858725761,2013
11192-59,0.11111111111111109,2013
11192-68,0.22534696859021183,2013
11193-13,0.046056198347107426,2013
11193-40,0.2231404958677686,2013
11193-49,0.3333333333333333,2013
11193-76,0.30612244897959184,2013
11194-03,0.15096952908587252,2013
11194-12,0.1297998918334235,2013
11194-30,0.16897506925207753,2013
11194-39,0.10222222222222224,2013
11194-48,0.25925925925925924,2013
11195-56,0.2777777777777778,2013
11195-65,0.0801267541874151,2013
11196-10,0.09440000000000004,2013
11196-19,1,2013
11196-28,0.06955435235318617,2013
11196-73,0.18518518518518517,2013
11196-82,0.2242512783053324,2013
11197-00,0.04844290657439445,2013
11197-45,0.256198347107438,2013
11197-54,0.09375,2013
11197-81,0.3173381620642825,2013
11197-90,0.2,2013
11198-35,0.16049382716049382,2013
11198-62,0.375,2013
11198-71,0.5555555555555556,2013
11198-98,0.25,2013
11199-16,0.18055555555555555,2013
11199-52,1,2013
11199-79,0.0646258503401361,2013
11199-97,0.1875,2013
11200-42,0.1527777777777778,2013
11200-69,0.0888468809073724,2013
11200-78,0.10648423557406306,2013
11201-23,0.2222222222222222,2013
11201-59,0.05808367543016855,2013
11201-68,0.11911357340720222,2013
11201-77,0.06651287966166859,2013
11201-95,0.2088888888888889,2013
112012-48,1,2013
11202-04,0.14681440443213295,2013
11203-03,0.28,2013
11203-21,0.043173350865658565,2013
11203-30,0.09183673469387756,2013
11204-20,0.06745133544590312,2013
11204-29,0.25,2013
11204-83,0.2777777777777778,2013
11205-64,0.0536,2013
11205-82,0.1557093425605536,2013
11205-91,0.28395061728395066,2013
11206-54,0.0601851851851852,2013
11207-17,0.06836986500217737,2013
11207-44,0.17325702393340267,2013
11207-89,0.2363636363636364,2013
11208-07,0.1498109640831758,2013
11208-16,0.08710562414266118,2013
11208-34,0.23555555555555557,2013
11208-43,0.08833487226839028,2013
11208-70,0.14,2013
11208-79,0.03596908442330558,2013
11208-88,0.2578125,2013
11209-15,1,2013
11209-42,0.08884297520661155,2013
11209-51,0.08506616257088849,2013
11209-60,0.11224489795918369,2013
11209-96,1,2013
11210-14,1,2013
11210-32,0.0645085066162571,2013
11210-41,0.625,2013
11210-59,0.3244444444444444,2013
11210-86,0.5,2013
11210-95,0.0743801652892562,2013
11211-22,0.18000000000000002,2013
11211-40,0.046783845835372054,2013
11211-76,0.12426035502958582,2013
11211-94,0.171875,2013
11212-12,0.14049586776859505,2013
11212-21,0.09637188208616777,2013
11212-66,0.1412742382271468,2013
11213-74,0.157644259369423,2013
11213-92,0.08024007924946097,2013
11214-01,0.15625,2013
11214-19,0.11839999999999999,2013
11214-82,0.058259361289664344,2013
11215-18,0.625,2013
11215-27,0.28,2013
11215-36,0.061692553345913774,2013
11215-54,0.039982164090368616,2013
11215-63,0.03818727716269468,2013
11215-72,0.33333333333333337,2013
11216-08,0.20000000000000004,2013
11216-26,0.056325628058393584,2013
11216-53,0.0804988662131519,2013
11216-62,0.13194444444444442,2013
11216-80,0.19008264462809915,2013
11216-98,0.04493690366266547,2013
11217-25,0.375,2013
11217-61,0.047291092745638204,2013
11218-24,0.30000000000000004,2013
11218-42,0.08390022675736959,2013
11218-51,0.21875,2013
11218-69,0.12499999999999997,2013
11218-78,0.05771683673469388,2013
11219-05,0.04661773457647291,2013
11219-14,0.1775147928994083,2013
11219-23,0.05400000000000002,2013
11219-77,0.14559999999999998,2013
11220-04,0.05493100325003993,2013
11220-22,0.03750218035932321,2013
11220-31,0.23000000000000004,2013
11220-58,1,2013
11220-67,0.14666666666666667,2013
11220-94,1,2013
112203-01,1,2013
11221-66,0.125,2013
11221-93,0.09461294703485738,2013
11222-02,0.19111111111111112,2013
11222-11,0.09777777777777777,2013
11222-20,0.1795841209829868,2013
11222-56,1,2013
11222-74,0.3333333333333333,2013
11222-83,0.12000000000000002,2013
11222-92,0.1388888888888889,2013
11223-19,0.06790123456790124,2013
11223-28,0.05138071525577184,2013
11223-37,0.05646683118014224,2013
11223-55,0.09467455621301771,2013
11223-64,0.336734693877551,2013
11224-09,0.5555555555555556,2013
11224-18,0.058163755808364054,2013
11224-45,0.10001062812201082,2013
11224-99,1,2013
11225-44,0.05826397146254457,2013
11225-89,1,2013
11225-98,1,2013
11226-16,0.375,2013
11226-25,0.06971904266389177,2013
11226-34,0.6296296296296298,2013
11226-52,0.2444444444444445,2013
11226-79,0.15997078159240324,2013
11226-88,0.25,2013
11227-06,0.16049382716049382,2013
11227-15,1,2013
11227-33,0.25925925925925924,2013
11227-51,0.145,2013
11227-60,0.03632711763538978,2013
11228-14,1,2013
11228-23,0.3877551020408163,2013
11228-32,0.3061224489795918,2013
11228-50,0.025347847651865204,2013
11228-95,0.2029136316337149,2013
11229-04,0.08152367390530436,2013
11229-85,0.06773787019533717,2013
11229-94,1,2013
11230-12,0.0780437044745057,2013
11230-30,0.06113033448673586,2013
11230-66,0.05306122448979596,2013
11230-93,0.06,2013
11231-38,0.043639053254437885,2013
11231-92,0.44000000000000006,2013
11232-10,0.13881194213604187,2013
11232-55,0.185595567867036,2013
11232-91,0.1,2013
11233-54,1,2013
11233-72,0.13215400624349632,2013
11234-17,0.18140589569160995,2013
11234-26,0.1516911017564233,2013
11234-35,0.046399999999999976,2013
11234-53,0.2622222222222222,2013
11235-16,0.25,2013
11235-70,0.28395061728395066,2013
11236-15,0.25,2013
11237-14,0.07589285714285712,2013
11237-23,0.16319444444444445,2013
11237-32,0.11005353955978583,2013
11237-41,0.125,2013
11237-50,0.04354075208173851,2013
11237-59,0.5,2013
11237-68,0.051275992438563345,2013
11237-95,0.035066685057666386,2013
11238-04,0.25,2013
11238-49,0.22962962962962963,2013
11238-76,0.375,2013
112386-79,1,2013
11239-12,0.25925925925925924,2013
11239-48,0.5555555555555556,2013
11239-93,0.33333333333333337,2013
11240-02,0.07653061224489796,2013
11240-38,0.25,2013
11240-47,0.049816717745327824,2013
11240-92,0.20500000000000002,2013
11241-19,0.15625,2013
11241-46,1,2013
11241-55,0.16955017301038064,2013
11241-73,0.22879999999999998,2013
11241-82,0.15951686797167844,2013
11241-91,0.09297839506172839,2013
11242-18,0.1783264746227709,2013
11242-27,0.18343195266272194,2013
11242-54,0.04422511427490027,2013
11242-63,0.12960760998810938,2013
11242-81,1,2013
11243-89,0.07372400756143667,2013
11244-34,0.0744,2013
11244-52,0.0804988662131519,2013
11244-70,1,2013
11244-97,0.15625,2013
11246-14,0.19111111111111115,2013
11246-41,1,2013
11246-68,0.15555555555555556,2013
11246-86,0.06611570247933883,2013
11247-13,0.057037037037037046,2013
11247-22,0.5555555555555556,2013
11247-40,0.03396433470507544,2013
11247-67,0.07840000000000001,2013
11247-85,0.07654320987654323,2013
11247-94,0.09750566893424034,2013
11248-12,0.125,2013
11248-21,0.04161157024793388,2013
11248-57,0.10969387755102042,2013
11248-84,0.19387755102040816,2013
11248-93,0.04744932056137223,2013
11249-47,0.13280000000000003,2013
11250-10,0.09876543209876543,2013
11250-19,0.5,2013
11250-28,0.09876543209876543,2013
11250-82,0.0952,2013
11250-91,0.19250780437044746,2013
11251-09,0.14000000000000007,2013
11251-18,0.22727272727272724,2013
11251-27,0.1634349030470914,2013
11251-45,0.05660377358490564,2013
11251-81,0.028071930773391027,2013
11252-08,1,2013
11252-17,0.5555555555555556,2013
11252-26,0.24000000000000007,2013
11252-44,0.12408667170571927,2013
11252-80,0.19111111111111112,2013
11252-98,0.11750000000000001,2013
11253-16,0.3333333333333333,2013
11253-25,0.08223567105731579,2013
11253-34,0.5555555555555556,2013
11253-52,0.059875189745319586,2013
11253-70,0.14285714285714285,2013
11253-79,0.5,2013
11253-88,0.0717455621301775,2013
112534-66,1,2013
11254-15,0.3888888888888889,2013
11254-24,1,2013
11254-42,0.07399325530648682,2013
11254-69,0.18666666666666668,2013
11254-96,0.10249307479224376,2013
11255-50,0.09833795013850413,2013
11255-59,0.05024898143956541,2013
11255-77,0.7551020408163265,2013
11256-04,0.2355555555555556,2013
11256-40,0.05940082644628099,2013
11256-76,0.1689750692520776,2013
11257-57,0.08284023668639053,2013
11258-29,0.18005540166204986,2013
11258-38,0.04568595041322313,2013
11258-56,0.047974719908072394,2013
11258-74,0.5,2013
11258-83,0.050314049586776835,2013
11259-28,0.05500000000000001,2013
11259-64,0.10875000000000001,2013
11259-73,0.12947658402203857,2013
11259-82,0.0859375,2013
11259-91,0.07637373536996628,2013
11260-00,0.5,2013
11260-09,0.1875,2013
11260-18,0.28,2013
11260-27,0.181640625,2013
11260-45,0.0736,2013
11260-63,0.15625,2013
11261-08,1,2013
11261-35,0.09190672153635115,2013
11261-44,0.10069444444444445,2013
11261-53,0.10059171597633138,2013
11261-71,0.05188710423689602,2013
11261-80,0.20221606648199442,2013
11261-89,0.04719723183391001,2013
11261-98,0.051134179161860804,2013
11262-25,0.3125,2013
11262-52,0.058388252977222783,2013
11262-79,0.2777777777777778,2013
11262-88,0.08947779580554054,2013
11263-15,0.13580246913580243,2013
11263-24,0.13223140495867766,2013
11263-42,0.06749311294765838,2013
11263-51,0.18586419753086422,2013
11263-60,0.3333333333333333,2013
11263-78,1,2013
11263-87,0.11211892164273118,2013
11263-96,0.11418685121107267,2013
11264-05,0.20370370370370378,2013
11264-59,0.18518518518518517,2013
11264-68,0.09876543209876543,2013
11264-86,0.5555555555555556,2013
11265-13,0.1267361111111111,2013
11265-22,0.16642011834319526,2013
11265-31,0.375,2013
11265-49,0.12345679012345678,2013
11265-58,0.2222222222222222,2013
11265-94,0.3061224489795918,2013
112652-02,0.44000000000000006,2013
11266-03,0.16049382716049382,2013
11266-30,0.12802768166089967,2013
11266-39,0.15625,2013
11266-84,0.08925307378649877,2013
11267-11,0.07980264703578979,2013
11267-29,0.10743801652892562,2013
11267-47,0.06626354245401864,2013
11267-74,1,2013
11268-19,0.3017751479289941,2013
11268-55,0.039016183303957695,2013
11268-64,0.05660377358490567,2013
11268-82,0.29591836734693877,2013
