Investor_Id,hhi,year,status
11127-16,0.42857142857142855,2006,0
11127-25,0.17283950617283955,2006,0
11127-34,0.14000000000000004,2006,0.028553866732146556
11127-79,0.05876543209876543,2006,1.8715831610543419
11127-88,0.19387755102040818,2006,1.7696044695252806
11128-06,0.08,2006,0.7657636722691202
11128-33,0.16666666666666669,2006,0
11128-42,0.17580340264650282,2006,2.5781604296101337
11128-60,0.18000000000000005,2006,0
11128-69,0.18000000000000002,2006,0.028553866732146556
11129-23,0.08641975308641975,2006,-3.6736116190426413
11129-32,0.3061224489795918,2006,0.228430933857183
11129-59,0.10222222222222224,2006,-1.0848535695241432
11129-86,0.30000000000000004,2006,0.9514850751944456
11130-04,1,2006,0
11131-03,0.06295525494276792,2006,1.6036408606244283
11132-20,0.05777409763257932,2006,-0.14722914454293945
11132-38,0.04942767950052026,2006,1.7944806953979557
11132-47,0.625,2006,0
11132-92,0.5555555555555556,2006,0
11133-01,0.05155995310131829,2006,0.3554442470446652
11133-37,0.15702479338842976,2006,0.028553866732146556
11134-81,0.07574009996155323,2006,-0.7903995364301352
11135-08,0.15306122448979592,2006,1.439937673321781
11135-17,0.5,2006,0.7624597888433594
11135-26,0.23611111111111113,2006,0
11135-62,0.21875,2006,1.6869544921947437
11135-71,0.05255198487712667,2006,-0.9797909565364985
11136-34,0.1875,2006,0
11136-61,0.09763313609467453,2006,-2.4389751555572157
11137-87,0.2777777777777778,2006,0
11138-68,0.11111111111111113,2006,0
11138-86,0.13500000000000004,2006,-1.7093767400408775
111389-59,1,2006,0
11139-04,0.19092627599243855,2006,2.2987484361354142
11139-13,0.19,2006,-1.1584779157036014
11140-03,0.3469387755102041,2006,-7.651000503830714e-15
11140-30,1,2006,0
11140-93,0.22222222222222227,2006,-0.5862055623631915
11141-11,0.3400000000000001,2006,1.7597786443593734e-15
11141-38,0.1264,2006,0.05710773346429311
11142-19,0.09765625,2006,-0.994201576196517
11142-28,0.09827160493827161,2006,-0.38553826085511333
11142-73,0.08448753462603877,2006,3.537458489445361
11142-91,0.5,2006,0
11143-27,0.12018140589569158,2006,0.4372792717098278
11143-54,0.05019390581717452,2006,-1.536843263459022
11146-33,0.11550468262226848,2006,-0.9895711667471311
11146-42,0.12000000000000001,2006,-1.151633784817814
11147-05,0.2,2006,0.11421546692858359
11147-50,1,2006,0
11147-68,0.28,2006,0
11147-95,0.12152777777777779,2006,1.9145225869693965
11148-04,0.088,2006,-0.07679319221690617
11148-13,0.375,2006,-2.236046083853495
11148-67,0.05256198347107436,2006,-0.44404193328564073
11148-94,0.2345679012345679,2006,2.067773060518595
11149-03,0.25,2006,-0.610185912995445
11149-21,0.08753584078259401,2006,-1.9363433993346888
11149-30,0.28,2006,0
11149-93,0.13286130778842142,2006,0.9386051589615325
11151-91,0.5555555555555556,2006,-3.061912830689466
11152-45,1,2006,0.8617201165130874
11153-71,0.3472222222222222,2006,0
11153-98,0.14149821640903684,2006,-1.7363434466629908
11154-70,0.15702479338842973,2006,0
11155-42,1,2006,0
11155-51,0.26000000000000006,2006,-0.7433155769441168
11156-32,0.5555555555555556,2006,0
11156-77,0.10857142857142857,2006,-6.366443080500752
11156-95,0.26530612244897955,2006,0
11157-04,0.2018140589569161,2006,1.9582301277867293
11157-58,0.10000000000000003,2006,0
11157-76,0.25,2006,0
11157-94,0.40625,2006,-2.0040721555789895
11158-12,1,2006,0
11158-39,0.1875,2006,0
11158-48,0.14186851211072665,2006,2.311211123400216
11158-57,0.19444444444444448,2006,0.9785412294816171
11158-84,0.16099773242630383,2006,1.0247812163606742
11159-29,0.17283950617283955,2006,1.1501525160234085
11159-74,0.10718002081165451,2006,-1.4766290979950525
11159-83,0.20661157024793386,2006,0.49459251181203434
11160-10,0.375,2006,-2.539601903475093
11160-55,0.2727272727272727,2006,-0.932983173348719
11161-36,0.34240362811791375,2006,-0.39647162957301957
11161-54,0.18367346938775508,2006,0
11161-90,0.25,2006,-0.5041983877418339
11162-08,0.16543209876543208,2006,-0.3625213294418215
11162-17,0.12110726643598617,2006,0.22647677593564827
11162-44,0.33333333333333337,2006,-0.09669689270025421
11162-53,0.17746913580246915,2006,-3.3728702052795043
11163-70,0.5555555555555556,2006,0
11163-88,0.2345679012345679,2006,-5.994673263243474e-15
11164-33,0.1388888888888889,2006,0.24266071310752138
11164-78,0.5,2006,0.76964591689148
11165-05,0.375,2006,0
11165-23,0.1484375,2006,-2.1062619054410683
11165-50,0.059491617090319075,2006,-0.7102621657317939
11165-59,0.14933837429111527,2006,0.8650172870966957
11165-68,0.11000000000000001,2006,0
11166-40,1,2006,0.49459251181203434
11166-49,0.06127305175490778,2006,-0.6579547371082383
11166-58,0.033837425629501365,2006,0.1806049015587741
11166-67,0.12802768166089967,2006,-2.3897784171966205
11166-76,0.0857142857142857,2006,-1.0796219560747512e-15
11167-48,1,2006,0
11167-93,0.20000000000000004,2006,0
11168-02,0.1640625,2006,0.8796624553631768
11168-38,0.16955017301038064,2006,-1.156334386169063e-14
11169-28,0.25,2006,-0.07138466683036639
11169-46,0.3055555555555556,2006,0.16433895082954397
11169-73,0.375,2006,0
11169-91,0.25,2006,0
11170-00,0.28,2006,0
11170-09,0.2777777777777778,2006,-4.4055555326101236e-15
11170-36,0.1111111111111111,2006,-2.468846327478969
11170-63,0.125,2006,0.0999385335625097
11170-81,0.0922222222222222,2006,-0.10418423430570296
11171-08,0.14000000000000007,2006,-0.9245770740930418
11171-26,0.4375,2006,0.05710773346429311
11171-35,0.16,2006,0
11171-44,0.11000000000000004,2006,0.4873845337265839
11171-53,0.18367346938775508,2006,0
11172-43,0.04997025580011899,2006,0.21824876216028205
11172-61,0.08093278463648831,2006,-1.9599089288227272
11173-42,0.11418685121107267,2006,0.08662532159936495
11173-51,0.07388137356919874,2006,0.08566160019643851
11173-60,0.11418685121107267,2006,-1.5512138538565234
11173-78,0.21893491124260359,2006,0
11174-14,0.2066115702479339,2006,0
11174-32,0.18000000000000002,2006,0
11174-77,0.07259184446408279,2006,0.042441129899584276
11174-95,1,2006,0
11175-13,0.10720000000000002,2006,0.359410122914997
11175-49,0.5555555555555556,2006,7.262094331539563e-15
11175-76,0.5555555555555556,2006,0.028553866732146556
11175-94,0.28,2006,0
11176-39,0.08264462809917356,2006,0.7155876014468119
11177-02,0.3125,2006,0.028553866732146556
11177-11,0.1259105098855359,2006,0.7729493209350501
11177-20,0.04648681603414113,2006,-0.5624714303598695
11178-46,0.2777777777777778,2006,0
11178-91,0.1388888888888889,2006,0.028553866732143426
11179-00,0.20710059171597636,2006,-0.4677028700634993
11179-09,1,2006,0
11179-81,0.265625,2006,0
11179-90,0.11659807956104251,2006,-0.24356666616626704
11179-99,0.154320987654321,2006,1.0952484663912188
11181-34,0.28,2006,-0.46674334821916014
11181-43,0.11111111111111112,2006,-1.1331781740204497e-14
11181-79,0.15702479338842976,2006,0
11182-24,0.2879818594104308,2006,-0.7158447645716531
11182-96,0.22448979591836732,2006,0.08566160019643967
11183-32,0.18339100346020762,2006,0.6669645837318332
11183-68,0.3333333333333333,2006,0
11183-95,0.07015457788347204,2006,-1.5511425623486548
11184-49,0.08146399055489961,2006,-2.9626766333440813
11184-67,0.07236294896030246,2006,0.11808828537069276
11186-29,0.3333333333333333,2006,0
11186-83,0.1015625,2006,6.124477901244692
11188-27,0.2231404958677686,2006,0
11188-63,0.3333333333333333,2006,3.106484487867016
11188-72,0.5,2006,0
11189-44,0.07612456747404844,2006,0
11190-25,0.5555555555555556,2006,0
11190-70,0.5555555555555556,2006,0
11191-87,0.25,2006,7.9656574950104915
11191-96,0.0609468277106761,2006,-0.0497743946098169
11192-14,0.21875,2006,0.7368174440787085
11192-59,0.375,2006,1.487123941891458
11192-68,0.19571683521713268,2006,-0.3192096086223797
11193-13,0.05193703459326984,2006,2.4322062430231597
11193-40,0.18367346938775508,2006,0.10707700024554959
11193-49,0.3333333333333333,2006,0
11194-03,0.18595041322314046,2006,0.18798128243235998
11194-12,0.11930241775663891,2006,1.2297309998652601
11194-39,0.18367346938775508,2006,0
11194-48,0.25925925925925924,2006,0.9132920305076961
11195-56,0.5,2006,0
11195-65,0.10946745562130179,2006,1.5115822207979028
11196-10,0.1388888888888889,2006,0
11196-28,0.07388137356919874,2006,-1.712627482554893e-14
11196-73,0.21875,2006,-3.115096448849134
11196-82,0.36,2006,4.767212754408952
11197-00,0.07438016528925619,2006,-0.46671968526004265
11197-54,0.13580246913580246,2006,0
11197-81,0.3506944444444444,2006,0
11197-90,0.2,2006,0
11198-35,0.20000000000000004,2006,0
11198-71,0.5,2006,0.028553866732146556
11199-79,0.0886426592797784,2006,-1.4621116782890655
11199-97,0.25,2006,-1.0787634655030272
11200-69,0.1015625,2006,-0.6864463213860567
11200-78,0.15000000000000002,2006,0
11201-59,0.08,2006,-1.5028099613638857
11201-77,0.08444444444444445,2006,0
11201-95,0.2839506172839506,2006,0.2284309338571285
11202-04,0.3333333333333333,2006,0
11203-21,0.06152433425160698,2006,2.442546827280236
11203-30,0.13194444444444442,2006,2.8620895635010997
11204-20,0.25,2006,0
11205-64,0.0652723899477146,2006,-2.577572740144708
11205-82,0.15625,2006,3.006621597566432
11205-91,0.25,2006,1.1085071217234905
11206-54,0.07100591715976333,2006,-0.19208845234526734
11207-17,0.10110803324099718,2006,-0.8252315862629778
11207-44,0.15816326530612243,2006,0.9571877717967978
11207-89,0.2866115702479338,2006,0.4599362452798707
11208-07,0.1733333333333333,2006,-1.9735196373580588
11208-16,0.11911357340720222,2006,3.6028417733511673
11208-34,0.2777777777777778,2006,0.028553866732146556
11208-43,0.5,2006,0
11208-70,0.15625,2006,0.8047451302478976
11208-79,0.052734375,2006,1.452412883046926
11208-88,0.3333333333333333,2006,0
11209-42,0.15702479338842976,2006,1.0708748801743493
11209-51,0.25,2006,10.623066728952116
11209-60,1,2006,0
11210-14,1,2006,0
11210-32,0.059546313799621914,2006,2.688558503424101
11210-59,0.2777777777777778,2006,0
11210-95,0.25,2006,0
11211-22,1,2006,0
11211-40,0.05836776859504132,2006,-0.5111395464370316
11212-12,0.375,2006,0.028553866732146556
11212-21,0.12471655328798184,2006,-0.9081778719305892
11212-66,0.125,2006,0
11213-74,0.13265306122448978,2006,-3.274713441811054
11213-92,0.09259259259259257,2006,-2.377454968437318
11214-19,0.15689981096408318,2006,0.20446244573529887
11214-82,0.05734089477000629,2006,2.450215221285907
11215-18,0.5555555555555556,2006,0
11215-36,0.07962016070124181,2006,1.4376612634186483
11215-54,0.10396975425330814,2006,1.9190926240306168
11215-63,0.07333333333333332,2006,0.6757810587449838
11216-08,0.3333333333333333,2006,0
11216-26,0.08357988165680472,2006,-1.6832793174061949
11216-53,0.16666666666666669,2006,0.028553866732143253
11216-62,0.13494809688581316,2006,-0.45212050592296427
11216-80,0.22000000000000003,2006,0.29513705201564544
11216-98,0.0655567117585848,2006,2.430672690266921
11217-61,0.0888468809073724,2006,0.17948144803063013
11218-42,0.12426035502958582,2006,0.8236854128217849
11218-69,0.17355371900826444,2006,-0.06892278832259281
11218-78,0.06673241288625903,2006,-0.2037047442961187
11219-05,0.09183673469387754,2006,0
11219-14,0.18000000000000002,2006,0.17068155299342472
11219-23,0.07551733404998653,2006,-1.212791456416243
11219-77,0.16049382716049382,2006,0.05710773346429311
11220-04,0.054400336063852126,2006,0.9716030787735892
11220-22,0.057777777777777775,2006,1.4841757374872941
11220-67,0.18343195266272194,2006,0.6363433157450032
11221-66,0.15625,2006,0
11221-93,0.1392,2006,0.057107733464288796
11222-02,0.20661157024793386,2006,0.2638972122713499
11222-11,0.09640831758034027,2006,-0.881420345173706
11222-83,0.15625,2006,0
11222-92,0.12802768166089967,2006,0.6463179263484918
11223-19,0.18518518518518517,2006,0.05710773346429311
11223-28,0.09342560553633218,2006,-2.9982500942721777
11223-37,0.05295836376917461,2006,0.8479240415490263
11223-55,0.12426035502958582,2006,0
11223-64,0.3600000000000001,2006,-7.502019217650222e-15
11224-18,0.06714876033057848,2006,-0.06050339236218321
11224-45,0.11316872427983538,2006,1.4812527287190964
11225-44,0.375,2006,0
11226-52,0.2231404958677686,2006,-1.4782256036222678
11226-79,0.17333333333333334,2006,0.650366631303332
11226-88,1,2006,0
11227-06,0.2777777777777778,2006,0
11227-33,0.26530612244897955,2006,0
11227-51,0.1597633136094675,2006,1.6565853306705824
11227-60,0.09504132231404955,2006,1.49659293058877
11228-50,0.0321951219512195,2006,1.1290717464338786
11228-95,0.2199546485260771,2006,-2.1565309477308077
11229-04,0.15277777777777776,2006,-0.2861735881105841
11229-85,0.07173553719008262,2006,0.9449619890121026
11230-12,0.25,2006,0
11230-30,0.07960457856399582,2006,0.6213848601065171
11230-66,0.08024691358024691,2006,3.800398333060565e-14
11230-93,0.07128099173553717,2006,-0.39649706310443467
11231-38,0.25,2006,0.10707700024554959
11231-92,0.44000000000000006,2006,0
11232-10,0.1634349030470914,2006,1.3180251145954602
11232-91,0.1419753086419753,2006,-0.2760048872301075
11233-72,0.13494809688581316,2006,-0.6454711237716165
11234-17,0.21361058601134214,2006,1.0565149302231964
11234-26,0.2152777777777778,2006,-1.1755669076521105
11234-35,0.06559999999999998,2006,0
11234-53,0.5,2006,0.05710773346429311
11235-70,0.3333333333333333,2006,-0.479089268904221
11237-23,0.14000000000000004,2006,0.049969266781262
11237-32,0.14177693761814744,2006,-1.8673942201910843
11237-50,0.06871150827194783,2006,-1.2580276318960468
11237-68,0.06920415224913494,2006,-0.8005955654766188
11237-95,0.03953124999999998,2006,-0.1669431257437464
11238-04,0.25,2006,0
11238-49,0.30864197530864196,2006,1.2302204507731924
11239-12,0.3125,2006,-0.09513779874992749
11240-02,0.18367346938775508,2006,0
11240-47,0.05858765872131881,2006,-3.6876059514838726
11240-92,0.25333333333333335,2006,-3.200039988144846e-14
11241-19,0.5,2006,0
11241-55,0.28125,2006,-2.9249602453412322
11241-73,0.3515625,2006,-1.818400710983953
11241-82,0.1867573696145125,2006,2.573415565804116
11241-91,0.09155766944114148,2006,-0.2406592034657674
11242-18,0.1488888888888889,2006,0
11242-27,0.19008264462809915,2006,0
11242-54,0.05972222222222222,2006,1.0463984788616512
11242-63,0.5,2006,0
11243-89,0.07842076798269333,2006,0.14297495648700828
11244-34,0.15625,2006,0.028553866732146556
11244-52,0.07407407407407407,2006,0
11244-97,0.22222222222222227,2006,0
11246-86,0.1484375,2006,0.0698376824893829
11247-13,0.07409410492157922,2006,-1.9675434604006297
11247-22,0.5555555555555556,2006,1.877152053625282
11247-40,0.0642361111111111,2006,-4.29072148614773
11247-67,0.2777777777777778,2006,0
11247-85,0.09695290858725761,2006,1.0938470648891117
11248-21,0.04930606281957634,2006,-0.3474620027783259
11248-57,0.14000000000000004,2006,-1.3432812002303158
11248-84,0.3596938775510204,2006,-1.806233782571304e-14
11248-93,0.11911357340720222,2006,1.176991778905026
11249-47,0.19111111111111115,2006,0
11250-28,1,2006,0
11250-82,0.09259259259259262,2006,-2.1452982757330266
11250-91,0.20710059171597636,2006,0
11251-09,0.16049382716049382,2006,0
11251-18,0.30612244897959184,2006,-1.847539148952077e-14
11251-27,0.17647058823529413,2006,-0.36859991505876977
11251-45,0.0769230769230769,2006,-2.7599188796818717
11251-81,0.030822009356204053,2006,-0.006649473787152282
11252-17,0.5,2006,0
11252-26,0.24000000000000007,2006,8.051984014991909e-15
11252-44,0.1496913580246914,2006,-2.112740942522012
11252-98,0.30612244897959184,2006,-1.4704757573472542
11253-25,0.16897506925207756,2006,-2.6159435179688275
11253-70,0.2222222222222222,2006,6.310971176896662e-16
11253-88,0.12000000000000002,2006,0.3008382501212372
11254-15,0.3888888888888889,2006,0
11254-42,1,2006,0
11254-69,0.5,2006,-0.8128055580533914
11254-96,0.10059171597633138,2006,1.1912356549836935
11255-50,0.2222222222222222,2006,-1.0680298919846498
11255-59,0.0688349298284696,2006,0.09608088127130661
11255-77,0.7222222222222223,2006,0.028553866732146556
11256-04,0.25,2006,0.464286945701954
11256-40,0.1005353955978584,2006,0.029381811109775682
11256-76,0.2777777777777778,2006,0
11257-57,0.12244897959183673,2006,-2.9906141460910654
11258-29,0.42,2006,0.028553866732146556
11258-38,0.06420000000000002,2006,0.9479725200647545
11258-56,0.07958477508650519,2006,-0.23740493741764998
11258-83,0.059073724007561446,2006,-2.450895239961704
11259-28,0.07831598008148483,2006,2.044933188978032
11259-64,0.15384615384615388,2006,-1.5970963528181032
11259-73,0.16955017301038064,2006,0
11259-82,0.5555555555555556,2006,-0.17132320039287935
11259-91,0.12247324613555291,2006,0.7084419261305127
11260-18,0.28,2006,0
11260-27,0.1379962192816635,2006,-2.8734194906200816
11260-45,0.1875,2006,1.5032166401230126e-14
11261-35,0.17355371900826447,2006,-0.2477581989180444
11261-44,0.22314049586776857,2006,0.2284309338571395
11261-71,0.05124653739612188,2006,1.581135564599748
11261-80,0.375,2006,0
11261-89,0.09297052154195008,2006,-3.0197091186525924
11261-98,0.097393689986282575,2006,1.0358875637807026
11262-52,0.045144433154303956,2006,-0.9405264621348542
11262-88,0.09630102040816327,2006,-1.8671852449261301
11263-15,0.3333333333333333,2006,0
11263-42,0.12000000000000002,2006,-0.43310742867213026
11263-51,0.2015457788347206,2006,0.4640248435907152
11263-78,1,2006,0
11263-87,0.5,2006,0
11264-05,0.18343195266272194,2006,-0.6362958633630649
11264-59,0.1875,2006,0
11264-68,0.20000000000000004,2006,-3.1741288241717656
11265-13,0.1488950609829731,2006,-0.01105883503094494
11265-22,0.12000000000000005,2006,-0.16088407295338172
11265-49,0.1388888888888889,2006,0
11266-03,0.15555555555555559,2006,0
11266-30,0.3333333333333333,2006,0
11266-84,0.07840236686390532,2006,0.5022349179693885
11267-11,0.09472799831968072,2006,1.291536665170289
11267-47,0.10775047258979205,2006,-0.3968716141005451
11268-19,0.2892561983471074,2006,-1.837827669376277
11268-55,0.06530612244897961,2006,0.48262473278516943
11268-64,0.09876543209876543,2006,0.22087137189237854
11269-09,0.5,2006,-0.3569723120556572
11269-63,1,2006,0
11269-99,0.15570934256055363,2006,0.4306137841563206
11270-26,0.26,2006,0.32666532565054085
11270-53,0.375,2006,-1.4237036827688692
11270-71,0.3580246913580247,2006,-0.476240505505014
11271-79,0.19008264462809918,2006,0
11272-15,0.1791383219954648,2006,1.7469213442180958
11272-42,0.0546938775510204,2006,0
11272-78,0.09155766944114148,2006,0.006015349590671837
11272-96,0.18112244897959184,2006,1.9469359718366413e-15
11273-86,0.2361111111111111,2006,-1.0420023511346128
11273-95,0.1388888888888889,2006,-0.9837819764284239
11274-04,0.03809345092887971,2006,-0.6494955173942049
11274-22,0.05080563216722309,2006,-0.46790175972871395
11274-40,0.11564625850340135,2006,0.11485635108199951
11274-58,0.25925925925925924,2006,0
11274-76,0.2777777777777778,2006,0.2284309338571811
11275-03,0.14540816326530612,2006,1.1284560995392481e-15
11275-12,0.16262975778546715,2006,1.6176649221302795e-14
11275-75,0.08875739644970417,2006,-6.678930403310672
11276-29,0.20000000000000004,2006,-1.9521002938123654e-14
11276-38,0.1124260355029586,2006,-4.173684188788538e-15
11276-65,0.07100346020761245,2006,1.0721857769060386
11277-37,0.24666666666666665,2006,0.9313673206385231
11277-46,0.2416017199677506,2006,-1.9391602875468779
11278-00,0.16666666666666669,2006,0.5365979681930748
11278-18,0.28925619834710736,2006,-2.738995627491135e-15
11278-36,0.10500000000000001,2006,-0.5435272432652419
11278-54,0.3333333333333333,2006,-2.0890262201845555
11279-71,0.07755102040816322,2006,-0.8196792387937841
11279-80,0.10400000000000004,2006,0.5213368429198993
11280-70,0.1597633136094675,2006,-0.8897248619463269
11281-06,0.04627981488074046,2006,0.8093046095534806
11281-24,0.1481261154074956,2006,1.2633648457733426
11281-33,0.1530612244897959,2006,2.2116248489151186e-14
11282-32,0.15625,2006,1.1039202477692307
11282-77,0.23555555555555557,2006,2.5430601585133372
11284-48,0.3333333333333333,2006,0
11285-02,0.30000000000000004,2006,0
11285-11,0.12426035502958582,2006,-0.8936594959316533
11285-20,0.12345679012345678,2006,2.6862789767850157
11286-28,1,2006,0
11286-73,0.2179930795847751,2006,-0.6769842289770774
11287-45,0.26530612244897955,2006,0
11288-17,0.10933333333333334,2006,-0.4930216492968796
11288-71,0.07851239669421486,2006,-1.5853593923944627
11288-89,0.18367346938775508,2006,8.769463987956118e-17
11288-98,0.2592592592592593,2006,0.2025159118255128
11289-07,0.2485207100591716,2006,-2.1284537727392667
11289-25,0.1388888888888889,2006,0.05710773346429311
11290-51,0.058310376492194664,2006,0.3362304410277797
11290-96,0.10249307479224379,2006,1.4797645630335736
11291-32,0.10743801652892562,2006,0.691889819641495
11291-77,1,2006,0
11292-13,0.10500000000000004,2006,-6.125092437439162e-15
11292-85,0.2777777777777778,2006,0
11293-30,0.21865889212827988,2006,-2.904547928715573
11293-66,0.12799167533818934,2006,0.11421546692857483
11293-75,0.30612244897959184,2006,0
11293-84,0.22000000000000006,2006,1.363778556894629e-14
11294-83,0.10185185185185186,2006,-1.4620236157122788
11294-92,0.28,2006,0
11295-73,0.058294766820932695,2006,-0.9809415324168029
11295-82,0.09735349716446125,2006,3.026926092537704
11295-91,0.05269990668992659,2006,-0.4203928404452895
11296-18,1,2006,0
11296-45,0.10000000000000003,2006,2.167334665685186
11296-90,0.2345679012345679,2006,-0.4470350241024058
11296-99,0.09722222222222224,2006,-1.4583431154038011
11297-08,0.375,2006,4.209157275050039
11297-17,0.16049382716049382,2006,-0.6482871131368476
11297-44,0.22448979591836732,2006,0
11297-53,0.14285714285714282,2006,-0.425562653167246
11297-98,0.2222222222222222,2006,-0.8109478154509708
11298-43,0.42000000000000004,2006,1.819069942746602
11298-61,0.17045454545454547,2006,2.6837935147603904
11298-70,0.22448979591836735,2006,-0.4957399491074352
11299-06,0.14814814814814814,2006,1.0027483902269656
11300-05,0.10570987654320987,2006,0.0503662443231749
11300-14,0.09343384249156914,2006,0.8770542580648855
11300-32,0.16000000000000006,2006,0.05710773346429311
11300-41,0.06459999999999999,2006,0.06223450519762751
11300-59,0.08093278463648833,2006,-0.8233668131868717
11300-95,0.125,2006,0.028553866732144648
11301-31,0.5555555555555556,2006,0
11301-49,0.5555555555555556,2006,0
11302-48,0.21883656509695287,2006,0.05710773346429311
11302-84,0.28,2006,0
11302-93,0.08673469387755102,2006,1.1101828940843508
11303-02,0.22222222222222227,2006,1.5750937344474547
11303-11,0.08222222222222218,2006,-1.1722584083191745
11303-56,0.09884297520661157,2006,0.5671298482383762
11303-65,0.11659807956104251,2006,-1.6968411003614436
11303-83,0.336734693877551,2006,-0.9477359827259303
11303-92,0.20987654320987653,2006,1.6304533511812758
11304-28,0.0854320987654321,2006,-0.5396198249700819
11304-73,0.1076388888888889,2006,0
11305-27,0.16666666666666669,2006,0.43378392194133447
11305-45,0.1836734693877551,2006,0.15023089931297476
11305-63,0.15570934256055363,2006,-0.4263622800638802
11306-17,0.2222222222222222,2006,-2.9687502830124917
11306-35,0.18055555555555555,2006,0
11306-44,0.1875,2006,2.206600357187664
11306-71,1,2006,0.12576846584966792
11307-34,0.09027777777777776,2006,-0.8250131298438146
11307-43,1,2006,0
11307-61,0.42000000000000004,2006,0
11308-51,0.04380760005049864,2006,2.1032510581897426
11308-60,0.5,2006,-0.17132320039287935
11308-69,0.05011472044439076,2006,0.4108722253829086
11309-86,0.15624999999999997,2006,-0.7372998715360211
11309-95,0.12244897959183673,2006,0
11310-85,0.18367346938775508,2006,0.04996727216750737
11311-48,0.5555555555555556,2006,0
11311-75,0.3061224489795918,2006,1.183892170897089
11311-93,0.11224489795918366,2006,-0.3174400465954642
11312-02,0.17,2006,0
11312-11,0.2777777777777778,2006,-2.203208475373521
11312-29,0.08203125,2006,0.057998017421040673
11312-74,0.16049382716049382,2006,0.16316495275511914
11312-92,0.09119999999999999,2006,0.49098526796331216
11313-10,0.18000000000000002,2006,0.8683364560096287
11313-28,0.0665128796616686,2006,1.9445403408113293
11313-46,0.16000000000000003,2006,0.6512771291429613
11313-55,0.5555555555555556,2006,-0.3580447237168349
11313-82,0.14285714285714285,2006,0
11314-00,0.3600000000000001,2006,0.028553866732143735
11315-08,0.28,2006,0
11315-62,0.17355371900826447,2006,0.028553866732146556
11315-71,0.14285714285714285,2006,0.7801461207831314
11315-89,0.22222222222222224,2006,-0.8005955654766156
11316-34,0.22666666666666668,2006,-1.5179969553549508
11316-79,0.11979547114682251,2006,-0.0387981493628151
11317-33,0.13580246913580246,2006,-1.8758751100775317
11317-42,0.07449802964908984,2006,-0.8864663067935867
11317-60,0.04986149584487535,2006,-0.06231519873508602
11318-05,0.18367346938775508,2006,0
11318-77,0.03656368368162026,2006,-0.025980955937864345
11318-86,0.09342560553633217,2006,1.38976135125627
11319-04,0.1530612244897959,2006,-0.4995444507413049
11319-67,0.28125,2006,0
11319-85,0.16666666666666669,2006,-0.9547554525790003
11320-03,0.08579881656804735,2006,-1.5448578690472583
11320-39,0.3600000000000001,2006,-1.2076712475363434
11320-48,0.1288888888888889,2006,1.4473103948327926
11320-66,0.0840236686390533,2006,-1.2872743552391652
11320-93,0.28,2006,0
11321-29,0.2222222222222222,2006,0.4405453724388147
11322-28,0.10602364421092136,2006,-1.0168611055646832
11322-46,0.11224489795918369,2006,0
11322-55,0.25,2006,0
11323-00,0.5,2006,0
11323-45,0.5,2006,0
11323-72,0.5,2006,0
11324-08,0.20216049382716056,2006,0
11324-26,0.17901234567901242,2006,4.465527400276097
11324-44,0.14814814814814814,2006,-1.2964731371723623
11324-80,0.07753086419753087,2006,-2.8593891403610674
11325-61,0.16666666666666669,2006,0
11326-15,0.5555555555555556,2006,0
11326-24,0.06955435235318616,2006,1.6926490122977444
11326-33,0.05337728547736534,2006,-0.9117721183994195
11327-41,0.10059171597633138,2006,0.08566160019646027
11327-95,0.10763888888888887,2006,0.08216960375153537
11328-13,0.13503866745984533,2006,-1.3139848904325178e-14
11328-22,0.09279778393351798,2006,-1.5214497540247498
11328-40,0.21893491124260359,2006,-0.21095256576484017
11328-49,0.11153119092627602,2006,0.2030942023606608
11328-58,0.1272294887039239,2006,2.143630064725713
11328-67,0.06647187728268812,2006,1.1170909146260086
11328-76,0.1388888888888889,2006,-0.2813370644417674
11329-12,0.25,2006,0
11329-21,0.05293005671077502,2006,-0.078333713557142
11329-30,0.16897506925207756,2006,2.981802929341072
11329-84,0.28,2006,0
11330-02,0.11000000000000001,2006,1.8565067539081388
11330-11,0.33333333333333337,2006,1.1547569925849137
11330-38,0.08666666666666664,2006,0.21835151790411392
11330-83,0.10301768990634756,2006,0.5436665517897482
11331-01,0.09567901234567902,2006,0.16240719891909144
11331-28,0.1796982167352537,2006,0.02855386673214371
11331-37,0.053819444444444475,2006,1.5536995245239305
11331-46,0.11000000000000004,2006,-2.3409203825634535
11331-91,0.07815924032140252,2006,0.4578937890347864
11332-63,0.5,2006,0
11333-26,0.08206371191135729,2006,0.7887566310412781
11333-44,0.056122448979591844,2006,-1.803267745405753
11334-61,0.28,2006,0
11335-42,0.03440715129026816,2006,-2.5438566538609824e-15
11335-51,0.21875,2006,0.23066370022541377
11336-32,0.08677685950413222,2006,1.9190926240306159
11336-77,0.128099173553719,2006,-0.1571716116447654
11337-31,0.22448979591836732,2006,-2.8634986226996553
11337-49,0.5,2006,1.1178635290173409
11337-58,1,2006,0
11337-76,0.09567901234567902,2006,1.3457687997373704
11338-03,0.05836734693877553,2006,-0.5588537500806037
11338-12,0.07102040816326533,2006,0.7287773585877392
11338-48,0.12809917355371897,2006,0.73727535849122
11338-84,0.16444444444444445,2006,-0.1936376540096918
11339-11,0.30864197530864196,2006,0.8238190943536513
11339-20,0.375,2006,0
11339-29,0.08800000000000002,2006,0
11339-74,0.20661157024793386,2006,-0.15726478245638675
11339-83,0.3333333333333333,2006,0
