Investor_Id,hhi,year,status,first,IT,early,age
128386-72,0.18518518518518517,2014,4.608644120914563,0,1,1,0
128447-83,1,2014,0,0,1,1,0
129110-05,1,2014,0,NA,NA,NA,0
129218-14,1,2014,0,NA,NA,NA,0
130018-87,1,2014,0,NA,NA,NA,0
13174-21,0.12396694214876028,2014,-5.057102881251858,0,0,1,15
13174-75,0.20000000000000004,2014,0,1,0,1,14
132412-51,1,2014,0,NA,NA,NA,0
13260-88,0.29777777777777775,2014,0.003934052810381657,0,0,0,7
133922-08,0.11224489795918369,2014,-5.057568577312846e-14,0,1,1,8
13419-01,0.20415224913494812,2014,2.5999242052003715,0,0,0,7
13473-10,0.1095679012345679,2014,0.16496767692819472,0,0,0,10
135855-91,1,2014,0,1,0,1,0
135887-86,1,2014,0,0,1,1,0
140676-31,0.5,2014,0,0,0,0,1
14143-15,0.08033240997229915,2014,2.5251127036896417,0,0,0,12
14144-32,0.10493827160493827,2014,-2.32682164635768,0,1,0,5
14144-86,0.10000000000000003,2014,0.21411019456511657,0,0,0,14
14146-57,0.125,2014,0,0,0,1,12
14146-84,0.09183673469387757,2014,2.2658040200693783,0,1,1,9
14149-90,0.12396694214876025,2014,-1.177904285327537,0,0,1,12
14156-92,0.4375,2014,0,0,0,0,5
14162-32,0.44,2014,0,0,0,1,8
14179-87,0.28,2014,0,0,1,0,6
14183-74,0.16326530612244897,2014,-0.6425155386762565,0,0,0,6
14187-97,0.18000000000000002,2014,1.0772766598417474,0,1,0,12
14188-06,0.25308641975308643,2014,2.555694688330785,0,0,0,5
14194-54,0.16049382716049382,2014,-0.05746482307910706,1,0,0,6
144503-29,1,2014,1.163282039926729,NA,NA,NA,0
14772-97,0.28,2014,0,1,0,1,1
14777-29,0.2839506172839506,2014,-1.2959063688112944,0,0,1,10
14783-59,0.08744247205785667,2014,1.562546680303926,0,0,1,13
14784-13,0.33333333333333326,2014,1.217757288471437,1,0,1,8
148218-76,1,2014,0,0,0,1,0
148770-82,0.04955621301775149,2014,-0,0,0,1,11
148818-07,0.5,2014,0,1,1,1,0
148918-06,1,2014,0,1,0,1,0
148990-06,1,2014,0,0,0,1,0
149024-53,0.25,2014,-3.964644431711807,0,0,0,1
149120-20,0.28,2014,0,0,0,1,1
149279-77,0.16666666666666669,2014,0,0,1,1,1
149315-77,1,2014,0.033720452660414686,0,1,1,0
149315-86,1,2014,0,0,0,1,2
149352-13,1,2014,0,0,1,1,0
149361-04,0.09090909090909091,2014,0,0,0,1,2
149515-93,0.09259259259259259,2014,0.01784685123619007,0,0,1,6
149516-20,0.2265625,2014,0.7092454828663391,0,0,0,14
149618-62,1,2014,0,0,1,1,0
149677-03,0.25,2014,0,0,1,1,1
149720-23,1,2014,0,0,1,1,0
149806-90,0.3333333333333333,2014,0,1,0,1,0
149809-42,1,2014,0,0,1,1,0
149811-04,1,2014,0,NA,NA,NA,0
149811-94,1,2014,0,1,0,0,0
149819-77,1,2014,0,0,0,1,0
149897-89,0.25,2014,0,1,1,1,2
149898-07,0.3333333333333333,2014,0,0,0,1,0
150145-84,0.3333333333333333,2014,0,0,0,1,1
150433-93,1,2014,0,0,0,1,0
150466-87,1,2014,0,NA,NA,NA,0
150704-02,0.5,2014,0,0,0,0,1
150783-31,1,2014,0,0,1,1,0
150979-42,1,2014,0,0,1,1,0
151245-10,1,2014,0,NA,NA,NA,0
151381-45,0.25,2014,0,0,1,1,2
151582-87,0.20000000000000004,2014,0,0,0,0,6
152132-41,0.09141274238227148,2014,-9.294340848420961e-15,0,0,0,12
152143-75,0.5,2014,0,0,0,1,1
152177-23,0.5,2014,0,0,0,0,1
152322-49,1,2014,0,0,1,1,0
152468-56,1,2014,0,0,0,1,0
152520-49,0.5,2014,0,0,0,1,1
152531-83,0.5,2014,0,0,0,1,1
152559-64,1,2014,0,0,1,0,0
152911-45,1,2014,0,1,1,0,0
153042-22,1,2014,0.9170309642904082,0,1,1,1
153066-16,0.5,2014,0,0,1,1,0
153151-21,0.5,2014,0,NA,NA,NA,0
153304-84,0.3333333333333333,2014,0,1,0,1,2
153309-25,0.5,2014,0,0,0,1,0
153419-41,0.3333333333333333,2014,0,0,1,1,0
153740-53,1,2014,0,1,0,1,0
153900-10,1,2014,0,0,0,1,0
153986-59,1,2014,0,NA,NA,NA,0
154035-46,0.3333333333333333,2014,0.03259643757178118,1,1,1,0
154275-85,1,2014,0,0,0,1,0
154404-91,0.5,2014,0,1,0,1,0
154449-46,0.5,2014,0,0,0,0,4
154449-64,0.3333333333333333,2014,0,0,0,0,1
154547-65,1,2014,0,NA,NA,NA,0
154669-24,1,2014,0.00393405281038539,0,1,1,0
154800-73,0.5555555555555556,2014,0,1,0,1,1
154862-38,1,2014,0,0,1,1,0
155144-44,1,2014,0,0,1,1,2
155410-30,1,2014,0,0,1,1,0
155527-75,0.3333333333333333,2014,0,0,0,1,4
155590-75,1,2014,0.01573621124154156,0,0,0,0
155857-15,0.20833333333333334,2014,9.212293162955335e-15,0,0,1,3
155941-84,0.375,2014,0,0,1,0,0
156126-16,1,2014,0,0,0,1,0
156680-38,1,2014,0,0,1,1,0
156695-23,1,2014,0,NA,NA,NA,0
156713-77,1,2014,0,0,0,1,0
156736-99,0.11458333333333331,2014,2.9425117577459297,0,1,1,2
156885-67,1,2014,0,NA,NA,NA,0
157248-55,0.5,2014,0,NA,NA,NA,0
157278-70,1,2014,0,1,1,1,0
157346-56,0.13580246913580246,2014,0,1,0,1,2
157412-62,1,2014,0,1,1,1,0
157481-47,0.07500000000000004,2014,0,0,0,1,4
157520-53,1,2014,0,NA,NA,NA,0
157663-45,0.5,2014,0,0,1,1,1
157664-17,0.22222222222222227,2014,0.00393405281038539,0,1,1,0
157761-46,1,2014,0,0,0,1,0
157816-63,1,2014,0,0,1,1,0
157839-49,0.5555555555555556,2014,0,0,0,1,0
157901-86,1,2014,0,0,1,1,0
157922-56,1,2014,0,0,0,0,2
158137-48,0.3333333333333333,2014,0,0,0,1,1
158246-47,0.25,2014,0,0,0,1,5
158334-40,0.375,2014,0,0,0,0,9
158422-69,0.25,2014,0.8689587282745603,0,0,1,5
158505-31,1,2014,0.00393405281038539,0,0,1,0
158760-82,0.28,2014,0,0,1,1,0
158840-83,1,2014,0,1,0,1,0
158862-97,1,2014,0,NA,NA,NA,0
159259-96,1,2014,0,0,0,1,0
159282-64,0.5,2014,0,1,0,0,3
159336-10,0.5,2014,0,1,1,1,1
159458-86,0.25,2014,0,0,0,0,6
160315-75,1,2014,0,0,0,1,0
160344-55,1,2014,0,0,0,1,0
160508-89,1,2014,0,0,1,1,0
160610-32,0.25,2014,0,0,0,1,3
160744-06,1,2014,0,1,1,1,0
160859-26,1,2014,0,1,0,1,0
160933-96,1,2014,0,0,0,0,0
161126-38,1,2014,0,0,1,1,2
161314-03,1,2014,0,0,0,1,0
161320-87,0.22222222222222227,2014,0,0,0,1,1
161343-55,1,2014,0,0,1,1,0
161348-68,0.14035818408996248,2014,-0.6254362058787437,0,1,1,12
161733-25,1,2014,0.00393405281038539,NA,NA,NA,0
161817-85,1,2014,0,NA,NA,NA,0
161935-57,0.25,2014,0,0,0,0,1
162341-83,1,2014,0,1,0,1,0
162377-65,0.3333333333333333,2014,0,0,0,0,5
162507-97,0.5,2014,0,0,0,1,0
162651-34,0.5,2014,0,0,0,0,3
162797-05,1,2014,0,1,0,1,0
162879-58,1,2014,0,NA,NA,NA,0
163026-82,0.3333333333333333,2014,0,1,0,1,2
163040-23,0.5555555555555556,2014,0,0,1,0,9
163274-95,0.16666666666666669,2014,0,0,1,0,10
163281-16,0.25,2014,0,0,0,1,0
163302-40,0.5,2014,0,0,0,1,0
163559-71,1,2014,0,0,0,0,0
163560-43,1,2014,0,NA,NA,NA,0
163989-55,1,2014,0,1,1,1,0
164226-25,0.20000000000000004,2014,0,0,0,1,0
164233-00,0.3333333333333333,2014,0,0,1,1,2
166172-86,0.16666666666666669,2014,0,0,0,0,1
166235-95,1,2014,0,0,0,0,0
166285-27,1,2014,0,1,1,1,0
166445-92,1,2014,0,0,1,1,0
166476-70,0.5,2014,0,0,0,1,1
166684-42,1,2014,0,0,1,0,0
166690-90,1,2014,0,0,0,1,0
166731-04,0.3333333333333333,2014,0,0,0,1,2
166955-77,1,2014,0,0,1,0,2
166976-56,0.5,2014,0,0,1,1,1
166993-48,0.25,2014,-0.6478462727297297,0,1,1,2
166995-10,0.5,2014,0,0,0,0,1
167005-54,1,2014,0,0,1,1,0
167007-16,1,2014,0,0,0,1,0
167221-45,0.5,2014,0,1,1,1,4
167258-62,0.1875,2014,0,0,0,1,2
167430-79,1,2014,0,0,1,0,0
167489-20,0.08220603537981269,2014,-0.35251813465748433,0,0,0,6
167588-65,1,2014,0,1,0,1,0
167790-43,0.16666666666666669,2014,0,0,0,1,5
167818-33,0.25,2014,0,0,0,1,2
167913-64,0.23966942148760328,2014,0.7681259315309996,0,0,1,6
167914-09,0.09183673469387757,2014,-1.2597945963903163,0,1,1,8
168093-19,0.25,2014,0,0,0,1,0
168097-06,1,2014,0,0,1,0,0
168156-37,1,2014,0,NA,NA,NA,0
168162-13,0.375,2014,0,0,1,0,6
168190-21,1,2014,0,0,0,1,0
168227-20,0.3333333333333333,2014,0,0,0,0,1
168507-19,1,2014,0,1,1,0,0
168509-08,0.5,2014,0,1,1,1,0
168558-13,0.14285714285714282,2014,-0.7184942112706817,0,0,1,7
168565-15,0.5,2014,0,1,1,1,2
168565-24,1,2014,0,0,1,1,0
168590-98,0.375,2014,0,0,1,1,0
168672-52,0.20000000000000004,2014,0,0,0,1,8
168749-65,0.25,2014,0,0,0,1,2
168779-53,0.25,2014,0,1,0,1,2
168785-38,1,2014,0,0,1,1,0
169146-10,0.44000000000000006,2014,0,0,0,1,3
169192-00,1,2014,0,0,1,1,0
169831-27,0.20000000000000004,2014,0,0,0,1,3
169834-78,1,2014,0,0,0,0,0
170053-39,0.05600000000000001,2014,-1.1851322430590758,0,1,1,11
170057-80,1,2014,0,NA,NA,NA,0
170251-75,1,2014,0,0,1,1,0
170388-19,1,2014,0,0,1,1,0
170583-31,0.25,2014,-1.8087040082955572,1,0,1,13
170625-07,0.5,2014,0,0,0,1,0
170762-77,1,2014,0,NA,NA,NA,0
170795-08,0.25,2014,0,0,1,0,9
172228-42,1,2014,0,0,1,1,0
172574-29,1,2014,0,1,1,1,0
178317-91,0.5555555555555556,2014,0,0,0,1,2
178356-25,0.08444444444444445,2014,3.543923995278121e-14,0,0,1,4
178725-61,1,2014,0,0,0,1,0
178876-72,1,2014,0,0,1,0,0
179175-34,0.3333333333333333,2014,0,0,0,1,3
179225-47,1,2014,0,0,1,1,0
179240-41,0.13512901765504753,2014,-2.048159147049765,0,0,1,20
179263-00,0.5,2014,0,0,0,1,1
179343-64,0.5,2014,0,0,0,0,5
179412-22,0.5,2014,0,0,0,0,0
179594-74,1,2014,0,1,0,1,0
179863-93,1,2014,0,NA,NA,NA,0
180260-38,1,2014,0,1,0,1,0
180398-62,0.07596253902185224,2014,1.35898782952644e-14,0,1,1,1
180795-07,0.5,2014,0,0,0,1,0
181008-73,1,2014,0,0,0,1,0
181043-74,0.5555555555555556,2014,0,1,0,1,0
181106-65,1,2014,0,0,1,1,0
181143-91,1,2014,0,NA,NA,NA,0
181824-13,1,2014,-0.6697345033106954,0,1,1,0
181984-87,0.25,2014,0,0,0,1,1
182193-58,1,2014,0,1,0,1,0
182274-04,1,2014,0,0,0,0,0
182298-16,1,2014,0,NA,NA,NA,0
182530-81,0.20000000000000004,2014,0,1,0,1,3
182602-27,1,2014,0,NA,NA,NA,0
182675-98,1,2014,0,1,1,1,0
183362-41,1,2014,0,NA,NA,NA,0
183375-73,0.5,2014,0,0,0,1,0
183715-30,1,2014,0,NA,NA,NA,0
183882-70,1,2014,0,0,1,1,0
183883-51,1,2014,-0.0050250086317586385,0,0,0,0
184170-88,0.3333333333333333,2014,0,0,1,0,1
184944-07,1,2014,0,NA,NA,NA,0
185590-63,1,2014,0,NA,NA,NA,0
185750-29,0.5,2014,0,0,1,1,1
186316-03,1,2014,0,NA,NA,NA,0
186402-16,1,2014,0.006884592418152454,NA,NA,NA,0
186674-59,0.3333333333333333,2014,0,1,0,1,0
187665-94,1,2014,0,NA,NA,NA,0
187776-91,1,2014,0,0,1,1,0
187854-31,0.5,2014,0,0,1,0,0
221456-17,0.3333333333333333,2014,0,0,0,1,8
221464-99,0.14285714285714285,2014,-2.0545497545285606e-14,0,1,0,2
221543-02,1,2014,0,NA,NA,NA,0
221543-29,1,2014,0,NA,NA,NA,0
221543-38,1,2014,0,NA,NA,NA,0
221761-09,0.5,2014,0.015736211241588076,0,0,1,3
221901-67,0.3333333333333333,2014,0,0,1,1,1
222007-06,0.5,2014,0,0,0,1,0
222010-30,1,2014,0,NA,NA,NA,0
222218-29,1,2014,0,1,0,1,0
222304-51,0.5,2014,0,0,0,1,1
222842-26,1,2014,0,1,1,1,0
223015-96,0.18518518518518517,2014,0,0,0,1,1
223024-15,1,2014,0,0,1,0,0
223515-28,0.5,2014,0,0,0,1,0
223826-14,1,2014,0,0,0,1,0
224314-93,1,2014,0,0,1,1,0
224342-83,1,2014,0,0,1,1,0
224384-23,1,2014,0,0,1,1,0
224384-77,0.36,2014,0,0,1,1,0
224498-17,0.07692307692307691,2014,-0.3905638579373163,0,0,0,12
224539-03,0.2839506172839506,2014,0,0,0,0,8
225845-11,1,2014,0,1,1,1,0
225863-56,0.3333333333333333,2014,0,0,0,1,4
225893-44,1,2014,0,1,0,1,0
226559-44,0.16666666666666669,2014,0,0,0,0,15
226690-21,0.5,2014,0,0,1,1,1
226843-57,0.18367346938775508,2014,0,0,0,1,3
226941-67,0.5555555555555556,2014,0,0,0,0,0
226992-61,0.5555555555555556,2014,0,1,0,0,3
227260-18,1,2014,0,1,1,1,0
227424-43,0.3333333333333333,2014,0,0,0,0,2
227750-86,1,2014,0,1,1,1,0
227783-26,0.5,2014,0,0,1,0,0
228097-45,1,2014,0,NA,NA,NA,0
228158-83,0.5,2014,0,0,0,1,0
228246-04,1,2014,0,NA,NA,NA,0
228319-66,0.09422936449963479,2014,-1.1353032544322648,0,1,1,10
228366-82,1,2014,0,0,0,0,0
228499-03,1,2014,0,NA,NA,NA,0
228576-52,1,2014,0,NA,NA,NA,0
229156-57,0.5,2014,0,0,0,1,1
229438-63,1,2014,0,0,1,1,0
229565-89,1,2014,0,0,0,0,0
229615-30,1,2014,0,0,0,1,0
24981-04,0.11723886048210368,2014,0.21614773427172554,0,1,1,7
25038-01,0.3472222222222222,2014,-0.9312689556231675,0,1,1,5
25121-17,0.13609467455621305,2014,0.01573621124154156,1,0,0,14
25255-63,0.0841209829867675,2014,-1.7278050550493718,0,0,0,8
25264-09,0.09752066115702478,2014,1.5291992998062829,0,1,0,12
25267-78,0.2595155709342561,2014,0.9496047776513519,0,0,0,12
25268-05,0.15702479338842976,2014,2.4191735020783995,0,0,0,6
25297-12,0.25,2014,0,1,0,0,3
25310-62,0.14583333333333334,2014,0,0,1,1,15
25332-67,0.11952406706327744,2014,-0.3848184296292887,0,0,1,12
25338-70,0.10650887573964496,2014,0.024728331950957205,0,0,1,7
25344-37,0.07750472589792062,2014,0.5603255241200404,0,0,0,10
25359-76,0.5,2014,0,0,0,1,0
25380-82,0.1284722222222222,2014,-0.7520431600957354,1,0,1,9
25383-79,0.18518518518518517,2014,1.4005228004971964,1,1,1,11
25915-87,0.07555555555555554,2014,0.023604316862357675,1,0,1,13
26033-86,0.14000000000000004,2014,0,1,0,0,14
34108-03,0.0770512286547272,2014,0.6093955706925644,0,0,0,8
35020-81,0.52,2014,0,0,1,0,6
39055-24,0.08875739644970414,2014,-0.7284589435633856,0,1,1,12
39277-27,0.07231555880204528,2014,-2.862916482847404,0,0,0,10
39717-73,0.15754437869822485,2014,-2.559805469260734,0,0,1,14
39760-30,0.14285714285714285,2014,0,0,0,0,13
39761-56,0.24958677685950412,2014,0.3775215876288769,0,0,1,6
39894-31,0.0556640625,2014,-0.44520110498354737,0,0,1,16
39895-03,0.09500000000000003,2014,-9.881430205433869e-14,0,0,1,10
40376-26,0.2366863905325444,2014,0.27195521326248995,0,0,1,12
40380-22,0.05882352941176467,2014,2.961763960202951e-14,0,1,1,8
40380-31,0.03797468354430381,2014,-0.7250606281521876,0,0,1,12
40414-78,0.05111111111111112,2014,2.54817893058793,1,0,1,9
40425-49,0.28,2014,0,0,1,1,16
40431-25,0.10204081632653061,2014,0.318371240177573,0,1,0,3
40443-13,0.12802768166089964,2014,0,0,1,0,16
40451-14,0.16666666666666666,2014,-0.637646244123792,1,0,1,6
40451-32,0.16444444444444445,2014,0.02922439230567404,0,0,1,6
40457-98,0.27111111111111114,2014,0.8241942064205257,0,0,1,5
40665-97,0.09393579072532698,2014,-0.07364473260964449,0,1,1,6
40668-76,0.04010204081632655,2014,-0.45436399596086213,0,0,0,21
40732-48,0.07360946745562132,2014,-1.9053918424103125,0,1,1,10
40744-00,0.12110726643598616,2014,0.00393405281038539,0,0,1,14
40764-07,0.05854934601664686,2014,-2.350989216597314,0,1,0,14
40773-97,0.11134235171696151,2014,1.5309622322819352,0,1,0,5
40784-32,0.11734693877551018,2014,-0.17638646899232727,0,1,1,10
40786-30,0.2777777777777778,2014,-2.668148308796277,0,0,0,6
40801-15,0.18000000000000005,2014,-1.2920843668197726,0,0,0,4
40822-84,0.37499999999999994,2014,0.05226670162375677,0,0,1,6
40829-14,0.05918476326094692,2014,0.17041196415182933,0,1,1,14
40829-23,0.3600000000000001,2014,0,1,0,1,5
40845-43,0.15555555555555559,2014,3.2296212181881656,0,1,1,9
40845-79,0.09695290858725762,2014,3.3923265037033925,1,0,1,6
40850-20,0.20415224913494812,2014,0.38107305506685923,0,0,0,12
40993-12,0.07429322813938198,2014,1.7973360155931764,0,1,0,11
40995-55,0.10715557137771448,2014,0.4355950346680136,0,1,1,17
40997-80,0.14666666666666667,2014,0.015736211241607168,0,1,1,14
40998-25,1,2014,0,0,1,0,0
41003-11,0.07409410492157925,2014,-1.4689484713818395,0,0,0,18
41013-28,0.109375,2014,0.6315021977999662,0,1,1,15
41020-03,0.13494809688581313,2014,0,0,0,1,18
41021-92,0.08367626886145403,2014,-2.5780143099073847,0,0,1,10
41701-51,0.2777777777777778,2014,1.0543261531832826,1,1,1,4
41706-10,0.1975308641975309,2014,0.10893240150821604,0,1,0,10
41716-90,0.05102610205220411,2014,-1.1299679344848286,0,1,1,6
41745-70,1,2014,0,0,1,1,0
41762-98,0.23529411764705885,2014,1.9784957456973034,0,0,1,7
41895-55,0.0878987095203312,2014,-0.007240563431079288,0,1,1,15
42134-05,0.05601469237832872,2014,1.2723343383083947,0,0,1,16
42151-42,1,2014,0,0,1,0,6
42155-83,0.12570888468809074,2014,1.5341157379929575,0,0,0,13
42156-01,0.04847645429362881,2014,-1.891161095416624,0,0,1,9
42173-20,0.2301038062283738,2014,-1.1311518206768547,0,1,1,4
42183-19,0.14053254437869825,2014,-3.5931939165631204,0,1,1,8
42202-18,0.06938271604938269,2014,-0.817996633227653,0,1,1,17
42202-81,0.11591695501730104,2014,0.13854164983883374,0,0,1,10
42205-42,0.16666666666666669,2014,-1.3675794216060608e-15,0,1,1,19
42228-73,0.21875,2014,0,0,0,1,5
42240-79,0.07533607681755831,2014,0.5753319755890324,0,1,1,8
42254-83,0.36,2014,1.1605955081910924e-14,0,0,1,4
42255-82,0.5,2014,0,NA,NA,NA,10
42256-27,0.21875,2014,0,1,0,1,8
42259-06,0.11111111111111108,2014,0.3672601329607415,0,1,1,9
42278-41,0.11458333333333331,2014,-0.0402682931203501,0,1,1,6
42278-77,0.07871720116618076,2014,0,0,0,1,15
42278-86,0.07851239669421486,2014,0.7316204969145041,0,1,1,10
42284-62,0.06714876033057848,2014,0,0,1,1,4
42297-04,0.07266435986159168,2014,0.3630842693340848,0,1,1,12
42305-95,0.26697530864197533,2014,0.971669455536426,0,0,1,11
42308-83,0.5408163265306122,2014,0,0,0,1,10
42326-38,0.1795841209829867,2014,-3.172257850150383e-14,0,0,1,7
42329-89,0.1074380165289256,2014,-0.17687842864981296,0,1,1,6
42330-16,0.2066115702479339,2014,-0.8702101338040714,0,0,1,4
42336-37,0.08000000000000003,2014,-0.6369574473765353,0,1,1,15
42340-15,0.10743801652892562,2014,-1.5937575667600539,1,0,0,13
42348-43,0.2901234567901235,2014,1.2244752834989707,0,0,1,12
42360-22,0.06420927467300835,2014,0.060982210880647245,0,1,1,12
42363-73,1,2014,0.006884592418173799,0,0,0,5
42365-62,0.18080000000000002,2014,0.28788197725277853,0,0,0,12
42389-47,0.24691358024691362,2014,0.8870903489208094,0,0,1,7
42460-57,0.1745152354570637,2014,-2.027312639666664,0,1,0,8
42463-99,0.08418367346938778,2014,0.4332184633107248,0,0,0,9
42465-43,0.14083175803402648,2014,0.07855352595981924,0,0,0,12
42476-86,0.08916323731138542,2014,-0.37155663543841316,1,0,1,6
42508-00,0.1388888888888889,2014,-0.34497900860028125,0,1,0,8
42520-24,0.08984660336011689,2014,-3.145185775699444,1,0,1,11
42711-76,0.36505190311418684,2014,0.04654549034025834,0,0,1,14
42715-00,0.051984416849281734,2014,0.9019911864640378,0,1,1,9
42715-09,0.08576160654210445,2014,-0.5650404930779876,0,1,1,8
42723-82,0.12000000000000005,2014,0,0,0,1,9
42728-77,0.09333333333333334,2014,-2.2304832158247883,0,1,1,11
42737-23,0.28,2014,0,1,0,1,3
42739-66,0.20000000000000004,2014,0.028014055507794285,0,0,1,4
42755-77,0.21875,2014,-0.3900141816290531,0,1,1,3
42757-93,0.08680555555555554,2014,-1.938242685549119,0,1,1,10
42770-53,0.15625,2014,-0.5094442747914971,0,1,0,4
42775-48,0.08612754766600919,2014,-0.09712599017619902,0,1,1,18
42784-39,0.13,2014,0.20517655942262464,0,0,1,12
42787-63,0.265625,2014,0,0,0,1,6
42788-17,0.0874479476502082,2014,-1.0968732640561425,1,0,1,7
42790-60,0.09375,2014,0.09948778481961305,0,0,1,7
42796-99,0.4375,2014,0.2362780842944655,0,0,0,2
42802-93,0.5555555555555556,2014,0,1,0,1,3
42810-94,0.21893491124260356,2014,-0.08192002962851566,1,1,1,2
42833-44,0.07000000000000003,2014,0,0,0,0,8
42834-43,0.08944318468127993,2014,-2.533569330727087,0,0,1,9
42855-58,0.07851239669421486,2014,-1.6713422217999396,0,1,0,8
42856-84,0.5555555555555556,2014,0,0,1,1,7
42857-74,0.16666666666666669,2014,0.0337204526604117,0,0,1,7
42862-24,0.3888888888888889,2014,-0.005302536553183189,0,0,0,6
42864-40,0.08916323731138544,2014,2.845578977138034,0,0,0,7
42871-51,0.05380917159763313,2014,0.771511450286237,0,0,1,20
42874-30,0.7222222222222223,2014,2.2644096205081836,0,0,0,7
42883-84,0.10000000000000002,2014,0,0,0,1,9
42941-44,0.22448979591836732,2014,0,0,0,0,2
42943-96,0.14186851211072665,2014,7.955381535960494,0,1,0,6
42944-05,0.03278591682419659,2014,-0.976523995165028,0,0,1,18
42955-30,0.051797792808828735,2014,0.5889775502283952,0,0,1,16
42957-28,0.3333333333333333,2014,0,0,0,0,4
42967-45,0.2839506172839506,2014,0,0,0,1,4
42968-17,0.16049382716049382,2014,0.8152766331407644,0,0,0,7
42976-72,0.22222222222222227,2014,-3.4192069593004946,0,0,0,6
42988-78,0.09027777777777773,2014,0,0,0,1,6
42995-26,0.171875,2014,2.4646192432873226,0,1,1,5
42999-58,0.1734693877551021,2014,-1.0555552352557784,0,1,1,9
43003-54,0.08246527777777773,2014,-0.9609180168660636,0,1,1,5
43011-19,0.12000000000000005,2014,0.8968352796183895,0,1,1,8
43014-79,0.07529369882520467,2014,1.1142817911370428,0,1,1,8
43057-36,0.3600000000000001,2014,0,0,0,0,4
43058-08,0.0873959571938169,2014,1.299432544668905,0,1,0,11
43064-47,0.16262975778546712,2014,-1.3759087282397933,0,1,0,18
43074-01,0.1388888888888889,2014,-0.20140607712646205,1,0,1,8
43081-57,0.09750566893424034,2014,1.6387062029983273,0,0,0,14
43085-53,0.1015625,2014,0.47572975441864856,0,1,1,3
43125-94,0.11724762335898595,2014,-2.087034558715434,0,1,1,10
43226-11,0.06760411032990807,2014,2.019495444553833e-14,0,1,1,14
44459-02,0.375,2014,0,0,0,0,21
44459-38,0.10720000000000002,2014,0.23893775648108886,0,1,1,5
44756-83,0.32231404958677684,2014,0,0,0,1,7
44791-39,0.16049382716049382,2014,0,1,1,1,15
45703-99,0.09760000000000003,2014,2.254629897326017,0,1,1,5
45704-44,0.07249277931882524,2014,0.4520179914573706,0,1,1,9
46194-67,0.1377777777777778,2014,0.06294484496618356,1,1,1,3
47291-95,0.3333333333333333,2014,0,0,0,1,5
48126-25,0.25999999999999995,2014,-3.083193447632767,0,0,1,15
48176-38,0.06892386337774202,2014,0.047464544960583464,0,1,1,9
49309-12,0.12000000000000002,2014,0.2510976028337516,0,0,0,13
49922-20,0.09357277882797732,2014,-0.264090656392129,0,1,1,6
49922-29,0.07862638393694878,2014,0,0,1,1,7
50883-76,0.30000000000000004,2014,0,0,1,1,7
50900-41,0.09439999999999998,2014,-1.1390356413441967e-14,0,1,0,8
50900-77,0.2066115702479339,2014,0,0,1,1,4
50901-94,0.09465020576131684,2014,2.09212777999959,0,1,0,15
50906-26,0.09631391200951248,2014,0.46727693796034564,0,1,1,9
50907-70,0.3333333333333333,2014,0.009835132025963476,0,0,0,4
50917-42,0.11357340720221606,2014,0.3672601329607415,0,0,1,11
50925-70,0.09924385633270325,2014,-0.3703412644877468,1,0,1,10
50931-82,0.22448979591836732,2014,-0.11605455790642229,0,1,1,8
50933-17,0.14197530864197533,2014,-1.165525582152609,0,0,0,11
50937-31,0.12499999999999997,2014,1.2810065792452163,0,0,1,12
50937-85,0.5,2014,0,NA,NA,NA,0
50943-70,0.1411911703456893,2014,-1.3661354761250921,0,1,1,7
50946-31,0.08666666666666664,2014,-0.4942601977537696,0,1,1,7
50951-62,0.10204081632653064,2014,1.0734808447593538,1,0,1,2
50951-71,0.21875,2014,0,0,0,0,11
50961-25,0.3333333333333333,2014,0,NA,NA,NA,0
50974-39,0.26474622770919065,2014,-0.483293206624097,0,0,1,14
50980-24,0.04601415820252383,2014,0.01173702220556047,0,0,1,9
50980-51,0.09467587435954557,2014,-1.7142172505970357,1,1,1,5
50980-60,0.06552856849291959,2014,0.10949631007093492,0,1,1,15
50980-69,0.05948911897823797,2014,-1.1196496374548217,0,0,1,7
50981-14,0.08103214124038026,2014,-1.4293944736266833,0,1,0,7
50984-74,0.18367346938775508,2014,0.7934596046240938,0,1,1,8
50986-90,0.11614317019722425,2014,-0.747338715652038,0,0,1,5
50987-71,0.08093278463648834,2014,-1.7872009259133625,0,1,1,5
50987-89,0.08319999999999998,2014,1.152564580641335e-14,0,1,1,14
50991-31,0.3155555555555556,2014,-0.4890556979186987,0,1,1,11
50993-92,0.26530612244897955,2014,0,0,0,0,18
50996-62,0.22448979591836735,2014,-0.05130172780112267,0,0,1,8
51001-03,0.30864197530864196,2014,0.02259187928993909,0,0,0,10
51001-57,0.061224489795918366,2014,-0.06327778335992804,0,0,1,14
51004-09,0.40740740740740744,2014,0.888767639696922,0,1,1,14
51004-18,0.26500000000000007,2014,-0.039007966616279255,0,0,0,12
51004-36,0.25,2014,0.015736211241586893,0,0,1,7
51004-54,0.07887517146776409,2014,0.18750165521560583,0,0,0,14
51004-81,0.04935259898667671,2014,1.101976310191882,0,0,0,14
51005-08,0.1001890359168242,2014,-0.28476049935383,0,0,1,12
51005-26,0.1484375,2014,-0.28476049935382997,0,0,1,4
51005-53,0.07939508506616258,2014,8.005754584670107e-14,0,1,1,7
51007-51,0.07847824602144664,2014,-0.3550281102558721,1,1,1,7
