Investor_Id,hhi,year,status,first,IT,early,age
11154-43,1,2007,-0.9991525581463137,1,0,1,0
11154-70,0.11500000000000002,2007,-0.4202721137098692,0,1,1,5
11155-51,0.23076923076923078,2007,-0.2583836924956095,0,0,1,3
11155-87,0.5,2007,0,1,1,1,0
11156-14,0.5,2007,0,1,0,1,7
11156-41,0.375,2007,-1.3873487010939547,0,0,1,0
11156-68,0.3333333333333333,2007,-1.76956847412831,0,1,0,3
11156-77,0.09934562760261748,2007,0.7204639968339485,0,1,1,7
11157-04,0.1770833333333333,2007,-0.02699723426673302,0,1,0,10
11157-58,0.08650519031141866,2007,0,0,1,0,9
11157-76,0.18367346938775508,2007,0,1,1,1,3
11157-94,0.30578512396694213,2007,1.3267462147765714,0,0,0,7
11158-30,0.12426035502958582,2007,0,0,1,1,6
11158-39,0.10204081632653061,2007,0.7114475231745228,0,0,0,4
11158-48,0.154320987654321,2007,1.0748146415301678,0,0,0,6
11158-57,0.15625,2007,0.9745542409471588,0,0,1,5
11158-84,0.15839999999999999,2007,-0.2904148730118951,0,1,0,7
11159-74,0.09279778393351798,2007,-1.495778713427411,0,0,1,11
11159-83,0.20833333333333334,2007,1.3142165158800263,0,1,0,9
11160-55,0.25000000000000006,2007,-1.8338680559788536,0,0,1,8
11160-91,1,2007,-0.8804386079197846,1,0,1,0
11161-36,0.2639999999999999,2007,-1.9216453098541966,0,0,0,13
11161-54,0.20987654320987653,2007,0,0,0,0,2
11161-90,0.20987654320987653,2007,0.14293945315928774,0,1,1,7
11162-08,0.17400000000000002,2007,-1.243890768890198,0,0,0,14
11162-17,0.12962962962962965,2007,0.43326767784331854,0,1,1,7
11162-53,0.16960000000000003,2007,-2.044686123692627,0,0,1,6
11163-88,0.140625,2007,0.02573723411462285,0,0,1,4
11164-33,0.13905325443786984,2007,0.5116723721927404,0,1,0,7
11164-78,0.375,2007,-0.5105279355968618,0,1,1,2
11165-23,0.12962962962962965,2007,0.1988771825343406,0,1,1,5
11165-50,0.05349794238683127,2007,-0.5397100415379146,0,1,1,11
11165-59,0.13912009512485138,2007,-1.1081278531544028,0,1,0,8
11165-68,0.11564625850340135,2007,0,0,1,1,11
11166-31,0.20000000000000004,2007,-0.9676424838522336,0,1,1,8
11166-40,0.5,2007,1.3142165158800259,1,1,1,1
11166-49,0.06186518928901198,2007,-2.0641304708438732,0,1,1,8
11166-58,0.03540381063916042,2007,0.7330209341629993,0,1,1,12
11166-67,0.11250000000000002,2007,1.4900796734829695,0,1,0,7
11166-76,0.08179012345679014,2007,1.5983849673387922e-14,0,1,1,7
11167-03,0.20000000000000004,2007,0,1,1,1,3
11168-02,0.13157894736842102,2007,2.2722359799916476,0,1,0,9
11168-38,0.14739229024943307,2007,-3.1096972431149786e-14,0,0,0,8
11168-92,0.2109375,2007,0,0,0,0,12
11169-28,0.28,2007,-0.06434308528655713,1,1,0,2
11169-46,0.26530612244897955,2007,0.5009547028448933,0,1,0,6
11170-00,0.21875,2007,0,0,1,1,3
11170-09,0.1527777777777778,2007,1.985489657344821e-15,0,1,1,2
11170-63,0.11111111111111112,2007,0.10938324498714712,1,1,1,3
11170-81,0.08181154127100068,2007,-1.2534790762889891,0,1,1,11
11171-08,0.12244897959183675,2007,-0.35615488677652596,0,0,1,7
11171-35,0.12208504801097392,2007,-0.6577243883053767,0,1,0,6
11171-44,0.12890625,2007,2.6893406089629908,0,1,0,10
11171-53,0.16049382716049382,2007,0,1,0,1,5
11172-43,0.05007983742197706,2007,2.0362645972964017,0,1,0,12
11172-61,0.0820451843043995,2007,1.7126814758701783,0,1,0,7
11173-42,0.1033057851239669,2007,0.6930221064155659,0,0,0,12
11173-51,0.0743801652892562,2007,0.05147446822926661,0,0,0,8
11173-60,0.12191358024691361,2007,2.137650897713149,0,0,0,14
11173-78,0.2,2007,0,0,1,1,10
11174-14,0.18055555555555558,2007,0,0,0,1,9
11174-32,0.1527777777777778,2007,0,0,0,0,7
11174-77,0.06513337732114242,2007,-0.15370606004328632,0,1,0,11
11175-13,0.09739368998628255,2007,-0.10453276625017507,0,1,1,10
11175-49,0.375,2007,-0.7493570258685666,0,1,1,2
11175-94,0.2777777777777778,2007,0,0,0,0,6
11176-39,0.08093278463648831,2007,4.384376607643003,0,0,0,9
11177-02,0.32,2007,0.025737234114619152,0,0,0,8
11177-11,0.11882716049382716,2007,1.2391786048128224,0,0,1,12
11177-20,0.047731568998109646,2007,-0.36926300810787377,0,1,1,13
11178-91,0.14285714285714285,2007,0.025737234114622014,1,1,0,7
11179-00,0.2109375,2007,0.18008552204582884,0,1,1,8
11179-63,0.28,2007,0,1,0,1,4
11179-90,0.12163265306122448,2007,-1.5338124381811444,0,1,1,4
11179-99,0.14681440443213295,2007,-0.4906832430259799,0,0,0,14
11181-34,0.1875,2007,0.6917057726675442,0,1,1,5
11181-70,0.22448979591836735,2007,0,0,0,0,7
11182-24,0.2662721893491125,2007,-0.5946791304326428,0,1,0,7
11183-32,0.14876033057851237,2007,-0.7374948765021577,0,0,1,8
11183-95,0.06612244897959182,2007,0.17489512101539653,0,0,1,7
11184-49,0.06681440443213298,2007,0.13725629645750495,0,1,0,14
11184-67,0.06720570749108207,2007,1.098495034365618,0,1,1,13
11185-12,1,2007,0,1,1,1,0
11185-84,0.5,2007,0,0,0,0,2
11186-20,1,2007,0,0,0,0,0
11186-29,0.25,2007,0,1,0,1,3
11186-83,0.0929705215419501,2007,-2.685380379895272,0,1,1,5
11188-27,0.18343195266272191,2007,0.02573723411462285,0,1,0,6
11188-63,0.2222222222222222,2007,-0.32167889409319567,0,0,1,2
11188-72,0.3333333333333333,2007,0,1,0,1,1
11189-35,0.5,2007,1.4614432790372218,0,1,0,2
11189-44,0.06951530612244897,2007,-4.213935161149577,1,1,1,4
11190-70,0.33333333333333337,2007,0,1,0,1,13
11191-87,0.163265306122449,2007,-2.895982940588334,0,0,1,3
11191-96,0.05654563915829278,2007,-2.0520196069256893,0,1,1,14
11192-14,0.1388888888888889,2007,-1.5993234585096945,0,0,1,5
11192-41,0.11111111111111113,2007,0.47062370952459454,0,0,1,12
11192-59,0.1875,2007,1.3944916749906466,0,1,0,2
11192-68,0.21604938271604934,2007,0.5129388442179347,0,0,1,14
11193-13,0.05266272189349114,2007,1.91733441952387,0,1,1,13
11193-40,0.20987654320987653,2007,0.13029474770528163,1,1,1,5
11194-03,0.1742112482853224,2007,-1.6920389006759762,0,1,1,7
11194-12,0.12128608702971132,2007,-2.2836091060484627,0,0,0,13
11194-30,0.16049382716049382,2007,-1.636671495334315,0,1,0,7
11194-39,0.13580246913580246,2007,0,1,0,1,5
11195-56,0.3333333333333333,2007,0,0,0,0,4
11195-65,0.091796875,2007,-0.5786711918243019,0,1,0,8
11196-10,0.12426035502958582,2007,0,0,0,0,11
11196-28,0.06172839506172842,2007,-0.7183324711697313,0,1,1,8
11196-73,0.18518518518518517,2007,3.156630251045624,1,0,1,7
11196-82,0.32653061224489793,2007,-1.385636921207566,1,0,1,5
11197-00,0.06238185255198486,2007,3.011031008709628,0,1,1,9
11197-45,0.3061224489795918,2007,-4.108451098782702e-15,0,0,1,3
11197-54,0.09722222222222225,2007,0,0,1,0,8
11197-81,0.37217598097502974,2007,0,0,0,1,11
11198-35,0.18367346938775508,2007,0,0,1,0,4
11198-71,0.5555555555555556,2007,0.02573723411462285,0,0,1,1
11198-98,1,2007,0,1,0,1,0
11199-16,0.2222222222222222,2007,0,0,1,1,5
11199-79,0.08780991735537186,2007,-0.06635605222402825,0,1,1,9
11199-97,0.20000000000000004,2007,-0.10465382858725822,0,1,0,6
11200-69,0.09695290858725761,2007,-0.8515895935582871,0,1,0,7
11200-78,0.11479591836734694,2007,-0.6176939477948103,0,1,0,8
11201-59,0.07591836734693876,2007,-0.21584312301754008,0,1,1,11
11201-68,0.14049586776859505,2007,-0.030725562479213632,0,1,0,6
11201-77,0.08390022675736959,2007,2.172681951458453,0,0,0,11
11201-95,0.20833333333333334,2007,0.20589787291690212,0,1,1,7
11202-04,0.375,2007,0,0,0,1,1
11203-03,0.28,2007,0,0,1,1,5
11203-21,0.05325443786982248,2007,0.3199297455404216,0,0,0,10
11203-30,0.12444444444444445,2007,-2.42297391644757,0,1,0,5
11204-20,0.18367346938775508,2007,0,1,0,1,1
11204-83,0.2777777777777778,2007,0,0,0,1,8
11205-64,0.06400706981441735,2007,-0.5305086845611348,0,1,0,10
11205-82,0.16000000000000006,2007,0,0,0,0,6
11205-91,0.25510204081632654,2007,4.266706888141812,0,0,0,6
11206-54,0.06302021403091557,2007,-0.3405113919078538,0,1,1,10
11207-17,0.08780991735537187,2007,2.495763910614174,0,0,0,6
11207-44,0.16081632653061226,2007,0.3375710354660296,0,0,0,11
11207-89,0.28759189128981955,2007,0.7444157574450974,0,0,0,14
11208-07,0.1564797311489183,2007,0.415936509274358,0,0,1,10
11208-16,0.11531190926275994,2007,0.8759677089011,0,0,0,9
11208-43,0.1875,2007,-0.9810989216338494,1,0,1,1
11208-70,0.14000000000000004,2007,0.17444753848239195,0,1,1,6
11208-79,0.05555555555555556,2007,2.604427016042628,0,0,0,12
11208-88,0.25,2007,0,0,0,0,5
11209-42,0.125,2007,0.79152959110857,0,0,1,5
11209-51,0.26530612244897955,2007,-4.369995928586731,0,0,1,2
11209-60,0.20000000000000004,2007,0.7175773691292079,0,0,1,1
11210-32,0.052672049211841585,2007,-3.655841776673581,0,0,0,11
11210-59,0.2899408284023669,2007,0,0,1,0,5
11210-86,1,2007,0,1,0,0,0
11210-95,0.14285714285714285,2007,0,0,0,1,5
11211-22,0.375,2007,0,0,0,1,1
11211-40,0.05950617283950617,2007,-1.1621870308789781,0,1,0,14
11211-94,0.21428571428571427,2007,0,0,1,0,9
11212-12,0.28,2007,0.02573723411462285,1,0,0,2
11212-21,0.11360000000000002,2007,0.7851721316179884,0,1,0,7
11212-66,0.125,2007,-3.5015245386933285e-14,0,1,0,7
11213-74,0.14255983350676374,2007,-1.1017979022359599,0,1,0,7
11213-92,0.09819480261852803,2007,0.5577512624911832,0,1,1,11
11214-19,0.11966701352757549,2007,0.3587537887288142,0,1,1,6
11214-82,0.05499999999999999,2007,-0.510946818020348,0,1,0,10
11215-27,1,2007,0,1,0,1,0
11215-36,0.0765595463137996,2007,-2.7224057470470178,0,1,1,8
11215-54,0.07479224376731297,2007,-0.2775967909442586,1,1,1,7
11215-63,0.06349206349206347,2007,-1.4465025425751792,0,0,1,5
11215-72,0.5,2007,0,1,1,1,7
11216-26,0.0842559579658472,2007,-0.5710751530821951,0,1,1,5
11216-53,0.14049586776859505,2007,0.025737234114624342,0,0,1,3
11216-62,0.12465373961218837,2007,0.08240797091645495,0,1,1,7
11216-98,0.06407715682388687,2007,-0.4462819647650279,0,0,1,8
11217-61,0.07491082045184302,2007,0.22060486383958722,0,0,1,8
11218-42,0.12000000000000002,2007,1.0415092317202947,0,1,1,5
11218-69,0.14666666666666667,2007,-1.1017663160895634,0,0,0,7
11218-78,0.06408869659275283,2007,0.7512658983362774,0,1,1,9
11219-05,0.07958477508650517,2007,-3.692161957906438e-15,0,0,1,5
11219-14,0.2022684310018903,2007,-0.14315701736724593,0,1,1,9
11219-23,0.06879999999999999,2007,1.0976376482691035,0,1,0,13
11219-77,0.15500000000000003,2007,0.0514744682292457,0,0,0,9
11220-04,0.05242768595041322,2007,-1.1512604198022152,0,0,1,10
11220-22,0.05152112525973679,2007,1.2407164394881487,0,0,0,10
11220-31,0.23000000000000004,2007,0,0,1,1,10
11220-67,0.14186851211072665,2007,-15.952936323427439,0,0,1,4
11221-66,0.14000000000000004,2007,0.20576416185565108,0,1,1,5
11221-93,0.14128943758573387,2007,0.0514744682292457,0,1,1,9
11222-11,0.09739368998628256,2007,0.6193333241298258,0,1,0,8
11222-20,0.5,2007,0,0,0,0,2
11222-74,0.5,2007,0,0,1,0,5
11222-83,0.13580246913580246,2007,0,1,1,1,10
11222-92,0.11728395061728394,2007,0.8068691579048672,0,1,1,6
11223-19,0.1288888888888889,2007,0.0514744682292457,0,1,1,5
11223-28,0.0733333333333333,2007,2.0463832644237216,0,1,0,3
11223-37,0.059462189117535647,2007,-0.4229769533885687,0,1,1,12
11223-55,0.10222222222222224,2007,0,0,0,0,7
11223-64,0.3472222222222222,2007,3.3871211205119075e-15,0,1,0,7
11224-18,0.06559999999999999,2007,-1.3488628750186726,0,1,0,11
11224-45,0.10136877603650067,2007,3.393454338884296,0,1,0,9
11225-44,0.28,2007,0,1,0,1,3
11226-25,0.07333333333333333,2007,-1.4255534453096084,0,1,0,8
11226-52,0.20833333333333331,2007,1.337907533057925,0,0,0,6
11226-79,0.16262975778546715,2007,1.8207974814533934,0,0,0,8
11226-88,0.5,2007,0,1,1,1,1
11227-06,0.22448979591836732,2007,0,0,0,0,7
11227-15,1,2007,0,NA,NA,NA,0
11227-33,0.21875,2007,0,0,0,0,9
11227-51,0.15555555555555559,2007,0.26354437075984377,0,1,0,7
11227-60,0.0584319526627219,2007,-0.8579082425459013,0,0,1,2
11228-50,0.029819198751300718,2007,-1.366519723014582,0,1,1,14
11228-95,0.21875,2007,0.8966305485688949,0,0,1,12
11229-04,0.12244897959183673,2007,1.9403758081914269,0,0,1,4
11229-85,0.07106259746045888,2007,2.3395050370379256,0,1,1,11
11230-12,0.20987654320987653,2007,0,0,1,1,8
11230-30,0.06509695290858723,2007,1.717972375687204,0,1,1,7
11230-66,0.07372400756143668,2007,0,0,1,0,8
11230-93,0.07133058984910837,2007,-0.15825138853054632,0,1,1,10
11231-38,0.15625,2007,0.09651462792983569,1,0,1,4
11232-10,0.1488,2007,1.629099022897049,0,0,1,5
11232-55,0.20370370370370372,2007,0.7757271668775748,0,1,0,8
11232-91,0.13043478260869568,2007,-0.2473930364975911,0,1,1,5
11233-72,0.12396694214876028,2007,-0.19005517346814352,0,1,0,9
11234-17,0.1785714285714286,2007,1.43452811112443,0,0,1,10
11234-26,0.24178232286340395,2007,0.2878345116286022,0,0,1,8
11234-35,0.06632653061224492,2007,6.082076294565244e-15,0,1,0,7
11234-53,0.5555555555555556,2007,0.0514744682292457,1,0,1,3
11235-70,0.36094674556213013,2007,1.4533574342582394,0,0,1,6
11236-15,0.22448979591836732,2007,0,0,1,0,6
11237-14,0.1390532544378698,2007,-2.425140520303584e-15,0,1,0,9
11237-23,0.1473922902494331,2007,0.18044092281674978,0,0,0,9
11237-32,0.1111111111111111,2007,-1.2355592252498955,0,1,1,6
11237-50,0.058673469387755126,2007,-3.1680001490911054,0,1,1,12
11237-68,0.0650887573964497,2007,-0.8554924012792903,0,0,0,10
11237-95,0.03916241872958701,2007,0.029992479422149807,0,1,0,14
11238-49,0.2777777777777778,2007,-0.6771279084898059,0,0,1,7
11240-02,0.1171875,2007,0,1,1,1,7
11240-38,0.7222222222222223,2007,0,0,0,0,9
11240-47,0.059500328731097986,2007,-1.5973570921274851,0,1,0,10
11240-92,0.20987654320987653,2007,0,0,0,0,7
11241-55,0.19008264462809915,2007,5.084508129932586,0,0,0,7
11241-73,0.29629629629629634,2007,0.17200351368145833,0,0,1,8
11241-82,0.18313702958919847,2007,1.9032986312682099,0,0,1,11
11241-91,0.0861275476660092,2007,-1.4717370879227678,0,1,0,9
11242-18,0.14938775510204083,2007,1.450917787434292,0,0,0,10
11242-54,0.058314255983350674,2007,0.5974140727461458,0,1,0,9
11242-63,0.20000000000000004,2007,0,1,0,1,2
11243-89,0.07456790123456791,2007,0.5993069794875429,0,1,1,10
11244-34,0.16000000000000003,2007,0.02573723411462285,0,0,1,3
11244-52,0.07438016528925617,2007,0,1,1,1,8
11246-14,0.18367346938775508,2007,0,0,1,0,6
11246-41,1,2007,0,0,0,0,3
11246-68,0.38775510204081637,2007,0.045040159700589985,0,0,0,10
11246-86,0.1419753086419753,2007,2.1870807063292887,0,1,1,5
11247-13,0.06555863342566944,2007,-1.0334590133109192,0,1,1,10
11247-40,0.0582639714625446,2007,-3.191662478076292,0,0,0,8
11247-85,0.0929705215419501,2007,-2.5606563611345,0,1,0,9
11248-21,0.04220141056769567,2007,0.2866336448632352,0,1,1,12
11248-57,0.12000000000000002,2007,-0.9647951576462648,0,0,1,2
11248-84,0.2936288088642659,2007,0,0,0,1,7
11248-93,0.10416666666666666,2007,1.0932994821092703,0,0,0,10
11249-47,0.16897506925207756,2007,-0.6319871541907692,0,0,0,7
11250-10,0.2222222222222222,2007,-0.26082519841867,0,1,1,6
11250-28,0.20000000000000004,2007,0.17777179688620343,1,1,1,1
11250-82,0.08843537414965985,2007,0.09743353883027446,0,1,0,7
11250-91,0.165,2007,-0.7201260328420397,0,0,1,8
11251-18,0.29777777777777775,2007,-1.1300108053101423e-14,0,0,1,8
11251-27,0.17901234567901236,2007,-0.8809430160775644,0,1,1,7
11251-45,0.06652244456462954,2007,0.1948758748105005,0,1,1,11
11251-81,0.03100105098848888,2007,0.10830101840916428,0,1,1,14
11252-44,0.1332703213610586,2007,2.4819222348783114,0,0,0,11
11252-98,0.1484375,2007,-2.221828899871036,0,0,0,3
11253-25,0.14049586776859502,2007,-1.8298989683742901,0,1,1,8
11253-52,0.2066115702479339,2007,-0.6644463849580554,0,1,1,6
11253-70,0.21893491124260359,2007,0,0,1,0,7
11253-88,0.1228733459357278,2007,1.1122032962507236,0,0,1,5
11254-42,0.22222222222222227,2007,0,0,1,1,1
11254-69,0.34375,2007,-1.0917074701668232,0,0,1,2
11254-96,0.109375,2007,2.1965009634179844,0,0,1,5
11255-50,0.18000000000000002,2007,-0.02402980505339834,0,1,0,6
11255-59,0.06038072575847711,2007,2.09393063362416,0,1,1,8
11256-04,0.2066115702479339,2007,3.680410285177632,0,1,1,5
11256-40,0.09620991253644316,2007,-3.866797890102781,0,1,0,9
11256-76,0.2839506172839506,2007,0,0,0,1,3
11257-57,0.12888888888888891,2007,-3.330472437048921,0,0,0,6
11258-38,0.0574951171875,2007,-0.3900030324312203,0,1,1,10
11258-56,0.06447187928669408,2007,3.8230070641092633,0,1,1,8
11258-83,0.05321150228433217,2007,1.372818285037214,0,1,1,13
11259-28,0.06823979591836733,2007,1.6887303000463674,0,1,1,9
11259-64,0.12764003673094584,2007,0.2778597548432519,0,1,0,9
11259-73,0.14876033057851235,2007,-0.2097106723386492,0,0,1,8
11259-91,0.10803324099722988,2007,-1.1019662343081373,0,0,0,7
11260-27,0.15088757396449706,2007,-1.2438535561537278,0,0,0,8
11260-45,0.14792899408284027,2007,-0.3183797371042916,1,1,1,3
11261-35,0.12000000000000001,2007,0.207237824110155,0,0,1,6
11261-53,1,2007,0,1,0,1,0
11261-71,0.04959999999999996,2007,-0.6186013721384225,0,0,1,12
11261-80,0.28,2007,0,0,0,0,10
11261-89,0.09040000000000001,2007,-1.9527472045837644,0,1,0,8
11261-98,0.08222222222222221,2007,-3.073369835987484,0,0,0,11
11262-25,0.5,2007,0,0,1,1,0
11262-52,0.04778961259308135,2007,0.23146958350959032,0,0,1,13
11262-88,0.08585858585858586,2007,-1.5957386355961078,0,1,1,12
11263-24,0.2727272727272727,2007,-0.02322765882000664,0,1,0,7
11263-42,0.0816326530612245,2007,3.1373045031886324,0,1,1,13
11263-51,0.214838325729022,2007,-0.6575237824561049,0,0,0,13
11263-87,0.15625,2007,0,1,1,1,5
11263-96,1,2007,0.40352306343997674,0,1,0,0
11264-05,0.1875,2007,-1.7052253129782966,0,1,1,5
11264-59,0.18518518518518517,2007,0,0,1,0,6
11264-68,0.1875,2007,1.102485121965214,0,0,1,6
11264-86,1,2007,0,0,0,0,3
11265-13,0.1450694197223211,2007,-1.350359322613701,0,0,1,14
11265-22,0.140625,2007,-0.7620135541967804,0,0,1,3
11265-49,0.12888888888888891,2007,0,0,1,0,6
11265-58,0.3333333333333333,2007,0,0,1,0,6
11266-03,0.16049382716049382,2007,0.8355155294565106,0,0,0,8
11266-30,0.16000000000000003,2007,-2.7191103142709094,0,1,0,5
11266-39,0.20000000000000004,2007,0,0,1,1,6
11266-84,0.07983539094650208,2007,-2.216544972598633,0,0,1,7
11267-11,0.08988944079474445,2007,2.040044486151719,0,1,0,7
11267-29,0.22448979591836732,2007,2.164187756156938,0,0,1,6
11267-47,0.08844953173777315,2007,0.41722493485682505,0,0,0,11
11268-19,0.3017751479289941,2007,0.053546788334905594,0,1,0,8
11268-55,0.05769473551319278,2007,2.41046709897177,0,1,1,11
11268-64,0.08390022675736958,2007,1.8842194043717648,0,1,1,7
11268-82,0.30612244897959184,2007,3.5374678848273753,0,0,1,10
11269-63,0.3333333333333333,2007,0,0,0,0,1
11269-99,0.1342155009451796,2007,0.5840490521983991,0,0,1,8
11270-26,0.2781065088757397,2007,-0.026925106458385608,0,1,1,5
11270-53,0.15702479338842973,2007,0.42728752230098144,0,0,1,5
11270-71,0.3287037037037037,2007,4.44160181797726,0,0,0,8
11271-07,1,2007,0,0,0,1,0
11271-79,0.18343195266272194,2007,4.292030476955767e-16,0,1,0,10
11272-15,0.18080000000000002,2007,1.0582861321738768,0,1,1,6
11272-42,0.03883121876201462,2007,1.2156857751262324,0,1,1,7
11272-78,0.07375000000000002,2007,-0.513332862406704,0,1,0,10
11272-96,0.20588235294117646,2007,0.4393639222323753,0,0,0,8
11273-86,0.23076923076923078,2007,-1.5912405348898548,0,1,1,5
11273-95,0.1015625,2007,0.04231000923344792,0,0,1,8
11274-04,0.03407407407407409,2007,-0.10310089139638934,0,1,0,9
11274-22,0.05022600439382843,2007,1.1490115584501768,0,0,1,11
11274-40,0.10946745562130178,2007,3.8286795166673326,0,0,1,7
11274-58,0.2307692307692308,2007,0,1,1,1,7
11274-67,0.5,2007,0,1,0,1,4
11274-76,0.3017751479289941,2007,0.20589787291696252,0,1,1,7
11275-03,0.1466666666666667,2007,-1.9020658554424743e-14,0,1,1,8
11275-12,0.16049382716049382,2007,0,0,0,0,5
11275-66,1,2007,0.02573723411462285,0,0,1,0
11275-75,0.07851239669421484,2007,-1.7027779185533354,0,1,0,7
11276-29,0.203125,2007,2.538331042221179e-15,0,1,1,6
11276-38,0.12244897959183675,2007,-1.114660860263759e-15,1,1,1,8
11276-65,0.06766628219915419,2007,0.551502250823676,0,0,1,9
11277-37,0.2382271468144044,2007,2.163239749680733,0,0,1,13
11277-46,0.23903987304106328,2007,-1.6097707755541957,0,0,1,8
11277-55,0.3333333333333333,2007,0,0,0,0,9
11277-73,1,2007,0.15781907198648062,0,1,1,0
11278-00,0.14666666666666667,2007,8.076636161857566,0,0,0,8
11278-18,0.27111111111111114,2007,0,0,0,0,6
11278-36,0.1074380165289256,2007,-2.5045553888909824,0,0,0,9
11278-54,0.16666666666666669,2007,-2.858757943707172,1,0,1,1
11279-71,0.06201901312811227,2007,1.4893001182076913,0,1,1,8
11279-80,0.08888888888888888,2007,-9.078742950058647,0,1,0,8
11280-70,0.1640625,2007,-0.24842996364842923,0,0,0,11
11281-06,0.04221802142407057,2007,-1.561162910169068,0,1,1,13
11281-15,0.5555555555555556,2007,-0.05156448967717919,0,0,0,3
11281-24,0.14083175803402648,2007,-2.0976976050814646,0,1,0,11
11282-32,0.12208504801097392,2007,0.09714503549014725,0,1,1,10
11282-68,0.13573407202216065,2007,0,0,1,0,5
11282-77,0.22437673130193905,2007,1.936164143644912,0,0,1,6
11284-48,0.16666666666666669,2007,0,1,0,1,7
11285-02,0.30578512396694213,2007,0,0,0,0,6
11285-11,0.1171875,2007,4.951884306890879,0,0,1,6
11285-20,0.11538461538461536,2007,1.1604585461642354,0,0,0,5
11286-01,0.33333333333333337,2007,-1.0804199219672372,0,0,0,6
11286-28,0.5,2007,0,1,0,1,1
11286-73,0.22117202268431002,2007,2.144246630306087,0,0,0,7
11287-27,0.3877551020408163,2007,0,0,0,0,10
11287-63,0.20000000000000004,2007,0,0,1,0,6
11288-17,0.10938271604938272,2007,0.6423282118890256,0,0,1,9
11288-71,0.07421875,2007,-4.748953867870077,0,0,0,7
11288-89,0.22000000000000003,2007,6.566629421449038e-16,0,0,0,6
11288-98,0.245,2007,-0.5032299435824916,0,0,0,8
11289-07,0.24334251606978885,2007,-2.243839339403823,0,1,1,8
11289-25,0.10034602076124567,2007,0,0,0,1,7
11289-79,0.28,2007,0.46039157865726177,0,0,1,7
11290-51,0.05550173010380621,2007,1.443953289276819,0,1,0,10
11290-96,0.09262759924385634,2007,-2.898775920776301,0,1,0,8
11291-32,0.07266435986159168,2007,2.208511374773794,0,1,0,13
11292-85,0.25,2007,0,0,0,0,9
11293-30,0.19562955254942768,2007,-0.9576178085861575,0,0,0,10
11293-66,0.09523809523809519,2007,0.15496454051261507,0,1,0,9
11293-75,0.24000000000000002,2007,0,0,0,1,8
11293-84,0.19008264462809918,2007,0,1,0,1,11
11294-83,0.09625000000000002,2007,-1.3447031920537917,0,1,1,7
11295-10,0.375,2007,0,1,0,1,3
11295-73,0.05183423613863569,2007,0.9331886668245474,0,1,1,14
11295-82,0.08916323731138545,2007,-1.0701096920600994,0,0,0,9
11295-91,0.05035264192392183,2007,-0.28529608084872504,0,1,1,13
11296-45,0.09297052154195008,2007,3.8021793429175554,0,1,1,11
11296-90,0.19444444444444445,2007,-0.32757082880956734,0,1,1,7
11296-99,0.0859375,2007,0.6700534362782748,0,0,1,5
11297-17,0.1527777777777778,2007,0.22507665586143843,0,0,0,5
11297-44,0.25,2007,0,0,0,0,5
11297-53,0.12721893491124261,2007,-0.060422889194529095,0,1,1,5
11297-98,0.18000000000000005,2007,2.2538862588164226,0,1,0,11
11298-61,0.1530612244897959,2007,3.1970734346965473,0,0,1,10
11298-70,0.22666666666666666,2007,-0.759633577007613,0,1,1,7
11298-97,0.10059171597633139,2007,0.43017948448731447,0,1,1,6
11300-05,0.09121774558623812,2007,-0.43686720722094513,0,0,1,11
11300-14,0.10093652445369407,2007,-1.4748762081091469,0,0,1,12
11300-32,0.1171875,2007,0.0514744682292457,0,1,0,6
11300-41,0.06536989795918367,2007,1.1890714348672609,0,1,0,10
11300-59,0.07728894173602852,2007,0.21824129247409474,0,0,1,9
11300-95,0.11111111111111113,2007,0.045040159700595675,0,0,1,8
11301-31,0.33333333333333337,2007,0,0,1,0,3
11301-49,0.625,2007,0,0,1,1,8
11302-48,0.23500000000000004,2007,0.02573723411462285,0,1,0,6
11302-93,0.09053069719042664,2007,1.719083435767876,0,1,0,7
11303-02,0.17333333333333334,2007,-1.1210875835788483,0,0,1,2
11303-11,0.08218277449046676,2007,0.2645461041965787,0,1,1,9
11303-56,0.10102919554715396,2007,0.27932564342437205,0,0,0,13
11303-65,0.1113423517169615,2007,-0.28464230470717705,0,1,0,8
11303-83,0.3765432098765432,2007,2.842300097997575,0,0,1,10
11304-28,0.08045488362206399,2007,1.8554306229950528,0,0,0,14
11305-45,0.16049382716049382,2007,-0.8515898814222389,0,1,0,6
11305-63,0.14814814814814814,2007,2.473063101812121,0,1,1,8
11305-90,1,2007,0,0,1,0,0
11305-99,0.5,2007,0,0,0,1,2
11306-17,0.242603550295858,2007,0.1095033978950493,0,1,0,7
11306-35,0.16444444444444448,2007,0,1,1,1,7
11306-44,0.20000000000000004,2007,0.2812745869573418,0,1,1,7
11307-34,0.08222222222222224,2007,0.3216566066041886,0,1,1,8
11308-51,0.042936288088642645,2007,1.5706997837749763,0,0,0,14
11308-69,0.04959999999999999,2007,-0.18444175774724392,0,1,0,11
11309-41,1,2007,0,1,0,1,0
11309-86,0.14444444444444443,2007,-0.3243195566161693,0,1,0,7
11310-85,0.1875,2007,-0.300828910717731,0,0,1,5
11311-93,0.12345679012345678,2007,0.0530091318907102,0,0,1,7
11312-02,0.15646258503401358,2007,0,0,1,1,6
11312-11,0.1875,2007,0.7033418959220474,1,1,1,6
11312-29,0.06689342403628117,2007,-1.37356970949389,0,0,1,11
11312-38,0.3827160493827161,2007,0,0,0,0,8
