Investor_Id,hhi,year,status,first,IT,early,age,niche_width,mean_first,mean_early,mean_IT,mean_age,mean_status
100016-92,1,2013,0,0,0,1,0,0,0,1,0,0,0
100016-92,0.3333333333333333,2014,0,0,0,1,1,0.15973067622175885,0,1,0,0.5,0
100016-92,0.3600000000000001,2016,0,0,0,1,3,0.10449859418931584,0,1,0,1.3333333333333333,0
100016-92,0.375,2017,0.7938841306521222,0,0,1,4,0.06700537075552372,0,1,0,2,0.19847103266303054
100035-19,1,2009,0,0,0,1,0,0.13610369878229134,0,1,0,0,0
100035-19,0.5,2010,0,0,0,1,1,0.10486916531477143,0,1,0,0.5,0
100035-19,0.25,2013,0,0,0,1,4,0.1572388543993013,0,1,0,1.6666666666666667,0
100035-19,0.22222222222222227,2014,0,0,0,1,5,0.16395498015408594,0,1,0,2.5,0
100035-19,0.18367346938775508,2015,0,0,0,1,6,0.16840752336132925,0,1,0,3.2,0
100035-19,0.1875,2016,0,0,0,1,7,0.15590324290662905,0,1,0,3.8333333333333335,0
100050-76,1,2015,0,NA,NA,NA,0,0,NA,NA,NA,0,0
100104-13,1,2014,0,0,0,0,0,0,0,0,0,0,0
100105-93,1,2013,0,0,0,0,0,0.15517679212628277,0,0,0,0,0
100105-93,0.5,2014,0,0,0,0,1,0.11830357486194155,0,0,0,0.5,0
100105-93,0.375,2015,4.084583941993416,0,0,0,2,0.09564978699464033,0,0,0,1,1.361527980664472
100105-93,0.2222222222222222,2016,-1.0319259292952456,0,0,1,3,0.09798212068835,0,0.25,0,1.5,0.7631645031745427
100143-46,1,2013,0,1,0,0,0,1,1,0,0,0,0
100143-46,0.25,2014,0,1,1,1,1,0.12463495839704652,1,0.5,0.5,0.5,0
100143-46,0.12426035502958582,2015,3.669557183304781,0,1,1,2,0.06709420622047614,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,1.2231857277682603
100143-46,0.12110726643598614,2016,2.471180271331222,0,1,1,3,0.05464125428004185,0.5,0.75,0.75,1.5,1.5351843636590008
100153-81,0.5,2013,0,0,0,0,0,1,0,0,0,0,0
100153-81,0.25,2014,0,0,0,1,1,0.05795033448497467,0,0.5,0,0.5,0
100153-81,0.16666666666666669,2015,0,0,0,1,2,0.057978080920605864,0,0.6666666666666666,0,1,0
100153-81,0.1111111111111111,2016,0.110287577840553,0,1,1,3,0.04856737791796462,0,0.75,0.25,1.5,0.02757189446013825
100153-81,0.1388888888888889,2017,-0.1773669511059937,0,1,1,4,0.052268444407047476,0,0.8,0.4,2,-0.013415874653088142
100157-23,0.5,2016,0.013079092475039323,NA,NA,NA,0,0.15767634854771787,NA,NA,NA,0,0.013079092475039323
100193-86,1,2014,0,0,0,0,0,0,0,0,0,0,0
100193-86,0.5,2017,0,0,0,0,3,1,0,0,0,1.5,0
10020-07,1,1996,0,1,0,0,0,0,1,0,0,0,0
10020-07,0.7551020408163265,2000,0,1,0,1,4,0.25859529955169125,1,0.5,0,2,0
10020-07,0.6296296296296298,2001,0,1,0,1,5,0.21783106700056656,1,0.6666666666666666,0,3,0
10020-07,0.727810650887574,2002,0,0,0,1,6,0.22455431140366458,0.75,0.75,0,3.75,0
10020-07,0.4463667820069204,2003,0,0,0,1,7,0.22228678080044809,0.6,0.8,0,4.4,0
10020-07,0.28826530612244894,2004,-0.6615921333174807,0,0,1,8,0.196665536348424,0.5,0.8333333333333334,0,5,-0.11026535555291345
10020-07,0.23702422145328725,2005,-1.271976849895995,0,0,1,9,0.18617791391172508,0.42857142857142855,0.8571428571428571,0,5.571428571428571,-0.27622414045906796
10020-07,0.20748299319727898,2006,-0.8818335716583867,0,0,1,10,0.165426633452877,0.375,0.875,0,6.125,-0.3519253193589828
10020-07,0.19200333194502278,2007,0.36994455762974776,0,0,1,11,0.14421139403634964,0.3333333333333333,0.8888888888888888,0,6.666666666666667,-0.2717175552491239
10020-07,0.19082840236686385,2008,-1.7579620648975698,0,0,1,12,0.12066284418481277,0.3,0.9,0,7.2,-0.4203420062139685
10020-07,0.16333333333333327,2009,-0.5491785102547238,0,0,1,13,0.11185931805631667,0.2727272727272727,0.9090909090909091,0,7.7272727272727275,-0.4320544156722189
10020-07,0.1496786042240588,2010,0.6686464058084391,0,0,1,14,0.10245425145143917,0.25,0.9166666666666666,0,8.25,-0.3403293472154974
10020-07,0.14135685780298263,2011,0.6486843090516913,0,0,1,15,0.09343339408239072,0.23076923076923078,0.9230769230769231,0,8.76923076923077,-0.26425137365648294
10020-07,0.13815789473684212,2012,0.23770089976007494,0,0,0,16,0.0887823094359972,0.21428571428571427,0.8571428571428571,0,9.285714285714286,-0.2283976398410145
10020-07,0.13456234576861661,2013,-0.3536575332306929,0,0,0,17,0.08143335437825383,0.2,0.8,0,9.8,-0.23674829940032638
10020-07,0.13383538115999477,2014,-0.25071961468212794,0,0,0,18,0.07568264710698115,0.1875,0.75,0,10.3125,-0.237621506605439
10020-07,0.13798762782476953,2015,0.21068098363068952,0,0,0,19,0.07113582011538921,0.17647058823529413,0.7058823529411765,0,10.823529411764707,-0.21125077188566674
10020-07,0.13995894215674434,2016,0.03781618339578078,0,0,0,20,0.06442343249613526,0.16666666666666666,0.6666666666666666,0,11.333333333333334,-0.19741371881447523
10020-07,0.14394727714186614,2017,-0.602849063928417,0,0,0,21,0.061082750853440844,0.15789473684210525,0.631578947368421,0,11.842105263157896,-0.2187524211888932
10020-07,0.14780443639655957,2018,0.7254138277970253,0,0,0,22,0.05887544101266473,0.15,0.6,0,12.35,-0.1715441087395973
10022-14,0.5,1998,0.4433080141052367,1,0,0,0,0.4825047819618603,1,0,0,0,0.4433080141052367
10022-14,0.5,1999,0.965704139713635,0,1,1,1,0.3347601028923405,0.5,0.5,0.5,0.5,0.7045060769094358
10022-14,0.22448979591836732,2000,2.780670646730468,1,0,0,2,0.3401349025660677,0.6666666666666666,0.3333333333333333,0.3333333333333333,1,1.3965609335164466
10022-14,0.22000000000000003,2001,-2.833351402616859,1,0,0,3,0.3214261737901666,0.75,0.25,0.25,1.5,0.3390828494831203
10022-14,0.16326530612244897,2002,-3.666639832252643,0,0,0,4,0.3151153660223961,0.6,0.2,0.2,2,-0.4620616868640323
10022-14,0.12110726643598617,2003,-0.5137403807751139,0,0,0,5,0.29402703640447425,0.5,0.16666666666666666,0.16666666666666666,2.5,-0.4706748025158793
10022-14,0.10000000000000003,2004,-2.467690021531946,0,0,0,6,0.2570691528994138,0.42857142857142855,0.14285714285714285,0.14285714285714285,3,-0.755962690946746
10022-14,0.09722222222222224,2005,-2.650929592759285,0,0,0,7,0.23697188529912394,0.375,0.125,0.125,3.5,-0.9928335536733133
10022-14,0.07908163265306124,2006,-3.754201269634651,0,0,0,8,0.19843870338209857,0.3333333333333333,0.1111111111111111,0.1111111111111111,4,-1.2996521887801284
10022-14,0.06747404844290657,2007,-2.249014281047839,0,0,0,9,0.17063031507719228,0.3,0.1,0.1,4.5,-1.3945883980068996
10022-14,0.06122448979591836,2008,-2.575419760854108,0,1,0,10,0.13026525960615298,0.2727272727272727,0.09090909090909091,0.18181818181818182,5,-1.501936703720282
10022-14,0.05955851728446482,2009,0.4713550298397808,0,1,0,11,0.11975064695018445,0.25,0.08333333333333333,0.25,5.5,-1.33749572592361
10022-14,0.05529131985731273,2010,0.7728680205429306,0,1,0,12,0.1084588857397949,0.23076923076923078,0.07692307692307693,0.3076923076923077,6,-1.1751600531184916
10022-14,0.054930795847750874,2011,0.1560763200154346,0,1,0,13,0.09686754614184434,0.21428571428571427,0.07142857142857142,0.35714285714285715,6.5,-1.0800717407517826
10022-14,0.05405405405405407,2012,-0.8143949180599921,0,1,0,14,0.08933706178189027,0.2,0.06666666666666667,0.4,7,-1.06235995257233
10022-14,0.05759870200108164,2013,-0.9063115333647878,0,1,0,15,0.07632358755923263,0.1875,0.0625,0.4375,7.5,-1.0526069263718585
10022-14,0.060391503540191564,2014,0.12426076674759812,0,1,0,16,0.06919365246579467,0.17647058823529413,0.058823529411764705,0.47058823529411764,8,-0.9833794150118905
10022-14,0.06419774652808104,2015,-0.059992885024944015,0,1,0,17,0.0615255727335714,0.16666666666666666,0.05555555555555555,0.5,8.5,-0.932080163345949
10022-14,0.06708969528719674,2016,-1.011815214781802,0,1,0,18,0.05850577728508522,0.15789473684210525,0.05263157894736842,0.5263157894736842,9,-0.9362767450004675
10022-14,0.06847471662957405,2017,-1.3391793651763086,0,1,1,19,0.05496903110379869,0.15,0.1,0.55,9.5,-0.9564218760092598
10022-14,0.06714264756222801,2018,0.06854360513350896,0,1,0,20,0.052382494760302774,0.14285714285714285,0.09523809523809523,0.5714285714285714,10,-0.9076139959548422
100236-79,1,2013,0,1,0,1,0,0,1,1,0,0,0
100236-79,0.08163265306122451,2015,-0.20005867764449717,0,1,1,2,0.058869858199755216,0.5,1,0.5,1,-0.10002933882224858
100236-79,0.09972299168975063,2016,-0.5296498365190908,0,1,1,3,0.05367196653936401,0.3333333333333333,1,0.6666666666666666,1.6666666666666667,-0.24323617138786266
100247-86,0.25,2015,1.9365397879810147,1,0,1,0,0.07116709609085492,1,1,0,0,1.9365397879810147
100247-86,0.2653061224489796,2017,1.4756256812880557,0,0,1,2,0.060517388127198875,0.5,1,0,1,1.7060827346345353
100273-15,1,2014,0,1,1,1,0,0,1,1,1,0,0
100273-15,0.25,2015,-0.3058346850350924,1,0,1,1,0.05737772023717069,1,1,0.5,0.5,-0.1529173425175462
100273-15,0.24000000000000007,2016,0.666668309105566,1,0,1,2,0.08008888645542267,1,1,0.3333333333333333,1,0.12027787469015784
100273-15,0.25,2017,-0.22239430587134154,1,0,1,3,0.07251486240050732,1,1,0.25,1.5,0.034609829549783
100280-98,1,2013,0,NA,NA,NA,0,0,NA,NA,NA,0,0
100296-28,1,2009,0,0,1,1,0,0,0,1,1,0,0
100296-28,0.25,2014,0,0,1,0,5,0.07309197568738089,0,0.5,1,2.5,0
100296-28,0.163265306122449,2015,1.2254067191095535e-14,0,1,1,6,0.040222866071800145,0,0.6666666666666666,1,3.6666666666666665,4.084689063698512e-15
100296-28,0.13580246913580246,2016,-0.2737222544365855,0,1,1,7,0.04078444560721906,0,0.75,1,4.5,-0.0684305636091433
100296-28,0.12465373961218836,2017,0.8119930000372697,0,1,1,8,0.053940823482549034,0,0.8,1,5.2,0.1076541491201393
100338-31,0.18367346938775508,2014,0,0,1,1,0,0.0780200559802825,0,1,1,0,0
100338-31,0.16049382716049382,2015,0,0,1,1,1,0.07169613459311097,0,1,1,0.5,0
100338-31,0.18000000000000005,2016,0,0,1,1,2,0.0670637596929563,0,1,1,1,0
100338-31,0.15702479338842976,2018,0,0,1,1,4,0.06312544210307991,0,1,1,1.75,0
100348-21,1,2014,0,NA,NA,NA,0,1,NA,NA,NA,0,0
100357-12,0.5555555555555556,2014,-6.013790917967947e-15,0,1,1,0,0.07174887892376669,0,1,1,0,-6.013790917967947e-15
100357-12,0.5,2015,6.465933332689423e-14,0,1,1,1,0.03079216888455361,0,1,1,0.5,2.932277120446314e-14
100357-12,0.3125,2016,0,0,1,1,2,0.053395594263016995,0,1,1,1,1.954851413630876e-14
100357-12,0.24000000000000005,2017,-7.808776842954288e-15,0,1,1,3,0.040173355162746345,0,1,1,1.5,1.2709191391492999e-14
100357-12,0.25,2018,1.4521205706282422e-13,0,1,1,4,0.035924333159884525,0,1,1,2,3.920976452575924e-14
100439-92,1,2012,0,NA,NA,NA,0,0,NA,NA,NA,0,0
100464-85,0.15625,2015,0.023292784949647195,0,1,1,0,0.04478132739886875,0,1,1,0,0.023292784949647195
100464-85,0.1326530612244898,2016,-1.1868539969361183,0,1,1,1,0.047081054560130564,0,1,1,0.5,-0.5817806059932356
100464-85,0.11500000000000002,2017,1.480147684936981,0,1,1,2,0.04448026601922806,0,1,1,1,0.10552882431683663
100464-85,0.12396694214876032,2018,-1.8938363809013816,0,1,1,3,0.041404591867965745,0,1,1,1.5,-0.39431247698771793
100470-79,1,2004,0,0,0,1,0,1,0,1,0,0,0
100470-79,1,2007,0,0,0,1,3,0.2371600568169008,0,1,0,1.5,0
100470-79,0.44000000000000006,2008,0,0,0,1,4,0.26597952991477625,0,1,0,2.3333333333333335,0
100470-79,0.5,2010,0,0,0,1,6,0.23901046871269385,0,1,0,3.25,0
100470-79,0.48148148148148145,2011,0,0,0,1,7,0.20703652177388118,0,1,0,4,0
100470-79,0.4,2012,0,0,0,1,8,0.18044738408218308,0,1,0,4.666666666666667,0
100470-79,0.33884297520661144,2014,0,0,0,1,10,0.14631382247214664,0,1,0,5.428571428571429,0
100470-79,0.33727810650887563,2015,0,0,0,1,11,0.15130560286914266,0,1,0,6.125,0
100470-79,0.3061224489795919,2016,0.013079092475039323,0,0,1,12,0.13239569789090758,0,1,0,6.777777777777778,0.0014532324972265913
100470-79,0.19667590027700832,2017,-0.822265753946598,0,0,1,13,0.11090866285476365,0,1,0,7.4,-0.08091866614715586
100473-49,1,2014,0,NA,NA,NA,0,0,NA,NA,NA,0,0
10052-20,1,1994,4.250521732065617,1,1,1,0,0,1,1,1,0,4.250521732065617
10052-20,0.5555555555555556,1997,7.4481682044966,1,1,1,3,0.4650769962926623,1,1,1,1.5,5.849344968281109
10052-20,0.28,1998,7.821219963142392,1,1,1,4,0.4382438010102877,1,1,1,2.3333333333333335,6.506636633234869
10052-20,0.15702479338842976,1999,1.2006464220761448,0,1,1,5,0.385703823811788,0.75,1,1,3,5.180139080445188
10052-20,0.140625,2000,0.3804876462098614,0,1,1,6,0.2830867537475088,0.6,1,1,3.6,4.220208793598123
10052-20,0.11909262759924388,2001,0.3478704581279878,0,1,1,7,0.24751978630252525,0.5,1,1,4.166666666666667,3.574819071019767
10052-20,0.08650519031141868,2002,3.207986963520146,0,1,1,8,0.2230561776660891,0.42857142857142855,1,1,4.714285714285714,3.522414484234107
10052-20,0.0687213660974594,2003,0.6848832738781814,0,1,1,9,0.21449189334238686,0.375,1,1,5.25,3.167723082939616
10052-20,0.0630202140309156,2004,-1.4188890144200315,0,1,1,10,0.19045766465930825,0.3333333333333333,1,1,5.777777777777778,2.658099516566322
10052-20,0.05367036011080331,2005,0.09993272315200484,0,1,1,11,0.18290087786109158,0.3,1,1,6.3,2.4022828372248903
10052-20,0.045438779049601107,2006,1.3036213709377384,0,1,0,12,0.16432833367066046,0.2727272727272727,0.9090909090909091,1,6.818181818181818,2.302404522107876
10052-20,0.03866745984533014,2007,-2.2069903875692893,0,1,0,13,0.1486847612772999,0.25,0.8333333333333334,1,7.333333333333333,1.9266216129681126
10052-20,0.03708636836628512,2008,1.7682272676342907,0,1,0,14,0.12849156686877972,0.23076923076923078,0.7692307692307693,1,7.846153846153846,1.9144374325578186
10052-20,0.03732166126499381,2009,-0.0020253889532571064,0,1,0,15,0.11848413354175603,0.21428571428571427,0.7142857142857143,1,8.357142857142858,1.7775472310213132
10052-20,0.035511331731093186,2010,0.8766309074025964,0,1,0,16,0.10764993394986457,0.2,0.6666666666666666,1,8.866666666666667,1.7174861427800654
10052-20,0.035570934256055356,2011,0.9988319633861023,0,1,0,17,0.0994571978321247,0.1875,0.625,1,9.375,1.6725702565679428
10052-20,0.03653856490190809,2012,0.11421077523946924,0,1,0,18,0.09122298778533601,0.17647058823529413,0.5882352941176471,1,9.882352941176471,1.580902051783915
10052-20,0.03972498676345334,2013,-1.15099450846195,0,1,0,19,0.08281040507443428,0.16666666666666666,0.5555555555555556,1,10.38888888888889,1.4291300206591449
10052-20,0.04306960142772158,2014,0.3044195843585895,0,1,0,20,0.07529048535403493,0.15789473684210525,0.5263157894736842,1,10.894736842105264,1.369934734538063
10052-20,0.045670372418527456,2015,0.17939064582918238,0,1,0,21,0.06976757930508494,0.15,0.5,1,11.4,1.310407530102619
10052-20,0.04922400000000001,2016,-0.7858500584953745,0,1,0,22,0.0658751120947475,0.14285714285714285,0.47619047619047616,1,11.904761904761905,1.2105857401693814
10052-20,0.05327503243944637,2017,-0.831873311046836,0,1,0,23,0.06139956265859314,0.13636363636363635,0.45454545454545453,1,12.409090909090908,1.117746692386826
10052-20,0.05492346938775514,2018,0.07746086112734739,0,1,0,24,0.06022342062870911,0.13043478260869565,0.43478260869565216,1,12.91304347826087,1.072516873636414
100534-78,1,2000,0,1,0,1,0,0,1,1,0,0,0
100534-78,0.5,2001,0,0,0,0,1,1,0.5,0.5,0,0.5,0
100552-51,1,2014,0,1,0,1,0,0.108108108108108,1,1,0,0,0
100552-51,0.5,2015,0,1,1,1,1,0.05493671816775114,1,1,0.5,0.5,0
100554-04,1,2013,0,1,0,1,0,0,1,1,0,0,0
100554-04,0.25,2014,0,1,1,1,1,0.09095050369266557,1,1,0.5,0.5,0
100554-04,0.15625,2015,0,0,1,1,2,0.07157221506862754,0.6666666666666666,1,0.6666666666666666,1,0
100554-04,0.13580246913580246,2017,0,0,1,1,4,0.0602506796649227,0.5,1,0.75,1.75,0
100554-04,0.12000000000000005,2018,-0.007148984735835942,0,1,1,5,0.054953238684832595,0.4,1,0.8,2.4,-0.0014297969471671885
100564-30,1,2014,0,0,0,1,0,0,0,1,0,0,0
100575-55,1,2011,0,0,0,1,0,0,0,1,0,0,0
100575-55,0.3333333333333333,2013,0,0,0,1,2,0.15576897031201742,0,1,0,1,0
100575-55,0.18518518518518517,2014,0,0,0,1,3,0.10180442389767674,0,1,0,1.6666666666666667,0
100575-55,0.125,2015,0,0,0,1,4,0.10262281716222321,0,1,0,2.25,0
100575-55,0.11111111111111112,2016,0,0,0,1,5,0.08573722346774515,0,1,0,2.8,0
100575-55,0.12110726643598616,2017,-1.2030265420806965e-14,0,1,1,6,0.07363680430452235,0,1,0.16666666666666666,3.3333333333333335,-2.0050442368011607e-15
100582-75,0.5,2014,0,0,0,1,0,1,0,1,0,0,0
100582-75,0.3333333333333333,2017,0,0,0,1,3,0.04524886877828061,0,1,0,1.5,0
100582-93,1,2012,0,1,1,1,0,0,1,1,1,0,0
10060-57,1,2000,0.03780168028794221,0,0,0,0,0.294001725938538,0,0,0,0,0.03780168028794221
10060-57,0.5555555555555556,2001,0.033953953685396214,0,0,0,1,0.2955052541207417,0,0,0,0.5,0.03587781698666921
10060-57,0.5,2002,0.07742133172352555,0,0,0,2,0.2719850043439328,0,0,0,1,0.049725655232287995
10060-57,0.5,2004,0.04455715937512396,0,0,0,4,0.24277236773222677,0,0,0,1.75,0.04843353126799699
10060-57,0.3877551020408163,2005,0.034248337635803906,0,0,0,5,0.24625517741895186,0,0,0,2.4,0.04559649254155837
10060-57,0.3333333333333333,2006,0,0,0,0,6,0.22863451853892613,0,0,0,3,0.03799707711796531
100624-51,1,2012,0,0,1,1,0,0,0,1,1,0,0
100624-51,0.16666666666666669,2013,0,1,0,1,1,0.15234145641343377,0.5,1,0.5,0.5,0
100624-51,0.1715976331360947,2014,0,1,0,1,2,0.0906505828853793,0.6666666666666666,1,0.3333333333333333,1,0
100624-51,0.13313609467455625,2015,-4.058938604487906e-14,1,0,1,3,0.08708235844570344,0.75,1,0.25,1.5,-1.0147346511219764e-14
100624-51,0.11764705882352941,2016,0.6691425963515935,0,0,1,4,0.07304608310539906,0.6,1,0.2,2,0.13382851927031056
100624-51,0.09924385633270322,2017,-0.10929212198634396,0,0,1,5,0.07909896905525193,0.5,1,0.16666666666666666,2.5,0.09330841239420147
100624-51,0.09541420118343197,2018,1.4270626129328203,0,0,1,6,0.07395723136890231,0.42857142857142855,1,0.14285714285714285,3,0.2838447267568613
100638-10,1,2014,0,NA,NA,NA,0,0.05479452054794509,NA,NA,NA,0,0
100676-62,1,2015,0,NA,NA,NA,0,0,NA,NA,NA,0,0
10068-04,1,1997,0,0,0,0,0,0,0,0,0,0,0
10068-04,0.5,1998,0,0,1,0,1,1,0,0,0.5,0.5,0
10068-04,0.375,1999,0,0,1,0,2,0.3370955038509827,0,0,0.6666666666666666,1,0
10068-04,0.21875,2000,0,0,1,0,3,0.27142693511923743,0,0,0.75,1.5,0
10068-04,0.12888888888888891,2001,-0.143051095222129,0,1,0,4,0.2325296762386614,0,0,0.8,2,-0.0286102190444258
10068-04,0.12471655328798181,2002,1.246951588662188,0,1,0,5,0.2146286455720067,0,0,0.8333333333333334,2.5,0.18398341557334316
10068-04,0.10355029585798817,2003,0.8444689927864008,0,1,0,6,0.21728064300421426,0,0,0.8571428571428571,3,0.2783384980323514
10068-04,0.091796875,2004,1.706048491087495,0,1,0,7,0.20271315349761235,0,0,0.875,3.5,0.45680224716424433
10068-04,0.08725761772853183,2005,0.9510147888627595,0,1,0,8,0.1761799753900645,0,0,0.8888888888888888,4,0.5117147517974128
10068-04,0.08616780045351471,2006,0.005578176838949711,0,1,0,9,0.14665048744058884,0,0,0.9,4.5,0.46110109430156643
10068-04,0.07322485207100593,2007,-1.2362005282680963,0,1,0,10,0.128481516494373,0,0,0.9090909090909091,5,0.30680094679523345
10068-04,0.06878306878306877,2008,3.673755501112888,0,1,0,11,0.1028345036804158,0,0,0.9166666666666666,5.5,0.5873804929883714
10068-04,0.06169410831184291,2009,-1.179237162639133,0,1,0,12,0.09514809348584409,0,0,0.9230769230769231,6,0.451486827170871
10068-04,0.06114398422090732,2010,1.0766319535334663,0,1,0,13,0.08947559384918868,0,0,0.9285714285714286,6.5,0.49614005048248494
10068-04,0.061111917549716926,2011,-0.7325142761487308,0,1,0,14,0.08570448216914528,0,0,0.9333333333333333,7,0.4142297620404039
10068-04,0.05852820716078741,2012,0.6176778827325053,0,1,0,15,0.07975686524861436,0,0,0.9375,7.5,0.42694526958366025
10068-04,0.05794477138976915,2013,-0.3278707375391162,0,1,0,16,0.06849943260054525,0,0,0.9411764705882353,8,0.3825443279882028
10068-04,0.057508680555555566,2015,0.6162755427714796,0,1,0,18,0.060975339976548366,0,0,0.9444444444444444,8.555555555555555,0.3955293954761626
10068-04,0.05707301519821446,2016,-1.7396118662121736,0,1,0,19,0.058046198833903835,0,0,0.9473684210526315,9.105263157894736,0.28315353959782913
100690-93,1,2013,0,0,0,1,0,0.10768975874546617,0,1,0,0,0
100690-93,0.3333333333333333,2014,0.01573621124152555,0,0,1,1,0.0711242691193732,0,1,0,0.5,0.007868105620762775
100690-93,0.125,2016,-0.2100396426281358,0,0,1,3,0.06272951275896343,0,1,0,1.3333333333333333,-0.06476781046220341
100690-93,0.1111111111111111,2017,0.9262998588663788,0,0,1,4,0.05837228231864666,0,1,0,2,0.18299910686994214
100693-27,1,2015,0,NA,NA,NA,0,0,NA,NA,NA,0,0
10070-83,0.25,1994,5.3131521650820215,0,1,0,0,0.4789081885856079,0,0,1,0,5.3131521650820215
10070-83,0.14285714285714285,1995,6.515438006760741,0,1,1,1,0.4208819549064168,0,0.5,1,0.5,5.914295085921381
10070-83,0.1111111111111111,1996,8.40489745378449,0,0,1,2,0.4103514039832769,0,0.6666666666666666,0.6666666666666666,1,6.744495875209084
10070-83,0.10034602076124567,1997,9.6494486859875,0,0,1,3,0.40265196871389186,0,0.75,0.5,1.5,7.470734077903687
10070-83,0.07200000000000001,1998,10.132754608119697,0,0,1,4,0.3778763440196134,0,0.8,0.4,2,8.00313818394689
10070-83,0.05478451424397372,1999,1.5649704530459674,0,0,1,5,0.3590442326055261,0,0.8333333333333334,0.3333333333333333,2.5,6.930110228796735
10070-83,0.04336734693877549,2000,-0.1888155025317111,0,1,1,6,0.30430542494967805,0,0.8571428571428571,0.42857142857142855,3,5.913120838606957
10070-83,0.03877551020408165,2001,0.14426895594231187,0,1,1,7,0.2895983403447372,0,0.875,0.5,3.5,5.192014353273876
10070-83,0.036955017301038055,2002,-0.11725957231649825,0,1,1,8,0.27348776155015747,0,0.8888888888888888,0.5555555555555556,4,4.602095028208279
10070-83,0.03537326388888888,2003,0.28351323085697133,0,1,0,9,0.2550742388299258,0,0.8,0.6,4.5,4.170236848473148
10070-83,0.035789803430182475,2004,-0.01609887223813936,0,1,0,10,0.23441283843905036,0,0.7272727272727273,0.6363636363636364,5,3.789660873863031
10070-83,0.035531298730229456,2005,1.1875401268194379,0,1,0,11,0.2111801638414913,0,0.6666666666666666,0.6666666666666666,5.5,3.5728174782760647
10070-83,0.03381261429237333,2006,1.9721132406598318,0,1,0,12,0.18031174232036717,0,0.6153846153846154,0.6923076923076923,6,3.4496863830748157
10070-83,0.03215266948837898,2007,0.9529313022927726,0,1,0,13,0.1580696410159761,0,0.5714285714285714,0.7142857142857143,6.5,3.271346734447527
10070-83,0.03228733459357279,2008,0.6265143818723725,0,1,0,14,0.1384764297738087,0,0.5333333333333333,0.7333333333333333,7,3.0950245776091836
10070-83,0.031403581840899635,2009,-3.207336723592033,0,1,0,15,0.12783432239286874,0,0.5,0.75,7.5,2.7011269962841076
10070-83,0.03018472117009497,2010,-1.8609211874107638,0,1,0,16,0.11962692495116056,0,0.47058823529411764,0.7647058823529411,8,2.4327712207726444
10070-83,0.029130578512396692,2011,4.116089753597091,0,1,0,17,0.10969582592513685,0,0.4444444444444444,0.7777777777777778,8.5,2.526288917040669
10070-83,0.02828860949521485,2012,1.2565404904690114,0,1,0,18,0.1023005529158987,0,0.42105263157894735,0.7894736842105263,9,2.4594600524842662
10070-83,0.02722304404996712,2013,1.0102570682629637,0,1,0,19,0.09406689789740609,0,0.4,0.8,9.5,2.386999903273201
10070-83,0.027263236666327927,2014,0.7838832327515716,0,1,0,20,0.0867508591000089,0,0.38095238095238093,0.8095238095238095,10,2.3106610142007424
10070-83,0.02690895331137503,2015,2.0594157328024463,0,1,0,21,0.08137117023653262,0,0.36363636363636365,0.8181818181818182,10.5,2.299240774137184
10070-83,0.026910312959462317,2016,0.7338559599964692,0,1,0,22,0.07597605573717993,0,0.34782608695652173,0.8260869565217391,11,2.231180564826718
10070-83,0.027082693154166216,2017,-0.8596983014639532,0,1,0,23,0.07292720038113122,0,0.3333333333333333,0.8333333333333334,11.5,2.10239394539794
100748-62,1,2014,0,NA,NA,NA,0,0,NA,NA,NA,0,0
100761-31,1,1998,0,0,0,1,0,0,0,1,0,0,0
100761-31,0.5,2002,0,0,0,1,4,1,0,1,0,2,0
100761-31,0.3333333333333333,2006,0,0,0,1,8,0.1659819227608873,0,1,0,4,0
100761-31,0.375,2010,0,0,0,0,12,0.09873268838699625,0,0.75,0,6,0
10077-85,1,1999,0,0,0,0,0,0.4892086330935253,0,0,0,0,0
10077-85,0.18367346938775508,2000,0.03780168028794221,1,1,1,1,0.2937534921571532,0.5,0.5,0.5,0.5,0.018900840143971104
10077-85,0.17355371900826444,2001,0.033953953685396214,0,1,1,2,0.2977702478014597,0.3333333333333333,0.6666666666666666,0.6666666666666666,1,0.023918544657779473
10077-85,0.16444444444444445,2002,-5.36301292800057,0,1,1,3,0.2540414094129625,0.25,0.75,0.75,1.5,-1.322814323506808
10077-85,0.14555765595463135,2003,-2.509181859239035,0,1,1,4,0.2483671720908801,0.2,0.8,0.8,2,-1.5600878306532533
10077-85,0.1202938475665749,2004,0.15449952829047414,0,1,1,5,0.21863709670489986,0.16666666666666666,0.8333333333333334,0.8333333333333334,2.5,-1.2743232708292986
10077-85,0.09073724007561439,2005,1.520860049605373,0,1,1,6,0.20116511864156258,0.14285714285714285,0.8571428571428571,0.8571428571428571,3,-0.8750113679100598
10077-85,0.08721965112139551,2006,-1.8628340993519668,0,1,1,7,0.17234454455261194,0.125,0.875,0.875,3.5,-0.9984892093402983
10077-85,0.07063711911357339,2007,0.06854171906936546,0,1,1,8,0.14807583893446297,0.1111111111111111,0.8888888888888888,0.8888888888888888,4,-0.87993021729478
10077-85,0.06388117377128366,2008,0.7353917855969284,0,1,1,9,0.13259266432732686,0.1,0.9,0.9,4.5,-0.7183980170056092
10077-85,0.06079743613912712,2009,0.2445751530437492,0,1,0,10,0.13353729078272106,0.09090909090909091,0.8181818181818182,0.9090909090909091,5,-0.6308550015465766
