Investor_Id,hhi,year,status,first,IT,early,age,niche_width,mean_first,mean_early,mean_IT,mean_age,mean_status
11132-38,0.048411095759379325,2015,1.3978909267426403,0,1,1,19,0.07797273783692804,0,0.7,0.95,9.5,-0.009123052987049907
11132-38,0.04805246330136058,2016,1.1363282291809362,0,1,1,20,0.0743895257509325,0,0.7142857142857143,0.9523809523809523,10,0.04542224616380658
11132-38,0.04589145347261315,2017,0.9319764475544065,0,1,1,21,0.07406747252737111,0,0.7272727272727273,0.9545454545454546,10.5,0.08572016440883384
11132-38,0.046037946428571445,2018,-1.0769174572337177,0,1,1,22,0.07402571402621906,0,0.7391304347826086,0.9565217391304348,11,0.03517070259828812
11132-47,1,2004,0,1,1,1,0,1,1,1,1,0,0
11132-47,1,2005,0,1,1,1,1,0.2921224589153202,1,1,1,0.5,0
11132-47,0.625,2006,0,1,1,1,2,0.20279721384787688,1,1,1,1,0
11132-47,0.44000000000000006,2007,0,1,0,1,3,0.15652727082925677,1,1,0.75,1.5,0
11132-47,0.33333333333333337,2009,0,1,0,1,5,0.12990871139550642,1,1,0.6,2.2,0
11132-47,0.25,2010,0,0,0,1,6,0.10718401282621448,0.8333333333333334,1,0.5,2.8333333333333335,0
11132-47,0.20987654320987653,2011,0,0,0,1,7,0.0925485920807757,0.7142857142857143,1,0.42857142857142855,3.4285714285714284,0
11132-92,1,2000,0,0,0,0,0,0,0,0,0,0,0
11132-92,1,2004,0,0,0,0,4,0.4780487804878049,0,0,0,2,0
11132-92,0.5555555555555556,2006,0,0,0,0,6,0.30633603490411027,0,0,0,3.3333333333333335,0
111325-87,0.25,2015,0,1,0,1,0,0.1919891141577228,1,1,0,0,0
111325-87,0.13580246913580246,2016,0,0,1,1,1,0.11857008820754389,0.5,1,0.5,0.5,0
111325-87,0.10743801652892562,2017,0,0,1,1,2,0.09269713924875923,0.3333333333333333,1,0.6666666666666666,1,0
111325-87,0.11242603550295861,2018,1.562506007654361,0,1,1,3,0.08543792144957285,0.25,1,0.75,1.5,0.3906265019135903
111329-11,1,2015,0,NA,NA,NA,0,0,NA,NA,NA,0,0
11133-01,0.5,1996,0,1,1,1,0,0.5119870318232231,1,1,1,0,0
11133-01,0.28,1997,0,1,1,1,1,0.45591620743328987,1,1,1,0.5,0
11133-01,0.13580246913580246,1998,0,1,1,1,2,0.38930268719878036,1,1,1,1,0
11133-01,0.10726643598615918,1999,1.3614376575789837,0,1,1,3,0.35969185463386827,0.75,1,1,1.5,0.34035941439474593
11133-01,0.06777645659928654,2000,-1.879344669789034,0,1,1,4,0.2872684112076517,0.6,1,1,2,-0.10358140244201004
11133-01,0.061224489795918366,2001,-2.197524911869128,0,1,1,5,0.26717726060355057,0.5,1,1,2.5,-0.4525719873465297
11133-01,0.07026627218934911,2002,-0.20192969767306837,0,1,1,6,0.252340901013828,0.42857142857142855,1,1,3,-0.41676594596460664
11133-01,0.06625,2003,0.4802491526770027,0,1,1,7,0.2296270840941338,0.375,1,1,3.5,-0.3046390586344055
11133-01,0.06236848750105211,2004,0.7018362708019412,0,1,1,8,0.2159726639024706,0.3333333333333333,1,1,4,-0.19280846647481142
11133-01,0.05573278288609494,2005,1.353890802202247,0,1,1,9,0.19305448784108736,0.3,1,1,4.5,-0.03813853960710558
11133-01,0.05155995310131829,2006,0.3554442470446652,0,1,1,10,0.16736452983229733,0.2727272727272727,1,1,5,-0.002358286275126419
11133-01,0.048512396694214886,2007,-0.4451384560099075,0,1,1,11,0.1467039710486695,0.25,1,1,5.5,-0.03925663375302484
11133-01,0.046951172625913105,2008,-0.45198419356616654,0,1,1,12,0.1183878096133767,0.23076923076923078,1,1,6,-0.07100490758480496
11133-01,0.04671083277263084,2009,-1.2724949406435477,0,1,1,13,0.10597452761869297,0.21428571428571427,1,1,6.5,-0.156825624231858
11133-01,0.04643080124869929,2010,-1.0096022768124109,0,1,1,14,0.09964158378178901,0.2,1,1,7,-0.21367740107056152
11133-01,0.04697872485103995,2011,0.8333602277759428,0,1,1,15,0.09098631865945517,0.1875,1,1,7.5,-0.148237549267655
11133-01,0.04660881184001529,2012,0.3922198537003675,0,1,1,16,0.08438409149434711,0.17647058823529413,1,1,8,-0.11644593732835956
11133-01,0.04765864856089905,2013,0.5693477919022131,0,1,1,17,0.07267354091042466,0.16666666666666666,1,1,8.5,-0.07834628570443886
11133-01,0.04673327736942325,2014,-1.2037093709298343,0,1,1,18,0.0690739678726684,0.15789473684210525,1,1,9,-0.13757592176893335
11133-01,0.04745310400799673,2015,-1.1530958666448714,0,1,1,19,0.0636907615400122,0.15,1,1,9.5,-0.18835191901273024
11133-01,0.04728973336041943,2016,-0.983036640461622,0,1,1,20,0.062111937584520056,0.14285714285714285,1,1,10,-0.2261940486055346
11133-01,0.04843547673294105,2017,-0.16740717829454585,0,1,1,21,0.05888124930704841,0.13636363636363635,1,1,10.5,-0.22352191813685332
11133-01,0.048811986607775436,2018,-0.602730820204883,0,1,1,22,0.05676559170061357,0.13043478260869565,1,1,11,-0.2400092617050285
11133-37,1,1996,0,0,0,0,0,0,0,0,0,0,0
11133-37,0.5,2000,0,1,1,1,4,0.2891821770421481,0.5,0.5,0.5,2,0
11133-37,0.20000000000000004,2001,0,1,1,1,5,0.3167457400304794,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,0
11133-37,0.2222222222222222,2002,0,0,1,1,6,0.3179393508752029,0.5,0.75,0.75,3.75,0
11133-37,0.18367346938775508,2003,0,1,1,1,7,0.3007607635438675,0.6,0.8,0.8,4.4,0
11133-37,0.1875,2004,0,0,1,1,8,0.2595729192966165,0.5,0.8333333333333334,0.8333333333333334,5,0
11133-37,0.16000000000000003,2005,0,1,1,1,9,0.248174349175227,0.5714285714285714,0.8571428571428571,0.8571428571428571,5.571428571428571,0
11133-37,0.15702479338842976,2006,0.028553866732146556,1,0,1,10,0.19682967294778408,0.625,0.875,0.75,6.125,0.0035692333415183195
11133-37,0.12888888888888891,2008,0.036380778321024224,0,0,1,12,0.15470215529631792,0.5555555555555556,0.8888888888888888,0.6666666666666666,6.777777777777778,0.00721496056146342
11133-37,0.12802768166089967,2009,0.061894739169279546,0,0,1,13,0.13131558289202538,0.5,0.9,0.6,7.4,0.012682938422245032
11133-37,0.11111111111111109,2010,0.003946685623309828,0,0,1,14,0.11075240067792669,0.45454545454545453,0.9090909090909091,0.5454545454545454,8,0.011888733622341831
11133-37,0.11157024793388429,2011,0.010742164922845344,0,0,1,15,0.10443845961480613,0.4166666666666667,0.9166666666666666,0.5,8.583333333333334,0.011793186230717125
11133-37,0.1111111111111111,2012,0,0,0,1,16,0.09647066257890968,0.38461538461538464,0.9230769230769231,0.46153846153846156,9.153846153846153,0.0108860180591235
11133-37,0.09763313609467458,2014,0,0,0,1,18,0.07761178661847612,0.35714285714285715,0.9285714285714286,0.42857142857142855,9.785714285714286,0.01010844534061468
11133-37,0.09739368998628256,2015,0,0,0,1,19,0.07052444747944865,0.3333333333333333,0.9333333333333333,0.4,10.4,0.0094345489845737
11133-37,0.087890625,2016,0,0,0,1,20,0.06375750866660845,0.3125,0.9375,0.375,11,0.008844889673037844
11134-81,1,1997,0,1,0,1,0,0,1,1,0,0,0
11134-81,0.3333333333333333,1998,0,1,1,1,1,0.568663594470046,1,1,0.5,0.5,0
11134-81,0.20000000000000004,1999,0.09421503802084244,1,0,1,2,0.43041281733969017,1,1,0.3333333333333333,1,0.03140501267361415
11134-81,0.13609467455621305,2000,0.4158184831673643,0,0,1,3,0.3305689067204769,0.75,1,0.25,1.5,0.1275083802970517
11134-81,0.1111111111111111,2001,0.5093093052809432,0,0,1,4,0.29204300201472805,0.6,1,0.2,2,0.20386856529383
11134-81,0.09374999999999999,2002,1.1517860776384174,0,0,1,5,0.2759305440039861,0.5,1,0.16666666666666666,2.5,0.36185481735126124
11134-81,0.07728894173602852,2003,-0.33807349327520486,0,0,1,6,0.25807990314349777,0.42857142857142855,1,0.14285714285714285,3,0.26186505869033755
11134-81,0.08408163265306122,2004,-2.1846274752612183,0,0,1,7,0.23184901079724665,0.375,1,0.125,3.5,-0.04394650805360695
11134-81,0.07625743645213628,2005,0.5792877025821958,0,0,1,8,0.2321440712291748,0.3333333333333333,1,0.1111111111111111,4,0.025301737572593352
11134-81,0.07574009996155323,2006,-0.7903995364301352,0,0,1,9,0.19449509622752437,0.3,1,0.1,4.5,-0.056268389827679496
11134-81,0.07785119218615344,2007,-0.5090520140462564,0,0,1,10,0.1697973320135675,0.2727272727272727,1,0.09090909090909091,5,-0.09743053748391377
11134-81,0.07943067033976121,2008,0.04122533660202492,0,0,1,11,0.14436676927830372,0.25,1,0.08333333333333333,5.5,-0.08587588131008554
11134-81,0.08363769174579984,2009,1.1300999418278448,0,0,1,12,0.12650682549455158,0.23076923076923078,1,0.07692307692307693,6,0.0076607204697552575
11134-81,0.08185404339250495,2010,-2.020261343519023,0,0,1,13,0.11535009591929103,0.21428571428571427,1,0.07142857142857142,6.5,-0.13719085552944318
11134-81,0.08506841165972638,2011,0.21925977497140245,0,0,1,14,0.1023063343449846,0.2,1,0.06666666666666667,7,-0.11342748016272015
11134-81,0.08755165289256198,2012,3.0717753917793353,0,0,1,15,0.09179397730968941,0.1875,1,0.0625,7.5,0.08564769933365832
11134-81,0.09358024691358027,2013,-1.654251881433977,0,0,1,16,0.08178791088109649,0.17647058823529413,1,0.058823529411764705,8,-0.016699334829143764
11134-81,0.09431228112546794,2015,-1.163099455133366,0,0,0,18,0.07073186223626128,0.16666666666666666,0.9444444444444444,0.05555555555555555,8.555555555555555,-0.08038823040160055
11135-08,1,1999,0,0,0,1,0,0,0,1,0,0,0
11135-08,0.5555555555555556,2001,0,0,0,1,2,0.4320987654320988,0,1,0,1,0
11135-08,0.28,2002,0,0,0,1,3,0.26071355074377844,0,1,0,1.6666666666666667,0
11135-08,0.2777777777777778,2003,0,0,0,1,4,0.22485321886520585,0,1,0,2.25,0
11135-08,0.16000000000000003,2004,-3.0249660971168395,0,0,1,5,0.18518709724032978,0,1,0,2.8,-0.6049932194233679
11135-08,0.1388888888888889,2005,0.6221311518444788,0,0,1,6,0.1860653895451905,0,1,0,3.3333333333333335,-0.4004724908787268
11135-08,0.15306122448979592,2006,1.439937673321781,0,0,1,7,0.14728583560765648,0,1,0,3.857142857142857,-0.1375567531357971
11135-08,0.16049382716049382,2007,5.654626205369626,0,0,0,8,0.13612291489208064,0,0.875,0,4.375,0.5864661166773808
11135-08,0.15689981096408315,2008,-2.0410746774194966,0,0,1,9,0.10837853288354705,0,0.8888888888888888,0,4.888888888888889,0.2945171395555055
11135-08,0.12721893491124264,2009,-3.489768308560424,0,0,1,10,0.09527469312432113,0,0.9,0,5.4,-0.08391140525608742
11135-08,0.1391200951248514,2010,-1.5149330299064572,0,0,1,11,0.08502547829363949,0,0.9090909090909091,0,5.909090909090909,-0.21400428022430285
11135-08,0.14453125,2011,-1.6483283389599028,0,0,0,12,0.07583290523229315,0,0.8333333333333334,0,6.416666666666667,-0.3335312851189362
11135-08,0.12653061224489795,2012,-0.051475249784936276,0,0,1,13,0.07295836561943536,0,0.8461538461538461,0,6.923076923076923,-0.31183466701632084
11135-08,0.11614317019722425,2013,0.34064380703204744,0,0,1,14,0.06925340316158103,0,0.8571428571428571,0,7.428571428571429,-0.26522906172715166
11135-08,0.11080332409972297,2014,-0.8356316286781593,0,0,1,15,0.06546174664238613,0,0.8666666666666667,0,7.933333333333334,-0.30325589952388554
11135-08,0.11750000000000002,2015,-0.0696001550123701,0,0,1,16,0.057292168505694185,0,0.875,0,8.4375,-0.28865241549191584
11135-08,0.12314098750743604,2016,0.06729948014650912,0,0,0,17,0.05291608619599941,0,0.8235294117647058,0,8.941176470588236,-0.2677140686896555
11135-08,0.11519740400216331,2017,-0.2157158464358151,0,0,0,18,0.05266298953161108,0,0.7777777777777778,0,9.444444444444445,-0.26482527856444216
11135-17,0.5,2006,0.7624597888433594,1,0,1,0,1,1,1,0,0,0.7624597888433594
11135-17,0.44000000000000006,2007,0.7566529148249919,0,0,1,1,0.31590528084083913,0.5,1,0,0.5,0.7595563518341757
11135-17,0.17355371900826447,2008,-1.398889187962942,0,0,1,2,0.2105261446421647,0.3333333333333333,1,0,1,0.04007450523513648
11135-17,0.1527777777777778,2009,-1.2141595839873518,0,0,1,3,0.1981860037415103,0.25,1,0,1.5,-0.2734840170704856
11135-17,0.15306122448979592,2010,-1.2282977459186917,0,0,1,4,0.1712041673738498,0.2,1,0,2,-0.46444676284012676
11135-17,0.15625,2011,1.4425377381123397,0,0,1,5,0.1651499659380653,0.16666666666666666,1,0,2.5,-0.14661601268138236
11135-17,0.1523545706371191,2012,4.779023863328343,0,0,1,6,0.14406575295259605,0.14285714285714285,1,0,3,0.5570468267485784
11135-17,0.15500000000000003,2014,0,0,0,1,8,0.11827733480973257,0.125,1,0,3.625,0.4874159734050061
11135-17,0.16099773242630383,2016,0,0,0,1,10,0.10659915003987774,0.1111111111111111,1,0,4.333333333333333,0.43325864302667205
11135-26,0.5,2003,0,0,1,1,0,0.2851662839382362,0,1,1,0,0
11135-26,0.3600000000000001,2004,0,0,1,1,1,0.228096727098185,0,1,1,0.5,0
11135-26,0.2839506172839506,2005,0,0,1,1,2,0.20387397720621458,0,1,1,1,0
11135-26,0.23611111111111113,2006,0,0,1,1,3,0.17408865986569802,0,1,1,1.5,0
11135-26,0.20408163265306123,2007,0,0,1,1,4,0.150077954874396,0,1,1,2,0
11135-26,0.17647058823529416,2008,0,0,1,1,5,0.11418766094772048,0,1,1,2.5,0
11135-26,0.16897506925207756,2009,0,0,1,1,6,0.10901239662008957,0,1,1,3,0
11135-26,0.15646258503401358,2010,0,0,1,1,7,0.11511826886539923,0,1,1,3.5,0
11135-26,0.1487603305785124,2014,0,0,1,1,11,0.08552082243813354,0,1,1,4.333333333333333,0
11135-26,0.12000000000000001,2016,0,0,1,1,13,0.07704381098484825,0,1,1,5.2,0
11135-26,0.1124260355029586,2018,0,0,1,1,15,0.07008118524743445,0,1,1,6.090909090909091,0
11135-62,1,1995,0,1,1,0,0,0,1,0,1,0,0
11135-62,0.5,1998,0,1,0,0,3,1,1,0,0.5,1.5,0
11135-62,0.3333333333333333,2003,0.045282563923006634,1,1,1,8,0.2801931949000701,1,0.3333333333333333,0.6666666666666666,3.6666666666666665,0.015094187974335545
11135-62,0.28,2004,0.5346859125015352,1,1,1,9,0.1820310155297321,1,0.5,0.75,5,0.14499211910613546
11135-62,0.21875,2006,1.6869544921947437,1,1,1,11,0.13242494526468274,1,0.6,0.8,6.2,0.4533845937238571
11135-62,0.14049586776859505,2007,-1.288337225354858,0,1,1,12,0.12066853045532445,0.8333333333333334,0.6666666666666666,0.8333333333333334,7.166666666666667,0.16309762387740456
11135-62,0.1326530612244898,2008,2.139109660980182,0,1,1,13,0.08539408097864276,0.7142857142857143,0.7142857142857143,0.8571428571428571,8,0.44538505774922993
11135-62,0.12110726643598616,2009,0.22621160858155848,0,1,0,14,0.07178809359703865,0.625,0.625,0.875,8.75,0.41798837660327104
11135-62,0.1111111111111111,2010,2.0730574256582095,0,1,1,15,0.07335400777857648,0.5555555555555556,0.6666666666666666,0.8888888888888888,9.444444444444445,0.6018849376093753
11135-62,0.095,2011,-1.0699673416749256,0,1,1,16,0.08723680666530642,0.5,0.7,0.9,10.1,0.4346997096809452
11135-62,0.08333333333333331,2012,-0.05379113805412134,0,1,1,17,0.07884385143307071,0.45454545454545453,0.7272727272727273,0.9090909090909091,10.727272727272727,0.39029145079593913
11135-62,0.07142857142857144,2013,2.5307885848764884,0,1,1,18,0.07777697510246517,0.4166666666666667,0.75,0.9166666666666666,11.333333333333334,0.5686662119693183
11135-71,1,1995,0,1,0,1,0,1,1,1,0,0,0
11135-71,1,1996,0,1,0,1,1,0.4615384615384616,1,1,0,0.5,0
11135-71,0.6800000000000002,1997,0,1,0,1,2,0.40585258653460027,1,1,0,1,0
11135-71,0.42857142857142855,1998,0,0,0,0,3,0.3746409812805714,0.75,0.75,0,1.5,0
11135-71,0.25,1999,0.18843007604168488,0,0,0,4,0.32323961009437074,0.6,0.6,0,2,0.037686015208336976
11135-71,0.14878892733564014,2000,-3.1880304287961123,0,0,0,5,0.2797724254981521,0.5,0.5,0,2.5,-0.4999333921257379
11135-71,0.11157024793388429,2001,0.1082330649447198,0,0,0,6,0.2569189817426182,0.42857142857142855,0.42857142857142855,0,3,-0.41305246968710113
11135-71,0.0789473684210526,2002,-0.8342095203319797,0,0,0,7,0.24391637086284138,0.375,0.375,0,3.5,-0.46569710101771095
11135-71,0.07088846880907373,2003,-0.27445851216791645,0,0,0,8,0.22512945969519085,0.3333333333333333,0.3333333333333333,0,4,-0.44444836892328937
11135-71,0.05877551020408163,2004,1.5077985560661693,0,0,0,9,0.20253214986853074,0.3,0.3,0,4.5,-0.24922367642434348
11135-71,0.054404432132963976,2005,1.1031351237709126,0,0,0,10,0.18169653205276437,0.2727272727272727,0.2727272727272727,0,5,-0.12628196731568384
11135-71,0.05255198487712667,2006,-0.9797909565364985,0,0,0,11,0.15415333925302102,0.25,0.25,0,5.5,-0.1974077164174184
11135-71,0.05063657407407407,2007,-1.593149765841852,0,0,0,12,0.13430415571094878,0.23076923076923078,0.23076923076923078,0,6,-0.30477248945006713
11135-71,0.04550181074975797,2008,0.7553023136408349,0,0,0,13,0.11287836609157986,0.21428571428571427,0.21428571428571427,0,6.5,-0.22905286065785985
11135-71,0.042825484764542926,2009,0.13944767263703395,0,0,0,14,0.10175694806915037,0.2,0.2,0,7,-0.20448615843820026
11135-71,0.04071733713065147,2010,0.6101331757279317,0,0,0,15,0.09439706984082197,0.1875,0.1875,0,7.5,-0.15357245005281703
11135-71,0.03957699086684827,2011,0.19770934447988722,0,0,0,16,0.08680464944209319,0.17647058823529413,0.17647058823529413,0,8,-0.132908815080305
11135-71,0.038934911242603544,2012,-0.35490436577196594,0,0,0,17,0.08138019916754402,0.16666666666666666,0.16666666666666666,0,8.5,-0.1452419012298417
11135-71,0.038349636618335514,2013,0.3650830152164167,0,0,0,18,0.07269379872413428,0.15789473684210525,0.15789473684210525,0,9,-0.11838269510109127
11135-71,0.03787058248425654,2014,0.5836811350706277,0,0,1,19,0.06505823260568655,0.15,0.2,0,9.5,-0.08327950359250533
11135-71,0.03717964903421287,2015,0.14816077933271973,0,0,1,20,0.059924173774609575,0.14285714285714285,0.23809523809523808,0,10,-0.07225853773892317
11135-71,0.03642275771354555,2016,0.4129473662462621,0,0,1,21,0.05550758210499318,0.13636363636363635,0.2727272727272727,0,10.5,-0.05020372392141475
11135-71,0.03588433801775148,2017,0.6363044024901516,0,0,1,22,0.054602757884084425,0.13043478260869565,0.30434782608695654,0,11,-0.020355544512216214
11135-71,0.03704789782634879,2018,-0.44485606864126176,0,0,1,23,0.051876973419015766,0.125,0.3333333333333333,0,11.5,-0.03804306635092644
111357-01,1,2004,0,1,1,1,0,0,1,1,1,0,0
111357-01,0.5,2005,0,1,1,1,1,1,1,1,1,0.5,0
111357-01,0.5555555555555556,2007,0,1,1,1,3,0.15458937198067638,1,1,1,1.3333333333333333,0
111357-01,0.625,2009,0,0,1,1,5,0.06940874035989708,0.75,1,1,2.25,0
111357-01,0.44,2012,0,0,1,1,8,0.06839137431692399,0.6,1,1,3.4,0
111357-01,0.26530612244897955,2013,0,0,1,1,9,0.0732284861152972,0.5,1,1,4.333333333333333,0
111357-01,0.16,2015,0,0,1,1,11,0.098391958893443,0.42857142857142855,1,1,5.285714285714286,0
111357-01,0.11111111111111112,2016,0,0,1,1,12,0.08723825548005104,0.375,1,1,6.125,0
11136-16,1,2001,-0.6790790737079243,1,1,1,0,0.21229163742071303,1,1,1,0,-0.6790790737079243
11136-16,0.5,2002,-1.5484266344705087,0,1,1,1,0.22247664438034653,0.5,1,1,0.5,-1.1137528540892165
11136-16,0.5555555555555556,2003,-0.07547093987167912,0,1,1,2,0.1848151432838494,0.3333333333333333,1,1,1,-0.7676588826833708
11136-16,0.44000000000000006,2007,2.3733483968710853,0,1,1,6,0.17654732627809044,0.25,1,1,2.25,0.017592937205243242
11136-16,0.3061224489795918,2008,-0.32372978591209134,0,1,1,7,0.13983552801884058,0.2,1,1,3.2,-0.05067160741822367
11136-16,0.25925925925925924,2009,-0.04467188799765849,0,1,1,8,0.12357049841029012,0.16666666666666666,1,1,4,-0.049671654181462806
11136-16,0.22000000000000003,2016,-1.119213046958042,0,1,1,15,0.07754920559447964,0.14285714285714285,1,1,5.571428571428571,-0.2024632817209741
11136-34,1,2004,0,0,0,1,0,1,0,1,0,0,0
11136-34,0.3333333333333333,2005,0,1,0,1,1,0.12413134290368233,0.5,1,0,0.5,0
11136-34,0.1875,2006,0,0,0,1,2,0.17534750916106737,0.3333333333333333,1,0,1,0
11136-34,0.16000000000000006,2007,0,0,1,1,3,0.15900985483166866,0.25,1,0.25,1.5,0
11136-34,0.14792899408284027,2008,0,0,1,1,4,0.13584319979062276,0.2,1,0.4,2,0
11136-34,0.15306122448979592,2009,0,0,0,1,5,0.10697185657413101,0.16666666666666666,1,0.3333333333333333,2.5,0
11136-34,0.140625,2010,0,0,0,1,6,0.09700769772648189,0.14285714285714285,1,0.2857142857142857,3,0
11136-34,0.11728395061728394,2011,0,0,0,1,7,0.11841734667974137,0.125,1,0.25,3.5,0
11136-34,0.10080000000000001,2012,0,0,0,1,8,0.11052035808759952,0.1111111111111111,1,0.2222222222222222,4,0
11136-34,0.0801248699271592,2013,-1.4017943502990695,0,0,1,9,0.09535145312660277,0.1,1,0.2,4.5,-0.14017943502990696
11136-34,0.07755102040816328,2014,-0.07977632661958164,0,0,1,10,0.08592082464137285,0.09090909090909091,1,0.18181818181818182,5,-0.13468824335624102
11136-34,0.0630165289256198,2015,-0.3441195115829619,0,0,1,11,0.07670322589459877,0.08333333333333333,1,0.16666666666666666,5.5,-0.15214084904180109
11136-34,0.060650887573964515,2016,0.5621853284274411,0,0,1,12,0.07311411618022079,0.07692307692307693,1,0.15384615384615385,6,-0.09719268154416708
11136-34,0.05967078189300413,2017,0.8416120485762683,0,0,1,13,0.06821435874763372,0.07142857142857142,1,0.14285714285714285,6.5,-0.030135200821278844
11136-34,0.06249999999999998,2018,-0.2627078057815614,0,0,1,14,0.06538482429098202,0.06666666666666667,1,0.13333333333333333,7,-0.04564004115196434
11136-61,1,1996,0,0,0,0,0,0,0,0,0,0,0
11136-61,0.5,2002,1.257398053691979e-15,0,0,0,6,0.28662070884074997,0,0,0,3,6.286990268459895e-16
11136-61,0.3888888888888889,2003,0,0,0,0,7,0.21945101554115465,0,0,0,4.333333333333333,4.1913268456399296e-16
11136-61,0.19444444444444445,2004,-0.5690987814428401,0,0,1,8,0.1827595667305504,0,0.25,0,5.25,-0.14227469536070972
11136-61,0.13494809688581316,2005,0.9380315038712186,0,1,0,9,0.17712986806487818,0,0.2,0.2,6,0.07378654448567594
11136-61,0.09763313609467453,2006,-2.4389751555572157,0,1,0,10,0.1610533794211203,0,0.16666666666666666,0.3333333333333333,6.666666666666667,-0.3450070721881393
11136-61,0.09438775510204082,2007,-3.4821577731987445,0,1,0,11,0.14433303233006745,0,0.14285714285714285,0.42857142857142855,7.285714285714286,-0.7931714580467971
11136-61,0.08888888888888885,2008,0.8698441945219302,0,1,0,12,0.13165865871512794,0,0.125,0.5,7.875,-0.5852945014757063
11136-61,0.09469302809573363,2009,2.412169460342148,0,1,0,13,0.12242387574276481,0,0.1111111111111111,0.5555555555555556,8.444444444444445,-0.25224295016261133
11136-61,0.09375,2011,-0.2496566914281393,0,1,0,15,0.10580208318828854,0,0.1,0.6,9.1,-0.2519843242891642
11136-61,0.0890725436179982,2014,-0.9660913465296166,0,1,0,18,0.07890457628932214,0,0.09090909090909091,0.6363636363636364,9.909090909090908,-0.3169031444928417
11136-97,0.5,2007,0.1286861705731236,1,1,1,0,1,1,1,1,0,0.1286861705731236
11136-97,0.3333333333333333,2008,-0.44904274956219237,1,1,1,1,0.14723614610828198,1,1,1,0.5,-0.1601782894945344
11136-97,0.22222222222222227,2009,1.3009598232347996,0,1,1,2,0.1135805982727286,0.6666666666666666,1,1,1,0.32686774808191027
11136-97,0.18000000000000005,2010,-0.4532235497918683,0,1,1,3,0.11132458858198369,0.5,1,1,1.5,0.13184492361346564
11136-97,0.18367346938775514,2011,-4.079809678341214,0,1,1,4,0.10070162553966033,0.4,1,1,2,-0.7104859967774704
11136-97,0.1833910034602076,2012,2.0847417228828884,0,1,1,5,0.09634824849737766,0.3333333333333333,1,1,2.5,-0.24461471016741054
11136-97,0.17500000000000002,2013,0.007931132582849868,0,1,1,6,0.07855291811329669,0.2857142857142857,1,1,3,-0.20853673263165903
11136-97,0.21074380165289255,2014,0.1240973576929937,0,1,1,7,0.06817980729063433,0.25,1,1,3.5,-0.16695747134107744
11136-97,0.20639999999999994,2015,0.3135864617162796,0,1,1,8,0.06320172678872872,0.2222222222222222,1,1,4,-0.1135637010013711
11136-97,0.19822485207100599,2016,-2.3659028873313663,0,1,1,9,0.055185323209715816,0.2,1,1,4.5,-0.3387976196343706
11136-97,0.1851851851851852,2017,-0.7497309587780362,0,1,1,10,0.05418405858790976,0.18181818181818182,1,1,5,-0.37615519592015845
11137-51,0.5,2000,0,1,1,1,0,1,1,1,1,0,0
11137-51,0.3333333333333333,2005,0,1,1,1,5,0.26434766971073537,1,1,1,2.5,0
11137-51,0.375,2008,0,1,1,1,8,0.10201550316734986,1,1,1,4.333333333333333,0
11137-69,1,1999,0,0,1,1,0,0,0,1,1,0,0
11137-69,0.5,2004,0,0,1,0,5,1,0,0.5,1,2.5,0
11137-69,0.3333333333333333,2007,0.20589787291697834,0,1,0,8,0.13930634416016618,0,0.3333333333333333,1,4.333333333333333,0.06863262430565945
11137-69,0.2222222222222222,2008,1.3488764709229601,0,1,0,9,0.06390807830952416,0,0.25,1,5.5,0.3886935859599846
11137-69,0.21875,2009,3.2166561618820517,0,1,0,10,0.05864536069726834,0,0.2,1,6.4,0.954286101144398
11137-69,0.20000000000000004,2010,2.2247126287771435,0,1,0,11,0.06562065450768996,0,0.16666666666666666,1,7.166666666666667,1.1660238557498557
11137-69,0.19526627218934914,2011,-1.4199378876964175,0,1,0,12,0.06608670478356471,0,0.14285714285714285,1,7.857142857142857,0.7966007495432451
11137-69,0.2179930795847751,2012,-2.8961788594366205,0,1,0,13,0.1182779766073766,0,0.125,1,8.5,0.33500329842076193
11137-69,0.19274376417233557,2013,-3.8694319252956872,0,1,0,14,0.0956397287205033,0,0.1111111111111111,1,9.11111111111111,-0.13215617088106577
11137-69,0.18595041322314046,2014,1.32922025950618,0,1,0,15,0.07784722725058546,0,0.1,1,9.7,0.013981472157658815
11137-69,0.1840277777777778,2015,-2.4382672359277016,0,1,0,16,0.06850159168339598,0,0.09090909090909091,1,10.272727272727273,-0.20895022857737394
11137-87,1,1994,0,1,0,1,0,0,1,1,0,0,0
11137-87,0.5,2002,0,1,0,1,8,0.18243243243243237,1,1,0,4,0
11137-87,0.3333333333333333,2003,0,1,0,1,9,0.24257482989526202,1,1,0,5.666666666666667,0
11137-87,0.375,2004,0,0,0,1,10,0.17075499231680769,0.75,1,0,6.75,0
11137-87,0.2777777777777778,2006,0,0,0,1,12,0.13414278875509777,0.6,1,0,7.8,0
11137-87,0.22448979591836732,2007,0,0,0,1,13,0.11030296545966879,0.5,1,0,8.666666666666666,0
11137-87,0.2345679012345679,2008,0,0,0,1,14,0.08736037214470295,0.42857142857142855,1,0,9.428571428571429,0
11138-68,1,1995,0,1,0,1,0,0,1,1,0,0,0
11138-68,0.5,1999,0,1,0,1,4,0.3831946285391451,1,1,0,2,0
11138-68,0.3333333333333333,2002,0,1,0,1,7,0.2194757077430859,1,1,0,3.6666666666666665,0
